order_code,plan_code,plan_line_number,item_code,bom_code,bom_version_number,target_quantity,unit_code,planned_starts_on,planned_ends_on,production_line_name,status,notes
production_order_2026_00136,plan_2026_0068,2,fg_0136,bom_fg_0136,1,4495,piece,2026-05-05,2026-05-07,Dây chuyền 04,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00137,plan_2026_0069,1,fg_0137,bom_fg_0137,1,4632,piece,2026-06-05,2026-06-07,Dây chuyền 05,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00138,plan_2026_0069,2,fg_0138,bom_fg_0138,1,4769,piece,2026-06-06,2026-06-08,Dây chuyền 06,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00139,plan_2026_0070,1,fg_0139,bom_fg_0139,1,4906,piece,2026-07-10,2026-07-12,Dây chuyền 07,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00140,plan_2026_0070,2,fg_0140,bom_fg_0140,1,5043,piece,2026-07-11,2026-07-13,Dây chuyền 08,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00141,plan_2026_0071,1,fg_0141,bom_fg_0141,1,5180,piece,2026-08-11,2026-08-13,Dây chuyền 09,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00142,plan_2026_0071,2,fg_0142,bom_fg_0142,1,5317,piece,2026-08-12,2026-08-14,Dây chuyền 10,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00143,plan_2026_0072,1,fg_0143,bom_fg_0143,1,5454,piece,2026-09-16,2026-09-18,Dây chuyền 11,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00144,plan_2026_0072,2,fg_0144,bom_fg_0144,1,5591,piece,2026-09-17,2026-09-19,Dây chuyền 12,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00145,plan_2026_0073,1,fg_0145,bom_fg_0145,1,5728,piece,2026-01-17,2026-01-19,Dây chuyền 01,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00146,plan_2026_0073,2,fg_0146,bom_fg_0146,1,5865,piece,2026-01-18,2026-01-20,Dây chuyền 02,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00147,plan_2026_0074,1,fg_0147,bom_fg_0147,1,6002,piece,2026-02-22,2026-02-24,Dây chuyền 03,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00148,plan_2026_0074,2,fg_0148,bom_fg_0148,1,6139,piece,2026-02-23,2026-02-25,Dây chuyền 04,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00149,plan_2026_0075,1,fg_0149,bom_fg_0149,1,6276,piece,2026-03-03,2026-03-05,Dây chuyền 05,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00150,plan_2026_0075,2,fg_0150,bom_fg_0150,1,6413,piece,2026-03-04,2026-03-06,Dây chuyền 06,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00151,plan_2026_0076,1,fg_0151,bom_fg_0151,1,6550,piece,2026-04-08,2026-04-10,Dây chuyền 07,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00152,plan_2026_0076,2,fg_0152,bom_fg_0152,1,6687,piece,2026-04-09,2026-04-11,Dây chuyền 08,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00153,plan_2026_0077,1,fg_0153,bom_fg_0153,1,6824,piece,2026-05-09,2026-05-11,Dây chuyền 09,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00154,plan_2026_0077,2,fg_0154,bom_fg_0154,1,6961,piece,2026-05-10,2026-05-12,Dây chuyền 10,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00155,plan_2026_0078,1,fg_0155,bom_fg_0155,1,7098,piece,2026-06-14,2026-06-16,Dây chuyền 11,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00156,plan_2026_0078,2,fg_0156,bom_fg_0156,1,7235,piece,2026-06-15,2026-06-17,Dây chuyền 12,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00157,plan_2026_0079,1,fg_0157,bom_fg_0157,1,7372,piece,2026-07-15,2026-07-17,Dây chuyền 01,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00158,plan_2026_0079,2,fg_0158,bom_fg_0158,1,7509,piece,2026-07-16,2026-07-18,Dây chuyền 02,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00159,plan_2026_0080,1,fg_0159,bom_fg_0159,1,7646,piece,2026-08-20,2026-08-22,Dây chuyền 03,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00160,plan_2026_0080,2,fg_0160,bom_fg_0160,1,7783,piece,2026-08-21,2026-08-23,Dây chuyền 04,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00161,plan_2026_0081,1,fg_0161,bom_fg_0161,1,7920,piece,2026-09-01,2026-09-03,Dây chuyền 05,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00162,plan_2026_0081,2,fg_0162,bom_fg_0162,1,8057,piece,2026-09-02,2026-09-04,Dây chuyền 06,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00163,plan_2026_0082,1,fg_0163,bom_fg_0163,1,8194,piece,2026-01-06,2026-01-08,Dây chuyền 07,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00164,plan_2026_0082,2,fg_0164,bom_fg_0164,1,8331,piece,2026-01-07,2026-01-09,Dây chuyền 08,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00165,plan_2026_0083,1,fg_0165,bom_fg_0165,1,8468,piece,2026-02-07,2026-02-09,Dây chuyền 09,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00166,plan_2026_0083,2,fg_0166,bom_fg_0166,1,8605,piece,2026-02-08,2026-02-10,Dây chuyền 10,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00167,plan_2026_0084,1,fg_0167,bom_fg_0167,1,8742,piece,2026-03-12,2026-03-14,Dây chuyền 11,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00168,plan_2026_0084,2,fg_0168,bom_fg_0168,1,8879,piece,2026-03-13,2026-03-15,Dây chuyền 12,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00169,plan_2026_0085,1,fg_0169,bom_fg_0169,1,9016,piece,2026-04-13,2026-04-15,Dây chuyền 01,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00170,plan_2026_0085,2,fg_0170,bom_fg_0170,1,9153,piece,2026-04-14,2026-04-16,Dây chuyền 02,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00171,plan_2026_0086,1,fg_0171,bom_fg_0171,1,9290,piece,2026-05-18,2026-05-20,Dây chuyền 03,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00172,plan_2026_0086,2,fg_0172,bom_fg_0172,1,9427,piece,2026-05-19,2026-05-21,Dây chuyền 04,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00173,plan_2026_0087,1,fg_0173,bom_fg_0173,1,9564,piece,2026-06-19,2026-06-21,Dây chuyền 05,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00174,plan_2026_0087,2,fg_0174,bom_fg_0174,1,9701,piece,2026-06-20,2026-06-22,Dây chuyền 06,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00175,plan_2026_0088,1,fg_0175,bom_fg_0175,1,9838,piece,2026-07-04,2026-07-06,Dây chuyền 07,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00176,plan_2026_0088,2,fg_0176,bom_fg_0176,1,9975,piece,2026-07-05,2026-07-07,Dây chuyền 08,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00177,plan_2026_0089,1,fg_0177,bom_fg_0177,1,2112,piece,2026-08-05,2026-08-07,Dây chuyền 09,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00178,plan_2026_0089,2,fg_0178,bom_fg_0178,1,2249,piece,2026-08-06,2026-08-08,Dây chuyền 10,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00179,plan_2026_0090,1,fg_0179,bom_fg_0179,1,2386,piece,2026-09-10,2026-09-12,Dây chuyền 11,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00180,plan_2026_0090,2,fg_0180,bom_fg_0180,1,2523,piece,2026-09-11,2026-09-13,Dây chuyền 12,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00181,plan_2026_0091,1,fg_0181,bom_fg_0181,1,2660,piece,2026-01-11,2026-01-13,Dây chuyền 01,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00182,plan_2026_0091,2,fg_0182,bom_fg_0182,1,2797,piece,2026-01-12,2026-01-14,Dây chuyền 02,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00183,plan_2026_0092,1,fg_0183,bom_fg_0183,1,2934,piece,2026-02-16,2026-02-18,Dây chuyền 03,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00184,plan_2026_0092,2,fg_0184,bom_fg_0184,1,3071,piece,2026-02-17,2026-02-19,Dây chuyền 04,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00185,plan_2026_0093,1,fg_0185,bom_fg_0185,1,3208,piece,2026-03-17,2026-03-19,Dây chuyền 05,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00186,plan_2026_0093,2,fg_0186,bom_fg_0186,1,3345,piece,2026-03-18,2026-03-20,Dây chuyền 06,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00187,plan_2026_0094,1,fg_0187,bom_fg_0187,1,3482,piece,2026-04-22,2026-04-24,Dây chuyền 07,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00188,plan_2026_0094,2,fg_0188,bom_fg_0188,1,3619,piece,2026-04-23,2026-04-25,Dây chuyền 08,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00189,plan_2026_0095,1,fg_0189,bom_fg_0189,1,3756,piece,2026-05-03,2026-05-05,Dây chuyền 09,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00190,plan_2026_0095,2,fg_0190,bom_fg_0190,1,3893,piece,2026-05-04,2026-05-06,Dây chuyền 10,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00191,plan_2026_0096,1,fg_0191,bom_fg_0191,1,4030,piece,2026-06-08,2026-06-10,Dây chuyền 11,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00192,plan_2026_0096,2,fg_0192,bom_fg_0192,1,4167,piece,2026-06-09,2026-06-11,Dây chuyền 12,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00193,plan_2026_0097,1,fg_0193,bom_fg_0193,1,4304,piece,2026-07-09,2026-07-11,Dây chuyền 01,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00194,plan_2026_0097,2,fg_0194,bom_fg_0194,1,4441,piece,2026-07-10,2026-07-12,Dây chuyền 02,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00195,plan_2026_0098,1,fg_0195,bom_fg_0195,1,4578,piece,2026-08-14,2026-08-16,Dây chuyền 03,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00196,plan_2026_0098,2,fg_0196,bom_fg_0196,1,4715,piece,2026-08-15,2026-08-17,Dây chuyền 04,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00197,plan_2026_0099,1,fg_0197,bom_fg_0197,1,4852,piece,2026-09-15,2026-09-17,Dây chuyền 05,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00198,plan_2026_0099,2,fg_0198,bom_fg_0198,1,4989,piece,2026-09-16,2026-09-18,Dây chuyền 06,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00199,plan_2026_0100,1,fg_0199,bom_fg_0199,1,5126,piece,2026-01-20,2026-01-22,Dây chuyền 07,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00200,plan_2026_0100,2,fg_0200,bom_fg_0200,1,5263,piece,2026-01-21,2026-01-23,Dây chuyền 08,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00201,plan_2026_0101,1,fg_0001,bom_fg_0001,1,5400,piece,2026-02-01,2026-02-03,Dây chuyền 09,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00202,plan_2026_0101,2,fg_0002,bom_fg_0002,1,5537,piece,2026-02-02,2026-02-04,Dây chuyền 10,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00203,plan_2026_0102,1,fg_0003,bom_fg_0003,1,5674,piece,2026-03-06,2026-03-08,Dây chuyền 11,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00204,plan_2026_0102,2,fg_0004,bom_fg_0004,1,5811,piece,2026-03-07,2026-03-09,Dây chuyền 12,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00205,plan_2026_0103,1,fg_0005,bom_fg_0005,1,5948,piece,2026-04-07,2026-04-09,Dây chuyền 01,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00206,plan_2026_0103,2,fg_0006,bom_fg_0006,1,6085,piece,2026-04-08,2026-04-10,Dây chuyền 02,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00207,plan_2026_0104,1,fg_0007,bom_fg_0007,1,6222,piece,2026-05-12,2026-05-14,Dây chuyền 03,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00208,plan_2026_0104,2,fg_0008,bom_fg_0008,1,6359,piece,2026-05-13,2026-05-15,Dây chuyền 04,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00209,plan_2026_0105,1,fg_0009,bom_fg_0009,1,6496,piece,2026-06-13,2026-06-15,Dây chuyền 05,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00210,plan_2026_0105,2,fg_0010,bom_fg_0010,1,6633,piece,2026-06-14,2026-06-16,Dây chuyền 06,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00211,plan_2026_0106,1,fg_0011,bom_fg_0011,1,6770,piece,2026-07-18,2026-07-20,Dây chuyền 07,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00212,plan_2026_0106,2,fg_0012,bom_fg_0012,1,6907,piece,2026-07-19,2026-07-21,Dây chuyền 08,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00213,plan_2026_0107,1,fg_0013,bom_fg_0013,1,7044,piece,2026-08-19,2026-08-21,Dây chuyền 09,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00214,plan_2026_0107,2,fg_0014,bom_fg_0014,1,7181,piece,2026-08-20,2026-08-22,Dây chuyền 10,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00215,plan_2026_0108,1,fg_0015,bom_fg_0015,1,7318,piece,2026-09-04,2026-09-06,Dây chuyền 11,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00216,plan_2026_0108,2,fg_0016,bom_fg_0016,1,7455,piece,2026-09-05,2026-09-07,Dây chuyền 12,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00217,plan_2026_0109,1,fg_0017,bom_fg_0017,1,7592,piece,2026-01-05,2026-01-07,Dây chuyền 01,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00218,plan_2026_0109,2,fg_0018,bom_fg_0018,1,7729,piece,2026-01-06,2026-01-08,Dây chuyền 02,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00219,plan_2026_0110,1,fg_0019,bom_fg_0019,1,7866,piece,2026-02-10,2026-02-12,Dây chuyền 03,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00220,plan_2026_0110,2,fg_0020,bom_fg_0020,1,8003,piece,2026-02-11,2026-02-13,Dây chuyền 04,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00221,plan_2026_0111,1,fg_0021,bom_fg_0021,1,8140,piece,2026-03-11,2026-03-13,Dây chuyền 05,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00222,plan_2026_0111,2,fg_0022,bom_fg_0022,1,8277,piece,2026-03-12,2026-03-14,Dây chuyền 06,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00223,plan_2026_0112,1,fg_0023,bom_fg_0023,1,8414,piece,2026-04-16,2026-04-18,Dây chuyền 07,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00224,plan_2026_0112,2,fg_0024,bom_fg_0024,1,8551,piece,2026-04-17,2026-04-19,Dây chuyền 08,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00225,plan_2026_0113,1,fg_0025,bom_fg_0025,1,8688,piece,2026-05-17,2026-05-19,Dây chuyền 09,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00226,plan_2026_0113,2,fg_0026,bom_fg_0026,1,8825,piece,2026-05-18,2026-05-20,Dây chuyền 10,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00227,plan_2026_0114,1,fg_0027,bom_fg_0027,1,8962,piece,2026-06-22,2026-06-24,Dây chuyền 11,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00228,plan_2026_0114,2,fg_0028,bom_fg_0028,1,9099,piece,2026-06-23,2026-06-25,Dây chuyền 12,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00229,plan_2026_0115,1,fg_0029,bom_fg_0029,1,9236,piece,2026-07-03,2026-07-05,Dây chuyền 01,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00230,plan_2026_0115,2,fg_0030,bom_fg_0030,1,9373,piece,2026-07-04,2026-07-06,Dây chuyền 02,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00231,plan_2026_0116,1,fg_0031,bom_fg_0031,1,9510,piece,2026-08-08,2026-08-10,Dây chuyền 03,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00232,plan_2026_0116,2,fg_0032,bom_fg_0032,1,9647,piece,2026-08-09,2026-08-11,Dây chuyền 04,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00233,plan_2026_0117,1,fg_0033,bom_fg_0033,1,9784,piece,2026-09-09,2026-09-11,Dây chuyền 05,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00234,plan_2026_0117,2,fg_0034,bom_fg_0034,1,9921,piece,2026-09-10,2026-09-12,Dây chuyền 06,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00235,plan_2026_0118,1,fg_0035,bom_fg_0035,1,2058,piece,2026-01-14,2026-01-16,Dây chuyền 07,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00236,plan_2026_0118,2,fg_0036,bom_fg_0036,1,2195,piece,2026-01-15,2026-01-17,Dây chuyền 08,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00237,plan_2026_0119,1,fg_0037,bom_fg_0037,1,2332,piece,2026-02-15,2026-02-17,Dây chuyền 09,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00238,plan_2026_0119,2,fg_0038,bom_fg_0038,1,2469,piece,2026-02-16,2026-02-18,Dây chuyền 10,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00239,plan_2026_0120,1,fg_0039,bom_fg_0039,1,2606,piece,2026-03-20,2026-03-22,Dây chuyền 11,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00240,plan_2026_0120,2,fg_0040,bom_fg_0040,1,2743,piece,2026-03-21,2026-03-23,Dây chuyền 12,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00241,plan_2026_0121,1,fg_0041,bom_fg_0041,1,2880,piece,2026-04-01,2026-04-03,Dây chuyền 01,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00242,plan_2026_0121,2,fg_0042,bom_fg_0042,1,3017,piece,2026-04-02,2026-04-04,Dây chuyền 02,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00243,plan_2026_0122,1,fg_0043,bom_fg_0043,1,3154,piece,2026-05-06,2026-05-08,Dây chuyền 03,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00244,plan_2026_0122,2,fg_0044,bom_fg_0044,1,3291,piece,2026-05-07,2026-05-09,Dây chuyền 04,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00245,plan_2026_0123,1,fg_0045,bom_fg_0045,1,3428,piece,2026-06-07,2026-06-09,Dây chuyền 05,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00246,plan_2026_0123,2,fg_0046,bom_fg_0046,1,3565,piece,2026-06-08,2026-06-10,Dây chuyền 06,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00247,plan_2026_0124,1,fg_0047,bom_fg_0047,1,3702,piece,2026-07-12,2026-07-14,Dây chuyền 07,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00248,plan_2026_0124,2,fg_0048,bom_fg_0048,1,3839,piece,2026-07-13,2026-07-15,Dây chuyền 08,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00249,plan_2026_0125,1,fg_0049,bom_fg_0049,1,3976,piece,2026-08-13,2026-08-15,Dây chuyền 09,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00250,plan_2026_0125,2,fg_0050,bom_fg_0050,1,4113,piece,2026-08-14,2026-08-16,Dây chuyền 10,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00251,plan_2026_0126,1,fg_0051,bom_fg_0051,1,4250,piece,2026-09-18,2026-09-20,Dây chuyền 11,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00252,plan_2026_0126,2,fg_0052,bom_fg_0052,1,4387,piece,2026-09-19,2026-09-21,Dây chuyền 12,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00253,plan_2026_0127,1,fg_0053,bom_fg_0053,1,4524,piece,2026-01-19,2026-01-21,Dây chuyền 01,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00254,plan_2026_0127,2,fg_0054,bom_fg_0054,1,4661,piece,2026-01-20,2026-01-22,Dây chuyền 02,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00255,plan_2026_0128,1,fg_0055,bom_fg_0055,1,4798,piece,2026-02-04,2026-02-06,Dây chuyền 03,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00256,plan_2026_0128,2,fg_0056,bom_fg_0056,1,4935,piece,2026-02-05,2026-02-07,Dây chuyền 04,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00257,plan_2026_0129,1,fg_0057,bom_fg_0057,1,5072,piece,2026-03-05,2026-03-07,Dây chuyền 05,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00258,plan_2026_0129,2,fg_0058,bom_fg_0058,1,5209,piece,2026-03-06,2026-03-08,Dây chuyền 06,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00259,plan_2026_0130,1,fg_0059,bom_fg_0059,1,5346,piece,2026-04-10,2026-04-12,Dây chuyền 07,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00260,plan_2026_0130,2,fg_0060,bom_fg_0060,1,5483,piece,2026-04-11,2026-04-13,Dây chuyền 08,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00261,plan_2026_0131,1,fg_0061,bom_fg_0061,1,5620,piece,2026-05-11,2026-05-13,Dây chuyền 09,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00262,plan_2026_0131,2,fg_0062,bom_fg_0062,1,5757,piece,2026-05-12,2026-05-14,Dây chuyền 10,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00263,plan_2026_0132,1,fg_0063,bom_fg_0063,1,5894,piece,2026-06-16,2026-06-18,Dây chuyền 11,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00264,plan_2026_0132,2,fg_0064,bom_fg_0064,1,6031,piece,2026-06-17,2026-06-19,Dây chuyền 12,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00265,plan_2026_0133,1,fg_0065,bom_fg_0065,1,6168,piece,2026-07-17,2026-07-19,Dây chuyền 01,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00266,plan_2026_0133,2,fg_0066,bom_fg_0066,1,6305,piece,2026-07-18,2026-07-20,Dây chuyền 02,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00267,plan_2026_0134,1,fg_0067,bom_fg_0067,1,6442,piece,2026-08-22,2026-08-24,Dây chuyền 03,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00268,plan_2026_0134,2,fg_0068,bom_fg_0068,1,6579,piece,2026-08-23,2026-08-25,Dây chuyền 04,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00269,plan_2026_0135,1,fg_0069,bom_fg_0069,1,6716,piece,2026-09-03,2026-09-05,Dây chuyền 05,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00270,plan_2026_0135,2,fg_0070,bom_fg_0070,1,6853,piece,2026-09-04,2026-09-06,Dây chuyền 06,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00271,plan_2026_0136,1,fg_0071,bom_fg_0071,1,6990,piece,2026-01-08,2026-01-10,Dây chuyền 07,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
