order_code,employee_code,shift_code,assignment_name,starts_at,ends_at,status,notes
production_order_2026_00109,vmk0528,shift_afternoon,Kiểm soát đóng gói,2026-01-03T14:00:00+07:00,2026-01-03T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00110,vmk0534,shift_afternoon,Kiểm soát đóng gói,2026-01-04T14:00:00+07:00,2026-01-04T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00111,vmk0010,shift_night,Bàn giao ca,2026-02-08T22:00:00+07:00,2026-02-09T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00111,vmk0011,shift_morning,Vận hành thiết bị,2026-02-08T06:00:00+07:00,2026-02-08T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00112,vmk0013,shift_morning,Vận hành thiết bị,2026-02-09T06:00:00+07:00,2026-02-09T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00113,vmk0031,shift_afternoon,Kiểm soát đóng gói,2026-03-09T14:00:00+07:00,2026-03-09T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00113,vmk0042,shift_night,Bàn giao ca,2026-03-09T22:00:00+07:00,2026-03-10T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00114,vmk0048,shift_night,Bàn giao ca,2026-03-10T22:00:00+07:00,2026-03-11T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00115,vmk0062,shift_morning,Vận hành thiết bị,2026-04-14T06:00:00+07:00,2026-04-14T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00115,vmk0065,shift_afternoon,Kiểm soát đóng gói,2026-04-14T14:00:00+07:00,2026-04-14T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00116,vmk0076,shift_afternoon,Kiểm soát đóng gói,2026-04-15T14:00:00+07:00,2026-04-15T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00117,vmk0093,shift_night,Bàn giao ca,2026-05-15T22:00:00+07:00,2026-05-16T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00117,vmk0096,shift_morning,Vận hành thiết bị,2026-05-15T06:00:00+07:00,2026-05-15T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00118,vmk0110,shift_morning,Vận hành thiết bị,2026-05-16T06:00:00+07:00,2026-05-16T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00119,vmk0124,shift_afternoon,Kiểm soát đóng gói,2026-06-20T14:00:00+07:00,2026-06-20T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00119,vmk0127,shift_night,Bàn giao ca,2026-06-20T22:00:00+07:00,2026-06-21T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00120,vmk0138,shift_night,Bàn giao ca,2026-06-21T22:00:00+07:00,2026-06-22T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00121,vmk0155,shift_morning,Vận hành thiết bị,2026-07-01T06:00:00+07:00,2026-07-01T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00121,vmk0158,shift_afternoon,Kiểm soát đóng gói,2026-07-01T14:00:00+07:00,2026-07-01T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00122,vmk0172,shift_afternoon,Kiểm soát đóng gói,2026-07-02T14:00:00+07:00,2026-07-02T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00123,vmk0186,shift_night,Bàn giao ca,2026-08-06T22:00:00+07:00,2026-08-07T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00123,vmk0189,shift_morning,Vận hành thiết bị,2026-08-06T06:00:00+07:00,2026-08-06T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00124,vmk0195,shift_morning,Vận hành thiết bị,2026-08-07T06:00:00+07:00,2026-08-07T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00125,vmk0209,shift_afternoon,Kiểm soát đóng gói,2026-09-07T14:00:00+07:00,2026-09-07T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00125,vmk0220,shift_night,Bàn giao ca,2026-09-07T22:00:00+07:00,2026-09-08T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00126,vmk0226,shift_night,Bàn giao ca,2026-09-08T22:00:00+07:00,2026-09-09T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00127,vmk0243,shift_morning,Vận hành thiết bị,2026-01-12T06:00:00+07:00,2026-01-12T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00127,vmk0251,shift_afternoon,Kiểm soát đóng gói,2026-01-12T14:00:00+07:00,2026-01-12T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00128,vmk0257,shift_afternoon,Kiểm soát đóng gói,2026-01-13T14:00:00+07:00,2026-01-13T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00129,vmk0271,shift_night,Bàn giao ca,2026-02-13T22:00:00+07:00,2026-02-14T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00129,vmk0274,shift_morning,Vận hành thiết bị,2026-02-13T06:00:00+07:00,2026-02-13T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00130,vmk0288,shift_morning,Vận hành thiết bị,2026-02-14T06:00:00+07:00,2026-02-14T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00131,vmk0305,shift_afternoon,Kiểm soát đóng gói,2026-03-18T14:00:00+07:00,2026-03-18T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00131,vmk0308,shift_night,Bàn giao ca,2026-03-18T22:00:00+07:00,2026-03-19T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00132,vmk0319,shift_night,Bàn giao ca,2026-03-19T22:00:00+07:00,2026-03-20T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00133,vmk0333,shift_morning,Vận hành thiết bị,2026-04-19T06:00:00+07:00,2026-04-19T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00133,vmk0336,shift_afternoon,Kiểm soát đóng gói,2026-04-19T14:00:00+07:00,2026-04-19T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00134,vmk0350,shift_afternoon,Kiểm soát đóng gói,2026-04-20T14:00:00+07:00,2026-04-20T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00135,vmk0367,shift_night,Bàn giao ca,2026-05-04T22:00:00+07:00,2026-05-05T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00135,vmk0370,shift_morning,Vận hành thiết bị,2026-05-04T06:00:00+07:00,2026-05-04T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00136,vmk0381,shift_morning,Vận hành thiết bị,2026-05-05T06:00:00+07:00,2026-05-05T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00137,vmk0390,shift_afternoon,Kiểm soát đóng gói,2026-06-05T14:00:00+07:00,2026-06-05T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00137,vmk0398,shift_night,Bàn giao ca,2026-06-05T22:00:00+07:00,2026-06-06T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00138,vmk0404,shift_night,Bàn giao ca,2026-06-06T22:00:00+07:00,2026-06-07T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00139,vmk0421,shift_morning,Vận hành thiết bị,2026-07-10T06:00:00+07:00,2026-07-10T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00139,vmk0432,shift_afternoon,Kiểm soát đóng gói,2026-07-10T14:00:00+07:00,2026-07-10T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00140,vmk0438,shift_afternoon,Kiểm soát đóng gói,2026-07-11T14:00:00+07:00,2026-07-11T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00141,vmk0452,shift_night,Bàn giao ca,2026-08-11T22:00:00+07:00,2026-08-12T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00141,vmk0455,shift_morning,Vận hành thiết bị,2026-08-11T06:00:00+07:00,2026-08-11T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00142,vmk0466,shift_morning,Vận hành thiết bị,2026-08-12T06:00:00+07:00,2026-08-12T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00143,vmk0483,shift_afternoon,Kiểm soát đóng gói,2026-09-16T14:00:00+07:00,2026-09-16T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00143,vmk0486,shift_night,Bàn giao ca,2026-09-16T22:00:00+07:00,2026-09-17T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00144,vmk0500,shift_night,Bàn giao ca,2026-09-17T22:00:00+07:00,2026-09-18T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00145,vmk0514,shift_morning,Vận hành thiết bị,2026-01-17T06:00:00+07:00,2026-01-17T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00145,vmk0517,shift_afternoon,Kiểm soát đóng gói,2026-01-17T14:00:00+07:00,2026-01-17T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00146,vmk0528,shift_afternoon,Kiểm soát đóng gói,2026-01-18T14:00:00+07:00,2026-01-18T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00147,vmk0545,shift_night,Bàn giao ca,2026-02-22T22:00:00+07:00,2026-02-23T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00147,vmk0548,shift_morning,Vận hành thiết bị,2026-02-22T06:00:00+07:00,2026-02-22T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00148,vmk0011,shift_morning,Vận hành thiết bị,2026-02-23T06:00:00+07:00,2026-02-23T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00149,vmk0025,shift_afternoon,Kiểm soát đóng gói,2026-03-03T14:00:00+07:00,2026-03-03T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00149,vmk0028,shift_night,Bàn giao ca,2026-03-03T22:00:00+07:00,2026-03-04T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00150,vmk0042,shift_night,Bàn giao ca,2026-03-04T22:00:00+07:00,2026-03-05T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00151,vmk0056,shift_morning,Vận hành thiết bị,2026-04-08T06:00:00+07:00,2026-04-08T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00151,vmk0059,shift_afternoon,Kiểm soát đóng gói,2026-04-08T14:00:00+07:00,2026-04-08T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00152,vmk0065,shift_afternoon,Kiểm soát đóng gói,2026-04-09T14:00:00+07:00,2026-04-09T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00153,vmk0079,shift_night,Bàn giao ca,2026-05-09T22:00:00+07:00,2026-05-10T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00153,vmk0090,shift_morning,Vận hành thiết bị,2026-05-09T06:00:00+07:00,2026-05-09T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00154,vmk0096,shift_morning,Vận hành thiết bị,2026-05-10T06:00:00+07:00,2026-05-10T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00155,vmk0113,shift_afternoon,Kiểm soát đóng gói,2026-06-14T14:00:00+07:00,2026-06-14T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00155,vmk0121,shift_night,Bàn giao ca,2026-06-14T22:00:00+07:00,2026-06-15T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00156,vmk0127,shift_night,Bàn giao ca,2026-06-15T22:00:00+07:00,2026-06-16T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00157,vmk0141,shift_morning,Vận hành thiết bị,2026-07-15T06:00:00+07:00,2026-07-15T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00157,vmk0144,shift_afternoon,Kiểm soát đóng gói,2026-07-15T14:00:00+07:00,2026-07-15T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00158,vmk0158,shift_afternoon,Kiểm soát đóng gói,2026-07-16T14:00:00+07:00,2026-07-16T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00159,vmk0175,shift_night,Bàn giao ca,2026-08-20T22:00:00+07:00,2026-08-21T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00159,vmk0178,shift_morning,Vận hành thiết bị,2026-08-20T06:00:00+07:00,2026-08-20T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00160,vmk0189,shift_morning,Vận hành thiết bị,2026-08-21T06:00:00+07:00,2026-08-21T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00161,vmk0203,shift_afternoon,Kiểm soát đóng gói,2026-09-01T14:00:00+07:00,2026-09-01T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00161,vmk0206,shift_night,Bàn giao ca,2026-09-01T22:00:00+07:00,2026-09-02T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00162,vmk0220,shift_night,Bàn giao ca,2026-09-02T22:00:00+07:00,2026-09-03T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00163,vmk0237,shift_morning,Vận hành thiết bị,2026-01-06T06:00:00+07:00,2026-01-06T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00163,vmk0240,shift_afternoon,Kiểm soát đóng gói,2026-01-06T14:00:00+07:00,2026-01-06T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00164,vmk0251,shift_afternoon,Kiểm soát đóng gói,2026-01-07T14:00:00+07:00,2026-01-07T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00165,vmk0260,shift_night,Bàn giao ca,2026-02-07T22:00:00+07:00,2026-02-08T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00165,vmk0268,shift_morning,Vận hành thiết bị,2026-02-07T06:00:00+07:00,2026-02-07T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00166,vmk0274,shift_morning,Vận hành thiết bị,2026-02-08T06:00:00+07:00,2026-02-08T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00167,vmk0291,shift_afternoon,Kiểm soát đóng gói,2026-03-12T14:00:00+07:00,2026-03-12T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00167,vmk0302,shift_night,Bàn giao ca,2026-03-12T22:00:00+07:00,2026-03-13T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00168,vmk0308,shift_night,Bàn giao ca,2026-03-13T22:00:00+07:00,2026-03-14T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00169,vmk0322,shift_morning,Vận hành thiết bị,2026-04-13T06:00:00+07:00,2026-04-13T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00169,vmk0325,shift_afternoon,Kiểm soát đóng gói,2026-04-13T14:00:00+07:00,2026-04-13T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00170,vmk0336,shift_afternoon,Kiểm soát đóng gói,2026-04-14T14:00:00+07:00,2026-04-14T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00171,vmk0353,shift_night,Bàn giao ca,2026-05-18T22:00:00+07:00,2026-05-19T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00171,vmk0356,shift_morning,Vận hành thiết bị,2026-05-18T06:00:00+07:00,2026-05-18T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00172,vmk0370,shift_morning,Vận hành thiết bị,2026-05-19T06:00:00+07:00,2026-05-19T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00173,vmk0384,shift_afternoon,Kiểm soát đóng gói,2026-06-19T14:00:00+07:00,2026-06-19T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00173,vmk0387,shift_night,Bàn giao ca,2026-06-19T22:00:00+07:00,2026-06-20T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00174,vmk0398,shift_night,Bàn giao ca,2026-06-20T22:00:00+07:00,2026-06-21T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00175,vmk0415,shift_morning,Vận hành thiết bị,2026-07-04T06:00:00+07:00,2026-07-04T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00175,vmk0418,shift_afternoon,Kiểm soát đóng gói,2026-07-04T14:00:00+07:00,2026-07-04T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00176,vmk0432,shift_afternoon,Kiểm soát đóng gói,2026-07-05T14:00:00+07:00,2026-07-05T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00177,vmk0446,shift_night,Bàn giao ca,2026-08-05T22:00:00+07:00,2026-08-06T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00177,vmk0449,shift_morning,Vận hành thiết bị,2026-08-05T06:00:00+07:00,2026-08-05T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00178,vmk0455,shift_morning,Vận hành thiết bị,2026-08-06T06:00:00+07:00,2026-08-06T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00179,vmk0469,shift_afternoon,Kiểm soát đóng gói,2026-09-10T14:00:00+07:00,2026-09-10T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00179,vmk0480,shift_night,Bàn giao ca,2026-09-10T22:00:00+07:00,2026-09-11T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00180,vmk0486,shift_night,Bàn giao ca,2026-09-11T22:00:00+07:00,2026-09-12T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00181,vmk0503,shift_morning,Vận hành thiết bị,2026-01-11T06:00:00+07:00,2026-01-11T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00181,vmk0511,shift_afternoon,Kiểm soát đóng gói,2026-01-11T14:00:00+07:00,2026-01-11T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00182,vmk0517,shift_afternoon,Kiểm soát đóng gói,2026-01-12T14:00:00+07:00,2026-01-12T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00183,vmk0531,shift_night,Bàn giao ca,2026-02-16T22:00:00+07:00,2026-02-17T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00183,vmk0534,shift_morning,Vận hành thiết bị,2026-02-16T06:00:00+07:00,2026-02-16T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00184,vmk0548,shift_morning,Vận hành thiết bị,2026-02-17T06:00:00+07:00,2026-02-17T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00185,vmk0012,shift_afternoon,Kiểm soát đóng gói,2026-03-17T14:00:00+07:00,2026-03-17T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00185,vmk0013,shift_night,Bàn giao ca,2026-03-17T22:00:00+07:00,2026-03-18T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00186,vmk0028,shift_night,Bàn giao ca,2026-03-18T22:00:00+07:00,2026-03-19T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00187,vmk0045,shift_morning,Vận hành thiết bị,2026-04-22T06:00:00+07:00,2026-04-22T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00187,vmk0048,shift_afternoon,Kiểm soát đóng gói,2026-04-22T14:00:00+07:00,2026-04-22T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00188,vmk0059,shift_afternoon,Kiểm soát đóng gói,2026-04-23T14:00:00+07:00,2026-04-23T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00189,vmk0073,shift_night,Bàn giao ca,2026-05-03T22:00:00+07:00,2026-05-04T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00189,vmk0076,shift_morning,Vận hành thiết bị,2026-05-03T06:00:00+07:00,2026-05-03T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00190,vmk0090,shift_morning,Vận hành thiết bị,2026-05-04T06:00:00+07:00,2026-05-04T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00191,vmk0107,shift_afternoon,Kiểm soát đóng gói,2026-06-08T14:00:00+07:00,2026-06-08T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00191,vmk0110,shift_night,Bàn giao ca,2026-06-08T22:00:00+07:00,2026-06-09T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00192,vmk0121,shift_night,Bàn giao ca,2026-06-09T22:00:00+07:00,2026-06-10T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00193,vmk0130,shift_morning,Vận hành thiết bị,2026-07-09T06:00:00+07:00,2026-07-09T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00193,vmk0138,shift_afternoon,Kiểm soát đóng gói,2026-07-09T14:00:00+07:00,2026-07-09T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00194,vmk0144,shift_afternoon,Kiểm soát đóng gói,2026-07-10T14:00:00+07:00,2026-07-10T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00195,vmk0161,shift_night,Bàn giao ca,2026-08-14T22:00:00+07:00,2026-08-15T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00195,vmk0172,shift_morning,Vận hành thiết bị,2026-08-14T06:00:00+07:00,2026-08-14T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00196,vmk0178,shift_morning,Vận hành thiết bị,2026-08-15T06:00:00+07:00,2026-08-15T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00197,vmk0192,shift_afternoon,Kiểm soát đóng gói,2026-09-15T14:00:00+07:00,2026-09-15T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00197,vmk0195,shift_night,Bàn giao ca,2026-09-15T22:00:00+07:00,2026-09-16T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00198,vmk0206,shift_night,Bàn giao ca,2026-09-16T22:00:00+07:00,2026-09-17T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00199,vmk0223,shift_morning,Vận hành thiết bị,2026-01-20T06:00:00+07:00,2026-01-20T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00199,vmk0226,shift_afternoon,Kiểm soát đóng gói,2026-01-20T14:00:00+07:00,2026-01-20T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00200,vmk0240,shift_afternoon,Kiểm soát đóng gói,2026-01-21T14:00:00+07:00,2026-01-21T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00201,vmk0254,shift_night,Bàn giao ca,2026-02-01T22:00:00+07:00,2026-02-02T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00201,vmk0257,shift_morning,Vận hành thiết bị,2026-02-01T06:00:00+07:00,2026-02-01T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00202,vmk0268,shift_morning,Vận hành thiết bị,2026-02-02T06:00:00+07:00,2026-02-02T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00203,vmk0285,shift_afternoon,Kiểm soát đóng gói,2026-03-06T14:00:00+07:00,2026-03-06T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00203,vmk0288,shift_night,Bàn giao ca,2026-03-06T22:00:00+07:00,2026-03-07T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00204,vmk0302,shift_night,Bàn giao ca,2026-03-07T22:00:00+07:00,2026-03-08T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00205,vmk0316,shift_morning,Vận hành thiết bị,2026-04-07T06:00:00+07:00,2026-04-07T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00205,vmk0319,shift_afternoon,Kiểm soát đóng gói,2026-04-07T14:00:00+07:00,2026-04-07T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00206,vmk0325,shift_afternoon,Kiểm soát đóng gói,2026-04-08T14:00:00+07:00,2026-04-08T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00207,vmk0339,shift_night,Bàn giao ca,2026-05-12T22:00:00+07:00,2026-05-13T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00207,vmk0350,shift_morning,Vận hành thiết bị,2026-05-12T06:00:00+07:00,2026-05-12T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00208,vmk0356,shift_morning,Vận hành thiết bị,2026-05-13T06:00:00+07:00,2026-05-13T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00209,vmk0373,shift_afternoon,Kiểm soát đóng gói,2026-06-13T14:00:00+07:00,2026-06-13T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00209,vmk0381,shift_night,Bàn giao ca,2026-06-13T22:00:00+07:00,2026-06-14T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00210,vmk0387,shift_night,Bàn giao ca,2026-06-14T22:00:00+07:00,2026-06-15T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00211,vmk0401,shift_morning,Vận hành thiết bị,2026-07-18T06:00:00+07:00,2026-07-18T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00211,vmk0404,shift_afternoon,Kiểm soát đóng gói,2026-07-18T14:00:00+07:00,2026-07-18T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00212,vmk0418,shift_afternoon,Kiểm soát đóng gói,2026-07-19T14:00:00+07:00,2026-07-19T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00213,vmk0435,shift_night,Bàn giao ca,2026-08-19T22:00:00+07:00,2026-08-20T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00213,vmk0438,shift_morning,Vận hành thiết bị,2026-08-19T06:00:00+07:00,2026-08-19T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00214,vmk0449,shift_morning,Vận hành thiết bị,2026-08-20T06:00:00+07:00,2026-08-20T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00215,vmk0463,shift_afternoon,Kiểm soát đóng gói,2026-09-04T14:00:00+07:00,2026-09-04T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00215,vmk0466,shift_night,Bàn giao ca,2026-09-04T22:00:00+07:00,2026-09-05T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00216,vmk0480,shift_night,Bàn giao ca,2026-09-05T22:00:00+07:00,2026-09-06T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00217,vmk0497,shift_morning,Vận hành thiết bị,2026-01-05T06:00:00+07:00,2026-01-05T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00217,vmk0500,shift_afternoon,Kiểm soát đóng gói,2026-01-05T14:00:00+07:00,2026-01-05T22:00:00+07:00,planned,Phân công theo ca sản xuất.
