bom_line_code,bom_code,version_number,line_number,material_item_code,unit_code,quantity_per_base,scrap_percent,notes
bom_fg_0039_line_01,bom_fg_0039,1,1,rm_0191,piece,524,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0039_line_02,bom_fg_0039,1,2,rm_0208,kg,553,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0039_line_03,bom_fg_0039,1,3,rm_0225,litre,582,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0039_line_04,bom_fg_0039,1,4,rm_0242,piece,611,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0039_line_05,bom_fg_0039,1,5,rm_0259,kg,640,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0040_line_01,bom_fg_0040,1,1,rm_0196,kg,537,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0040_line_02,bom_fg_0040,1,2,rm_0213,kg,566,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0040_line_03,bom_fg_0040,1,3,rm_0230,litre,595,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0040_line_04,bom_fg_0040,1,4,rm_0247,piece,624,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0040_line_05,bom_fg_0040,1,5,rm_0264,litre,653,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0041_line_01,bom_fg_0041,1,1,rm_0201,kg,550,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0041_line_02,bom_fg_0041,1,2,rm_0218,kg,579,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0041_line_03,bom_fg_0041,1,3,rm_0235,kg,608,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0041_line_04,bom_fg_0041,1,4,rm_0252,piece,637,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0041_line_05,bom_fg_0041,1,5,rm_0269,litre,666,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0042_line_01,bom_fg_0042,1,1,rm_0206,kg,563,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0042_line_02,bom_fg_0042,1,2,rm_0223,kg,592,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0042_line_03,bom_fg_0042,1,3,rm_0240,kg,621,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0042_line_04,bom_fg_0042,1,4,rm_0257,litre,650,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0042_line_05,bom_fg_0042,1,5,rm_0274,kg,679,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0043_line_01,bom_fg_0043,1,1,rm_0211,kg,576,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0043_line_02,bom_fg_0043,1,2,rm_0228,litre,605,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0043_line_03,bom_fg_0043,1,3,rm_0245,piece,634,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0043_line_04,bom_fg_0043,1,4,rm_0262,kg,663,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0043_line_05,bom_fg_0043,1,5,rm_0279,kg,692,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0044_line_01,bom_fg_0044,1,1,rm_0216,kg,589,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0044_line_02,bom_fg_0044,1,2,rm_0233,kg,618,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0044_line_03,bom_fg_0044,1,3,rm_0250,kg,647,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0044_line_04,bom_fg_0044,1,4,rm_0267,kg,676,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0044_line_05,bom_fg_0044,1,5,rm_0284,kg,705,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0045_line_01,bom_fg_0045,1,1,rm_0221,kg,602,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0045_line_02,bom_fg_0045,1,2,rm_0238,kg,631,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0045_line_03,bom_fg_0045,1,3,rm_0255,piece,660,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0045_line_04,bom_fg_0045,1,4,rm_0272,kg,689,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0045_line_05,bom_fg_0045,1,5,rm_0289,litre,718,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0046_line_01,bom_fg_0046,1,1,rm_0226,litre,615,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0046_line_02,bom_fg_0046,1,2,rm_0243,piece,644,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0046_line_03,bom_fg_0046,1,3,rm_0260,kg,673,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0046_line_04,bom_fg_0046,1,4,rm_0277,kg,702,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0046_line_05,bom_fg_0046,1,5,rm_0294,litre,31,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0047_line_01,bom_fg_0047,1,1,rm_0231,kg,628,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0047_line_02,bom_fg_0047,1,2,rm_0248,piece,657,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0047_line_03,bom_fg_0047,1,3,rm_0265,kg,686,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0047_line_04,bom_fg_0047,1,4,rm_0282,kg,715,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0047_line_05,bom_fg_0047,1,5,rm_0299,kg,44,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0048_line_01,bom_fg_0048,1,1,rm_0236,kg,641,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0048_line_02,bom_fg_0048,1,2,rm_0253,piece,670,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0048_line_03,bom_fg_0048,1,3,rm_0270,kg,699,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0048_line_04,bom_fg_0048,1,4,rm_0287,kg,728,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0048_line_05,bom_fg_0048,1,5,rm_0304,kg,57,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0049_line_01,bom_fg_0049,1,1,rm_0241,piece,654,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0049_line_02,bom_fg_0049,1,2,rm_0258,kg,683,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0049_line_03,bom_fg_0049,1,3,rm_0275,kg,712,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0049_line_04,bom_fg_0049,1,4,rm_0292,litre,41,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0049_line_05,bom_fg_0049,1,5,rm_0309,piece,70,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0050_line_01,bom_fg_0050,1,1,rm_0246,piece,667,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0050_line_02,bom_fg_0050,1,2,rm_0263,kg,696,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0050_line_03,bom_fg_0050,1,3,rm_0280,kg,725,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0050_line_04,bom_fg_0050,1,4,rm_0297,kg,54,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0050_line_05,bom_fg_0050,1,5,rm_0004,kg,83,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0051_line_01,bom_fg_0051,1,1,rm_0251,piece,680,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0051_line_02,bom_fg_0051,1,2,rm_0268,kg,709,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0051_line_03,bom_fg_0051,1,3,rm_0285,kg,38,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0051_line_04,bom_fg_0051,1,4,rm_0302,kg,67,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0051_line_05,bom_fg_0051,1,5,rm_0009,kg,96,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0052_line_01,bom_fg_0052,1,1,rm_0256,piece,693,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0052_line_02,bom_fg_0052,1,2,rm_0273,kg,722,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0052_line_03,bom_fg_0052,1,3,rm_0290,litre,51,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0052_line_04,bom_fg_0052,1,4,rm_0307,piece,80,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0052_line_05,bom_fg_0052,1,5,rm_0014,kg,109,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0053_line_01,bom_fg_0053,1,1,rm_0261,kg,706,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0053_line_02,bom_fg_0053,1,2,rm_0278,kg,35,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0053_line_03,bom_fg_0053,1,3,rm_0295,kg,64,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0053_line_04,bom_fg_0053,1,4,rm_0002,kg,93,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0053_line_05,bom_fg_0053,1,5,rm_0019,kg,122,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0054_line_01,bom_fg_0054,1,1,rm_0266,kg,719,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0054_line_02,bom_fg_0054,1,2,rm_0283,kg,48,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0054_line_03,bom_fg_0054,1,3,rm_0300,kg,77,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0054_line_04,bom_fg_0054,1,4,rm_0007,kg,106,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0054_line_05,bom_fg_0054,1,5,rm_0024,kg,135,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0055_line_01,bom_fg_0055,1,1,rm_0271,kg,32,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0055_line_02,bom_fg_0055,1,2,rm_0288,kg,61,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0055_line_03,bom_fg_0055,1,3,rm_0305,piece,90,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0055_line_04,bom_fg_0055,1,4,rm_0012,kg,119,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0055_line_05,bom_fg_0055,1,5,rm_0029,kg,148,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0056_line_01,bom_fg_0056,1,1,rm_0276,kg,45,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0056_line_02,bom_fg_0056,1,2,rm_0293,litre,74,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0056_line_03,bom_fg_0056,1,3,rm_0310,piece,103,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0056_line_04,bom_fg_0056,1,4,rm_0017,kg,132,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0056_line_05,bom_fg_0056,1,5,rm_0034,litre,161,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0057_line_01,bom_fg_0057,1,1,rm_0281,kg,58,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0057_line_02,bom_fg_0057,1,2,rm_0298,kg,87,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0057_line_03,bom_fg_0057,1,3,rm_0005,kg,116,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0057_line_04,bom_fg_0057,1,4,rm_0022,kg,145,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0057_line_05,bom_fg_0057,1,5,rm_0039,kg,174,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0058_line_01,bom_fg_0058,1,1,rm_0286,kg,71,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0058_line_02,bom_fg_0058,1,2,rm_0303,kg,100,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0058_line_03,bom_fg_0058,1,3,rm_0010,kg,129,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0058_line_04,bom_fg_0058,1,4,rm_0027,kg,158,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0058_line_05,bom_fg_0058,1,5,rm_0044,kg,187,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0059_line_01,bom_fg_0059,1,1,rm_0291,litre,84,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0059_line_02,bom_fg_0059,1,2,rm_0308,piece,113,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0059_line_03,bom_fg_0059,1,3,rm_0015,kg,142,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0059_line_04,bom_fg_0059,1,4,rm_0032,kg,171,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0059_line_05,bom_fg_0059,1,5,rm_0049,piece,200,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0060_line_01,bom_fg_0060,1,1,rm_0296,kg,97,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0060_line_02,bom_fg_0060,1,2,rm_0003,kg,126,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0060_line_03,bom_fg_0060,1,3,rm_0020,kg,155,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0060_line_04,bom_fg_0060,1,4,rm_0037,litre,184,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0060_line_05,bom_fg_0060,1,5,rm_0054,piece,213,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0061_line_01,bom_fg_0061,1,1,rm_0301,kg,110,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0061_line_02,bom_fg_0061,1,2,rm_0008,litre,139,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0061_line_03,bom_fg_0061,1,3,rm_0025,kg,168,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0061_line_04,bom_fg_0061,1,4,rm_0042,kg,197,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0061_line_05,bom_fg_0061,1,5,rm_0059,piece,226,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0062_line_01,bom_fg_0062,1,1,rm_0306,piece,123,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0062_line_02,bom_fg_0062,1,2,rm_0013,litre,152,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0062_line_03,bom_fg_0062,1,3,rm_0030,kg,181,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0062_line_04,bom_fg_0062,1,4,rm_0047,kg,210,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0062_line_05,bom_fg_0062,1,5,rm_0064,piece,239,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0063_line_01,bom_fg_0063,1,1,rm_0001,litre,136,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0063_line_02,bom_fg_0063,1,2,rm_0018,kg,165,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0063_line_03,bom_fg_0063,1,3,rm_0035,litre,194,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0063_line_04,bom_fg_0063,1,4,rm_0052,piece,223,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0063_line_05,bom_fg_0063,1,5,rm_0069,kg,252,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0064_line_01,bom_fg_0064,1,1,rm_0006,kg,149,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0064_line_02,bom_fg_0064,1,2,rm_0023,kg,178,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0064_line_03,bom_fg_0064,1,3,rm_0040,kg,207,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0064_line_04,bom_fg_0064,1,4,rm_0057,piece,236,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0064_line_05,bom_fg_0064,1,5,rm_0074,kg,265,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0065_line_01,bom_fg_0065,1,1,rm_0011,kg,162,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0065_line_02,bom_fg_0065,1,2,rm_0028,kg,191,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0065_line_03,bom_fg_0065,1,3,rm_0045,kg,220,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0065_line_04,bom_fg_0065,1,4,rm_0062,piece,249,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0065_line_05,bom_fg_0065,1,5,rm_0079,kg,278,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0066_line_01,bom_fg_0066,1,1,rm_0016,kg,175,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0066_line_02,bom_fg_0066,1,2,rm_0033,litre,204,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0066_line_03,bom_fg_0066,1,3,rm_0050,piece,233,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0066_line_04,bom_fg_0066,1,4,rm_0067,kg,262,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0066_line_05,bom_fg_0066,1,5,rm_0084,kg,291,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0067_line_01,bom_fg_0067,1,1,rm_0021,kg,188,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0067_line_02,bom_fg_0067,1,2,rm_0038,litre,217,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0067_line_03,bom_fg_0067,1,3,rm_0055,piece,246,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0067_line_04,bom_fg_0067,1,4,rm_0072,litre,275,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0067_line_05,bom_fg_0067,1,5,rm_0089,kg,304,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0068_line_01,bom_fg_0068,1,1,rm_0026,kg,201,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0068_line_02,bom_fg_0068,1,2,rm_0043,kg,230,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0068_line_03,bom_fg_0068,1,3,rm_0060,piece,259,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0068_line_04,bom_fg_0068,1,4,rm_0077,litre,288,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0068_line_05,bom_fg_0068,1,5,rm_0094,kg,317,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0069_line_01,bom_fg_0069,1,1,rm_0031,kg,214,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0069_line_02,bom_fg_0069,1,2,rm_0048,kg,243,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0069_line_03,bom_fg_0069,1,3,rm_0065,litre,272,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0069_line_04,bom_fg_0069,1,4,rm_0082,kg,301,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0069_line_05,bom_fg_0069,1,5,rm_0099,litre,330,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0070_line_01,bom_fg_0070,1,1,rm_0036,litre,227,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0070_line_02,bom_fg_0070,1,2,rm_0053,piece,256,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0070_line_03,bom_fg_0070,1,3,rm_0070,kg,285,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0070_line_04,bom_fg_0070,1,4,rm_0087,kg,314,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0070_line_05,bom_fg_0070,1,5,rm_0104,kg,343,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0071_line_01,bom_fg_0071,1,1,rm_0041,kg,240,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0071_line_02,bom_fg_0071,1,2,rm_0058,kg,269,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0071_line_03,bom_fg_0071,1,3,rm_0075,kg,298,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0071_line_04,bom_fg_0071,1,4,rm_0092,kg,327,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0071_line_05,bom_fg_0071,1,5,rm_0109,kg,356,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0072_line_01,bom_fg_0072,1,1,rm_0046,kg,253,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0072_line_02,bom_fg_0072,1,2,rm_0063,piece,282,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0072_line_03,bom_fg_0072,1,3,rm_0080,kg,311,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0072_line_04,bom_fg_0072,1,4,rm_0097,litre,340,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0072_line_05,bom_fg_0072,1,5,rm_0114,piece,369,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0073_line_01,bom_fg_0073,1,1,rm_0051,piece,266,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0073_line_02,bom_fg_0073,1,2,rm_0068,kg,295,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0073_line_03,bom_fg_0073,1,3,rm_0085,kg,324,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0073_line_04,bom_fg_0073,1,4,rm_0102,litre,353,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0073_line_05,bom_fg_0073,1,5,rm_0119,piece,382,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0074_line_01,bom_fg_0074,1,1,rm_0056,piece,279,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0074_line_02,bom_fg_0074,1,2,rm_0073,kg,308,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0074_line_03,bom_fg_0074,1,3,rm_0090,kg,337,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0074_line_04,bom_fg_0074,1,4,rm_0107,kg,366,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0074_line_05,bom_fg_0074,1,5,rm_0124,piece,395,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0075_line_01,bom_fg_0075,1,1,rm_0061,piece,292,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0075_line_02,bom_fg_0075,1,2,rm_0078,kg,321,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0075_line_03,bom_fg_0075,1,3,rm_0095,kg,350,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0075_line_04,bom_fg_0075,1,4,rm_0112,kg,379,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0075_line_05,bom_fg_0075,1,5,rm_0129,litre,408,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0076_line_01,bom_fg_0076,1,1,rm_0066,kg,305,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0076_line_02,bom_fg_0076,1,2,rm_0083,kg,334,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0076_line_03,bom_fg_0076,1,3,rm_0100,litre,363,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0076_line_04,bom_fg_0076,1,4,rm_0117,piece,392,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0076_line_05,bom_fg_0076,1,5,rm_0134,kg,421,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0077_line_01,bom_fg_0077,1,1,rm_0071,kg,318,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
