order_code,item_code,lot_code,manufactured_on,expires_on,good_quantity,defective_quantity,status,idempotency_key,inventory_receipt_code,warehouse_code,location_code,notes
production_order_2026_00134,fg_0134,production_lot_2026_00134,2026-04-21,2026-12-17,8233,14,received,production_output_00134,receipt_production_2026_00134,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00135,fg_0135,production_lot_2026_00135,2026-05-05,2026-12-31,8334,15,received,production_output_00135,receipt_production_2026_00135,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00136,fg_0136,production_lot_2026_00136,2026-05-06,2027-01-01,8435,16,received,production_output_00136,receipt_production_2026_00136,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00137,fg_0137,production_lot_2026_00137,2026-06-06,2027-02-01,8536,0,received,production_output_00137,receipt_production_2026_00137,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00138,fg_0138,production_lot_2026_00138,2026-06-07,2027-02-02,8637,1,received,production_output_00138,receipt_production_2026_00138,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00139,fg_0139,production_lot_2026_00139,2026-07-11,2027-03-08,8738,2,received,production_output_00139,receipt_production_2026_00139,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00140,fg_0140,production_lot_2026_00140,2026-07-12,2027-03-09,1839,3,received,production_output_00140,receipt_production_2026_00140,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00141,fg_0141,production_lot_2026_00141,2026-08-12,2027-04-09,1940,4,received,production_output_00141,receipt_production_2026_00141,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00142,fg_0142,production_lot_2026_00142,2026-08-13,2027-04-10,2041,5,received,production_output_00142,receipt_production_2026_00142,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00143,fg_0143,production_lot_2026_00143,2026-09-17,2027-05-15,2142,6,received,production_output_00143,receipt_production_2026_00143,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00144,fg_0144,production_lot_2026_00144,2026-09-18,2027-05-16,2243,7,received,production_output_00144,receipt_production_2026_00144,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00145,fg_0145,production_lot_2026_00145,2026-01-18,2026-09-15,2344,8,received,production_output_00145,receipt_production_2026_00145,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00146,fg_0146,production_lot_2026_00146,2026-01-19,2026-09-16,2445,9,received,production_output_00146,receipt_production_2026_00146,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00147,fg_0147,production_lot_2026_00147,2026-02-23,2026-10-21,2546,10,received,production_output_00147,receipt_production_2026_00147,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00148,fg_0148,production_lot_2026_00148,2026-02-24,2026-10-22,2647,11,received,production_output_00148,receipt_production_2026_00148,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00149,fg_0149,production_lot_2026_00149,2026-03-04,2026-10-30,2748,12,received,production_output_00149,receipt_production_2026_00149,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00150,fg_0150,production_lot_2026_00150,2026-03-05,2026-10-31,2849,13,received,production_output_00150,receipt_production_2026_00150,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00151,fg_0151,production_lot_2026_00151,2026-04-09,2026-12-05,2950,14,received,production_output_00151,receipt_production_2026_00151,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00152,fg_0152,production_lot_2026_00152,2026-04-10,2026-12-06,3051,15,received,production_output_00152,receipt_production_2026_00152,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00153,fg_0153,production_lot_2026_00153,2026-05-10,2027-01-05,3152,16,received,production_output_00153,receipt_production_2026_00153,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00154,fg_0154,production_lot_2026_00154,2026-05-11,2027-01-06,3253,0,received,production_output_00154,receipt_production_2026_00154,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00155,fg_0155,production_lot_2026_00155,2026-06-15,2027-02-10,3354,1,received,production_output_00155,receipt_production_2026_00155,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00156,fg_0156,production_lot_2026_00156,2026-06-16,2027-02-11,3455,2,received,production_output_00156,receipt_production_2026_00156,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00157,fg_0157,production_lot_2026_00157,2026-07-16,2027-03-13,3556,3,received,production_output_00157,receipt_production_2026_00157,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00158,fg_0158,production_lot_2026_00158,2026-07-17,2027-03-14,3657,4,received,production_output_00158,receipt_production_2026_00158,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00159,fg_0159,production_lot_2026_00159,2026-08-21,2027-04-18,3758,5,received,production_output_00159,receipt_production_2026_00159,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00160,fg_0160,production_lot_2026_00160,2026-08-22,2027-04-19,3859,6,received,production_output_00160,receipt_production_2026_00160,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00161,fg_0161,production_lot_2026_00161,2026-09-02,2027-04-30,3960,7,received,production_output_00161,receipt_production_2026_00161,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00162,fg_0162,production_lot_2026_00162,2026-09-03,2027-05-01,4061,8,received,production_output_00162,receipt_production_2026_00162,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00163,fg_0163,production_lot_2026_00163,2026-01-07,2026-09-04,4162,9,received,production_output_00163,receipt_production_2026_00163,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00164,fg_0164,production_lot_2026_00164,2026-01-08,2026-09-05,4263,10,received,production_output_00164,receipt_production_2026_00164,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00165,fg_0165,production_lot_2026_00165,2026-02-08,2026-10-06,4364,11,received,production_output_00165,receipt_production_2026_00165,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00166,fg_0166,production_lot_2026_00166,2026-02-09,2026-10-07,4465,12,received,production_output_00166,receipt_production_2026_00166,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00167,fg_0167,production_lot_2026_00167,2026-03-13,2026-11-08,4566,13,received,production_output_00167,receipt_production_2026_00167,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00168,fg_0168,production_lot_2026_00168,2026-03-14,2026-11-09,4667,14,received,production_output_00168,receipt_production_2026_00168,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00169,fg_0169,production_lot_2026_00169,2026-04-14,2026-12-10,4768,15,received,production_output_00169,receipt_production_2026_00169,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00170,fg_0170,production_lot_2026_00170,2026-04-15,2026-12-11,4869,16,received,production_output_00170,receipt_production_2026_00170,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00171,fg_0171,production_lot_2026_00171,2026-05-19,2027-01-14,4970,0,received,production_output_00171,receipt_production_2026_00171,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00172,fg_0172,production_lot_2026_00172,2026-05-20,2027-01-15,5071,1,received,production_output_00172,receipt_production_2026_00172,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00173,fg_0173,production_lot_2026_00173,2026-06-20,2027-02-15,5172,2,received,production_output_00173,receipt_production_2026_00173,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00174,fg_0174,production_lot_2026_00174,2026-06-21,2027-02-16,5273,3,received,production_output_00174,receipt_production_2026_00174,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00175,fg_0175,production_lot_2026_00175,2026-07-05,2027-03-02,5374,4,received,production_output_00175,receipt_production_2026_00175,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00176,fg_0176,production_lot_2026_00176,2026-07-06,2027-03-03,5475,5,received,production_output_00176,receipt_production_2026_00176,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00177,fg_0177,production_lot_2026_00177,2026-08-06,2027-04-03,5576,6,received,production_output_00177,receipt_production_2026_00177,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00178,fg_0178,production_lot_2026_00178,2026-08-07,2027-04-04,5677,7,received,production_output_00178,receipt_production_2026_00178,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00179,fg_0179,production_lot_2026_00179,2026-09-11,2027-05-09,5778,8,received,production_output_00179,receipt_production_2026_00179,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00180,fg_0180,production_lot_2026_00180,2026-09-12,2027-05-10,5879,9,received,production_output_00180,receipt_production_2026_00180,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00181,fg_0181,production_lot_2026_00181,2026-01-12,2026-09-09,5980,10,received,production_output_00181,receipt_production_2026_00181,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00182,fg_0182,production_lot_2026_00182,2026-01-13,2026-09-10,6081,11,received,production_output_00182,receipt_production_2026_00182,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00183,fg_0183,production_lot_2026_00183,2026-02-17,2026-10-15,6182,12,received,production_output_00183,receipt_production_2026_00183,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00184,fg_0184,production_lot_2026_00184,2026-02-18,2026-10-16,6283,13,received,production_output_00184,receipt_production_2026_00184,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00185,fg_0185,production_lot_2026_00185,2026-03-18,2026-11-13,6384,14,received,production_output_00185,receipt_production_2026_00185,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00186,fg_0186,production_lot_2026_00186,2026-03-19,2026-11-14,6485,15,received,production_output_00186,receipt_production_2026_00186,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00187,fg_0187,production_lot_2026_00187,2026-04-23,2026-12-19,6586,16,received,production_output_00187,receipt_production_2026_00187,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00188,fg_0188,production_lot_2026_00188,2026-04-24,2026-12-20,6687,0,received,production_output_00188,receipt_production_2026_00188,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00189,fg_0189,production_lot_2026_00189,2026-05-04,2026-12-30,6788,1,received,production_output_00189,receipt_production_2026_00189,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00190,fg_0190,production_lot_2026_00190,2026-05-05,2026-12-31,6889,2,received,production_output_00190,receipt_production_2026_00190,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00191,fg_0191,production_lot_2026_00191,2026-06-09,2027-02-04,6990,3,received,production_output_00191,receipt_production_2026_00191,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00192,fg_0192,production_lot_2026_00192,2026-06-10,2027-02-05,7091,4,received,production_output_00192,receipt_production_2026_00192,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00193,fg_0193,production_lot_2026_00193,2026-07-10,2027-03-07,7192,5,received,production_output_00193,receipt_production_2026_00193,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00194,fg_0194,production_lot_2026_00194,2026-07-11,2027-03-08,7293,6,received,production_output_00194,receipt_production_2026_00194,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00195,fg_0195,production_lot_2026_00195,2026-08-15,2027-04-12,7394,7,received,production_output_00195,receipt_production_2026_00195,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00196,fg_0196,production_lot_2026_00196,2026-08-16,2027-04-13,7495,8,received,production_output_00196,receipt_production_2026_00196,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00197,fg_0197,production_lot_2026_00197,2026-09-16,2027-05-14,7596,9,received,production_output_00197,receipt_production_2026_00197,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00198,fg_0198,production_lot_2026_00198,2026-09-17,2027-05-15,7697,10,received,production_output_00198,receipt_production_2026_00198,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00199,fg_0199,production_lot_2026_00199,2026-01-21,2026-09-18,7798,11,received,production_output_00199,receipt_production_2026_00199,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00200,fg_0200,production_lot_2026_00200,2026-01-22,2026-09-19,7899,12,received,production_output_00200,receipt_production_2026_00200,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00201,fg_0001,production_lot_2026_00201,2026-02-02,2026-09-30,8000,13,received,production_output_00201,receipt_production_2026_00201,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00202,fg_0002,production_lot_2026_00202,2026-02-03,2026-10-01,8101,14,received,production_output_00202,receipt_production_2026_00202,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00203,fg_0003,production_lot_2026_00203,2026-03-07,2026-11-02,8202,15,received,production_output_00203,receipt_production_2026_00203,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00204,fg_0004,production_lot_2026_00204,2026-03-08,2026-11-03,8303,16,received,production_output_00204,receipt_production_2026_00204,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00205,fg_0005,production_lot_2026_00205,2026-04-08,2026-12-04,8404,0,received,production_output_00205,receipt_production_2026_00205,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00206,fg_0006,production_lot_2026_00206,2026-04-09,2026-12-05,8505,1,received,production_output_00206,receipt_production_2026_00206,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00207,fg_0007,production_lot_2026_00207,2026-05-13,2027-01-08,8606,2,received,production_output_00207,receipt_production_2026_00207,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00208,fg_0008,production_lot_2026_00208,2026-05-14,2027-01-09,8707,3,received,production_output_00208,receipt_production_2026_00208,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00209,fg_0009,production_lot_2026_00209,2026-06-14,2027-02-09,1808,4,received,production_output_00209,receipt_production_2026_00209,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00210,fg_0010,production_lot_2026_00210,2026-06-15,2027-02-10,1909,5,received,production_output_00210,receipt_production_2026_00210,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00211,fg_0011,production_lot_2026_00211,2026-07-19,2027-03-16,2010,6,received,production_output_00211,receipt_production_2026_00211,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00212,fg_0012,production_lot_2026_00212,2026-07-20,2027-03-17,2111,7,received,production_output_00212,receipt_production_2026_00212,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00213,fg_0013,production_lot_2026_00213,2026-08-20,2027-04-17,2212,8,received,production_output_00213,receipt_production_2026_00213,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00214,fg_0014,production_lot_2026_00214,2026-08-21,2027-04-18,2313,9,received,production_output_00214,receipt_production_2026_00214,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00215,fg_0015,production_lot_2026_00215,2026-09-05,2027-05-03,2414,10,received,production_output_00215,receipt_production_2026_00215,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00216,fg_0016,production_lot_2026_00216,2026-09-06,2027-05-04,2515,11,received,production_output_00216,receipt_production_2026_00216,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00217,fg_0017,production_lot_2026_00217,2026-01-06,2026-09-03,2616,12,received,production_output_00217,receipt_production_2026_00217,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00218,fg_0018,production_lot_2026_00218,2026-01-07,2026-09-04,2717,13,received,production_output_00218,receipt_production_2026_00218,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00219,fg_0019,production_lot_2026_00219,2026-02-11,2026-10-09,2818,14,received,production_output_00219,receipt_production_2026_00219,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00220,fg_0020,production_lot_2026_00220,2026-02-12,2026-10-10,2919,15,received,production_output_00220,receipt_production_2026_00220,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00221,fg_0021,production_lot_2026_00221,2026-03-12,2026-11-07,3020,16,received,production_output_00221,receipt_production_2026_00221,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00222,fg_0022,production_lot_2026_00222,2026-03-13,2026-11-08,3121,0,received,production_output_00222,receipt_production_2026_00222,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00223,fg_0023,production_lot_2026_00223,2026-04-17,2026-12-13,3222,1,received,production_output_00223,receipt_production_2026_00223,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00224,fg_0024,production_lot_2026_00224,2026-04-18,2026-12-14,3323,2,received,production_output_00224,receipt_production_2026_00224,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00225,fg_0025,production_lot_2026_00225,2026-05-18,2027-01-13,3424,3,received,production_output_00225,receipt_production_2026_00225,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00226,fg_0026,production_lot_2026_00226,2026-05-19,2027-01-14,3525,4,received,production_output_00226,receipt_production_2026_00226,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00227,fg_0027,production_lot_2026_00227,2026-06-23,2027-02-18,3626,5,received,production_output_00227,receipt_production_2026_00227,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00228,fg_0028,production_lot_2026_00228,2026-06-24,2027-02-19,3727,6,received,production_output_00228,receipt_production_2026_00228,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00229,fg_0029,production_lot_2026_00229,2026-07-04,2027-03-01,3828,7,received,production_output_00229,receipt_production_2026_00229,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00230,fg_0030,production_lot_2026_00230,2026-07-05,2027-03-02,3929,8,received,production_output_00230,receipt_production_2026_00230,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00231,fg_0031,production_lot_2026_00231,2026-08-09,2027-04-06,4030,9,received,production_output_00231,receipt_production_2026_00231,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00232,fg_0032,production_lot_2026_00232,2026-08-10,2027-04-07,4131,10,received,production_output_00232,receipt_production_2026_00232,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00233,fg_0033,production_lot_2026_00233,2026-09-10,2027-05-08,4232,11,received,production_output_00233,receipt_production_2026_00233,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00234,fg_0034,production_lot_2026_00234,2026-09-11,2027-05-09,4333,12,received,production_output_00234,receipt_production_2026_00234,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00235,fg_0035,production_lot_2026_00235,2026-01-15,2026-09-12,4434,13,received,production_output_00235,receipt_production_2026_00235,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00236,fg_0036,production_lot_2026_00236,2026-01-16,2026-09-13,4535,14,received,production_output_00236,receipt_production_2026_00236,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00237,fg_0037,production_lot_2026_00237,2026-02-16,2026-10-14,4636,15,received,production_output_00237,receipt_production_2026_00237,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00238,fg_0038,production_lot_2026_00238,2026-02-17,2026-10-15,4737,16,received,production_output_00238,receipt_production_2026_00238,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00239,fg_0039,production_lot_2026_00239,2026-03-21,2026-11-16,4838,0,received,production_output_00239,receipt_production_2026_00239,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00240,fg_0040,production_lot_2026_00240,2026-03-22,2026-11-17,4939,1,received,production_output_00240,receipt_production_2026_00240,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00241,fg_0041,production_lot_2026_00241,2026-04-02,2026-11-28,5040,2,received,production_output_00241,receipt_production_2026_00241,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00242,fg_0042,production_lot_2026_00242,2026-04-03,2026-11-29,5141,3,received,production_output_00242,receipt_production_2026_00242,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00243,fg_0043,production_lot_2026_00243,2026-05-07,2027-01-02,5242,4,received,production_output_00243,receipt_production_2026_00243,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00244,fg_0044,production_lot_2026_00244,2026-05-08,2027-01-03,5343,5,received,production_output_00244,receipt_production_2026_00244,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00245,fg_0045,production_lot_2026_00245,2026-06-08,2027-02-03,5444,6,received,production_output_00245,receipt_production_2026_00245,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00246,fg_0046,production_lot_2026_00246,2026-06-09,2027-02-04,5545,7,received,production_output_00246,receipt_production_2026_00246,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00247,fg_0047,production_lot_2026_00247,2026-07-13,2027-03-10,5646,8,received,production_output_00247,receipt_production_2026_00247,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00248,fg_0048,production_lot_2026_00248,2026-07-14,2027-03-11,5747,9,received,production_output_00248,receipt_production_2026_00248,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00249,fg_0049,production_lot_2026_00249,2026-08-14,2027-04-11,5848,10,received,production_output_00249,receipt_production_2026_00249,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00250,fg_0050,production_lot_2026_00250,2026-08-15,2027-04-12,5949,11,received,production_output_00250,receipt_production_2026_00250,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00251,fg_0051,production_lot_2026_00251,2026-09-19,2027-05-17,6050,12,received,production_output_00251,receipt_production_2026_00251,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00252,fg_0052,production_lot_2026_00252,2026-09-20,2027-05-18,6151,13,received,production_output_00252,receipt_production_2026_00252,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00253,fg_0053,production_lot_2026_00253,2026-01-20,2026-09-17,6252,14,received,production_output_00253,receipt_production_2026_00253,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00254,fg_0054,production_lot_2026_00254,2026-01-21,2026-09-18,6353,15,received,production_output_00254,receipt_production_2026_00254,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00255,fg_0055,production_lot_2026_00255,2026-02-05,2026-10-03,6454,16,received,production_output_00255,receipt_production_2026_00255,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00256,fg_0056,production_lot_2026_00256,2026-02-06,2026-10-04,6555,0,received,production_output_00256,receipt_production_2026_00256,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00257,fg_0057,production_lot_2026_00257,2026-03-06,2026-11-01,6656,1,received,production_output_00257,receipt_production_2026_00257,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00258,fg_0058,production_lot_2026_00258,2026-03-07,2026-11-02,6757,2,received,production_output_00258,receipt_production_2026_00258,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00259,fg_0059,production_lot_2026_00259,2026-04-11,2026-12-07,6858,3,received,production_output_00259,receipt_production_2026_00259,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00260,fg_0060,production_lot_2026_00260,2026-04-12,2026-12-08,6959,4,received,production_output_00260,receipt_production_2026_00260,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00261,fg_0061,production_lot_2026_00261,2026-05-12,2027-01-07,7060,5,received,production_output_00261,receipt_production_2026_00261,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00262,fg_0062,production_lot_2026_00262,2026-05-13,2027-01-08,7161,6,received,production_output_00262,receipt_production_2026_00262,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00263,fg_0063,production_lot_2026_00263,2026-06-17,2027-02-12,7262,7,received,production_output_00263,receipt_production_2026_00263,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00264,fg_0064,production_lot_2026_00264,2026-06-18,2027-02-13,7363,8,received,production_output_00264,receipt_production_2026_00264,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00265,fg_0065,production_lot_2026_00265,2026-07-18,2027-03-15,7464,9,received,production_output_00265,receipt_production_2026_00265,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00266,fg_0066,production_lot_2026_00266,2026-07-19,2027-03-16,7565,10,received,production_output_00266,receipt_production_2026_00266,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
