order_code,material_item_code,inventory_issue_code,inventory_issue_line_number,unit_code,consumed_quantity,consumed_at,idempotency_key,notes
production_order_2026_00123,rm_0213,issue_2026_00123,1,kg,11.28,2026-08-07T10:00:00+07:00,material_consumption_00123_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00123,rm_0247,issue_2026_00123,2,piece,14.1,2026-08-07T11:00:00+07:00,material_consumption_00123_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00125,rm_0189,issue_2026_00125,1,piece,13.44,2026-09-08T10:00:00+07:00,material_consumption_00125_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00125,rm_0223,issue_2026_00125,2,kg,16.32,2026-09-08T11:00:00+07:00,material_consumption_00125_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00127,rm_0283,issue_2026_00127,1,kg,14.88,2026-01-13T10:00:00+07:00,material_consumption_00127_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00127,rm_0284,issue_2026_00127,2,kg,17.67,2026-01-13T11:00:00+07:00,material_consumption_00127_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00128,rm_0284,issue_2026_00128,1,kg,15.98,2026-01-14T10:00:00+07:00,material_consumption_00128_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00128,rm_0285,issue_2026_00128,2,kg,18.8,2026-01-14T11:00:00+07:00,material_consumption_00128_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00130,rm_0271,issue_2026_00130,1,kg,18.24,2026-02-15T10:00:00+07:00,material_consumption_00130_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00130,rm_0272,issue_2026_00130,2,kg,21.12,2026-02-15T11:00:00+07:00,material_consumption_00130_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00132,rm_0015,issue_2026_00132,1,kg,19.53,2026-03-20T10:00:00+07:00,material_consumption_00132_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00132,rm_0016,issue_2026_00132,2,kg,22.32,2026-03-20T11:00:00+07:00,material_consumption_00132_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00133,rm_0296,issue_2026_00133,1,kg,20.68,2026-04-20T10:00:00+07:00,material_consumption_00133_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00133,rm_0297,issue_2026_00133,2,kg,23.5,2026-04-20T11:00:00+07:00,material_consumption_00133_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00135,rm_0309,issue_2026_00135,1,piece,23.04,2026-05-05T10:00:00+07:00,material_consumption_00135_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00135,rm_0003,issue_2026_00135,2,kg,25.92,2026-05-05T11:00:00+07:00,material_consumption_00135_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00137,rm_0053,issue_2026_00137,1,piece,24.18,2026-06-06T10:00:00+07:00,material_consumption_00137_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00137,rm_0087,issue_2026_00137,2,kg,26.97,2026-06-06T11:00:00+07:00,material_consumption_00137_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00138,rm_0063,issue_2026_00138,1,piece,25.38,2026-06-07T10:00:00+07:00,material_consumption_00138_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00138,rm_0064,issue_2026_00138,2,piece,28.2,2026-06-07T11:00:00+07:00,material_consumption_00138_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00140,rm_0040,issue_2026_00140,1,kg,27.84,2026-07-12T10:00:00+07:00,material_consumption_00140_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00140,rm_0041,issue_2026_00140,2,kg,30.72,2026-07-12T11:00:00+07:00,material_consumption_00140_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00142,rm_0100,issue_2026_00142,1,litre,28.83,2026-08-13T10:00:00+07:00,material_consumption_00142_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00142,rm_0101,issue_2026_00142,2,litre,31.62,2026-08-13T11:00:00+07:00,material_consumption_00142_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00143,rm_0101,issue_2026_00143,1,litre,30.08,2026-09-17T10:00:00+07:00,material_consumption_00143_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00143,rm_0135,issue_2026_00143,2,kg,32.9,2026-09-17T11:00:00+07:00,material_consumption_00143_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00145,rm_0160,issue_2026_00145,1,kg,32.64,2026-01-18T10:00:00+07:00,material_consumption_00145_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00145,rm_0161,issue_2026_00145,2,litre,35.52,2026-01-18T11:00:00+07:00,material_consumption_00145_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00147,rm_0171,issue_2026_00147,1,kg,33.48,2026-02-23T10:00:00+07:00,material_consumption_00147_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00147,rm_0172,issue_2026_00147,2,kg,36.27,2026-02-23T11:00:00+07:00,material_consumption_00147_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00148,rm_0147,issue_2026_00148,1,kg,34.78,2026-02-24T10:00:00+07:00,material_consumption_00148_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00148,rm_0148,issue_2026_00148,2,kg,37.6,2026-02-24T11:00:00+07:00,material_consumption_00148_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00150,rm_0231,issue_2026_00150,1,kg,37.44,2026-03-05T10:00:00+07:00,material_consumption_00150_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00150,rm_0232,issue_2026_00150,2,kg,40.32,2026-03-05T11:00:00+07:00,material_consumption_00150_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00152,rm_0209,issue_2026_00152,1,kg,38.13,2026-04-10T10:00:00+07:00,material_consumption_00152_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00152,rm_0243,issue_2026_00152,2,piece,40.92,2026-04-10T11:00:00+07:00,material_consumption_00152_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00153,rm_0185,issue_2026_00153,1,piece,39.48,2026-05-10T10:00:00+07:00,material_consumption_00153_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00153,rm_0219,issue_2026_00153,2,kg,42.3,2026-05-10T11:00:00+07:00,material_consumption_00153_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00155,rm_0269,issue_2026_00155,1,litre,42.24,2026-06-15T10:00:00+07:00,material_consumption_00155_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00155,rm_0303,issue_2026_00155,2,kg,45.12,2026-06-15T11:00:00+07:00,material_consumption_00155_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00157,rm_0255,issue_2026_00157,1,piece,42.78,2026-07-16T10:00:00+07:00,material_consumption_00157_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00157,rm_0256,issue_2026_00157,2,piece,45.57,2026-07-16T11:00:00+07:00,material_consumption_00157_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00158,rm_0256,issue_2026_00158,1,piece,44.18,2026-07-17T10:00:00+07:00,material_consumption_00158_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00158,rm_0257,issue_2026_00158,2,litre,9.4,2026-07-17T11:00:00+07:00,material_consumption_00158_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00160,rm_0316,issue_2026_00160,1,piece,47.04,2026-08-22T10:00:00+07:00,material_consumption_00160_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00160,rm_0317,issue_2026_00160,2,piece,11.52,2026-08-22T11:00:00+07:00,material_consumption_00160_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00162,rm_0011,issue_2026_00162,1,kg,10.23,2026-09-03T10:00:00+07:00,material_consumption_00162_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00162,rm_0012,issue_2026_00162,2,kg,13.02,2026-09-03T11:00:00+07:00,material_consumption_00162_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00163,rm_0023,issue_2026_00163,1,kg,11.28,2026-01-07T10:00:00+07:00,material_consumption_00163_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00163,rm_0024,issue_2026_00163,2,kg,14.1,2026-01-07T11:00:00+07:00,material_consumption_00163_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00165,rm_0073,issue_2026_00165,1,kg,13.44,2026-02-08T10:00:00+07:00,material_consumption_00165_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00165,rm_0107,issue_2026_00165,2,kg,16.32,2026-02-08T11:00:00+07:00,material_consumption_00165_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00167,rm_0060,issue_2026_00167,1,piece,14.88,2026-03-13T10:00:00+07:00,material_consumption_00167_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00167,rm_0061,issue_2026_00167,2,piece,17.67,2026-03-13T11:00:00+07:00,material_consumption_00167_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00168,rm_0061,issue_2026_00168,1,piece,15.98,2026-03-14T10:00:00+07:00,material_consumption_00168_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00168,rm_0095,issue_2026_00168,2,kg,18.8,2026-03-14T11:00:00+07:00,material_consumption_00168_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00170,rm_0085,issue_2026_00170,1,kg,18.24,2026-04-15T10:00:00+07:00,material_consumption_00170_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00170,rm_0119,issue_2026_00170,2,piece,21.12,2026-04-15T11:00:00+07:00,material_consumption_00170_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00172,rm_0131,issue_2026_00172,1,kg,19.53,2026-05-20T10:00:00+07:00,material_consumption_00172_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00172,rm_0132,issue_2026_00172,2,kg,22.32,2026-05-20T11:00:00+07:00,material_consumption_00172_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00173,rm_0180,issue_2026_00173,1,piece,20.68,2026-06-20T10:00:00+07:00,material_consumption_00173_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00173,rm_0181,issue_2026_00173,2,piece,23.5,2026-06-20T11:00:00+07:00,material_consumption_00173_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00175,rm_0156,issue_2026_00175,1,kg,23.04,2026-07-05T10:00:00+07:00,material_consumption_00175_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00175,rm_0157,issue_2026_00175,2,kg,25.92,2026-07-05T11:00:00+07:00,material_consumption_00175_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00177,rm_0169,issue_2026_00177,1,kg,24.18,2026-08-06T10:00:00+07:00,material_consumption_00177_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00177,rm_0203,issue_2026_00177,2,kg,26.97,2026-08-06T11:00:00+07:00,material_consumption_00177_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00178,rm_0251,issue_2026_00178,1,piece,25.38,2026-08-07T10:00:00+07:00,material_consumption_00178_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00178,rm_0252,issue_2026_00178,2,piece,28.2,2026-08-07T11:00:00+07:00,material_consumption_00178_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00180,rm_0227,issue_2026_00180,1,litre,27.84,2026-09-12T10:00:00+07:00,material_consumption_00180_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00180,rm_0228,issue_2026_00180,2,litre,30.72,2026-09-12T11:00:00+07:00,material_consumption_00180_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00182,rm_0288,issue_2026_00182,1,kg,28.83,2026-01-13T10:00:00+07:00,material_consumption_00182_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00182,rm_0289,issue_2026_00182,2,litre,31.62,2026-01-13T11:00:00+07:00,material_consumption_00182_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00183,rm_0289,issue_2026_00183,1,litre,30.08,2026-02-17T10:00:00+07:00,material_consumption_00183_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00183,rm_0019,issue_2026_00183,2,kg,32.9,2026-02-17T11:00:00+07:00,material_consumption_00183_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00185,rm_0276,issue_2026_00185,1,kg,32.64,2026-03-18T10:00:00+07:00,material_consumption_00185_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00185,rm_0277,issue_2026_00185,2,kg,35.52,2026-03-18T11:00:00+07:00,material_consumption_00185_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00187,rm_0055,issue_2026_00187,1,piece,33.48,2026-04-23T10:00:00+07:00,material_consumption_00187_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00187,rm_0056,issue_2026_00187,2,piece,36.27,2026-04-23T11:00:00+07:00,material_consumption_00187_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00188,rm_0301,issue_2026_00188,1,kg,34.78,2026-04-24T10:00:00+07:00,material_consumption_00188_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00188,rm_0031,issue_2026_00188,2,kg,37.6,2026-04-24T11:00:00+07:00,material_consumption_00188_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00190,rm_0007,issue_2026_00190,1,kg,37.44,2026-05-05T10:00:00+07:00,material_consumption_00190_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00190,rm_0008,issue_2026_00190,2,litre,40.32,2026-05-05T11:00:00+07:00,material_consumption_00190_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00192,rm_0093,issue_2026_00192,1,kg,38.13,2026-06-10T10:00:00+07:00,material_consumption_00192_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00192,rm_0127,issue_2026_00192,2,piece,40.92,2026-06-10T11:00:00+07:00,material_consumption_00192_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00193,rm_0068,issue_2026_00193,1,kg,39.48,2026-07-10T10:00:00+07:00,material_consumption_00193_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00193,rm_0069,issue_2026_00193,2,kg,42.3,2026-07-10T11:00:00+07:00,material_consumption_00193_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00195,rm_0045,issue_2026_00195,1,kg,42.24,2026-08-15T10:00:00+07:00,material_consumption_00195_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00195,rm_0079,issue_2026_00195,2,kg,45.12,2026-08-15T11:00:00+07:00,material_consumption_00195_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00197,rm_0105,issue_2026_00197,1,kg,42.78,2026-09-16T10:00:00+07:00,material_consumption_00197_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00197,rm_0139,issue_2026_00197,2,kg,45.57,2026-09-16T11:00:00+07:00,material_consumption_00197_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00198,rm_0139,issue_2026_00198,1,kg,44.18,2026-09-17T10:00:00+07:00,material_consumption_00198_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00198,rm_0140,issue_2026_00198,2,kg,9.4,2026-09-17T11:00:00+07:00,material_consumption_00198_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00200,rm_0200,issue_2026_00200,1,litre,47.04,2026-01-22T10:00:00+07:00,material_consumption_00200_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00200,rm_0201,issue_2026_00200,2,kg,11.52,2026-01-22T11:00:00+07:00,material_consumption_00200_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00202,rm_0151,issue_2026_00202,1,kg,10.23,2026-02-03T10:00:00+07:00,material_consumption_00202_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00202,rm_0152,issue_2026_00202,2,kg,13.02,2026-02-03T11:00:00+07:00,material_consumption_00202_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00203,rm_0236,issue_2026_00203,1,kg,11.28,2026-03-07T10:00:00+07:00,material_consumption_00203_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00203,rm_0237,issue_2026_00203,2,kg,14.1,2026-03-07T11:00:00+07:00,material_consumption_00203_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00205,rm_0212,issue_2026_00205,1,kg,13.44,2026-04-08T10:00:00+07:00,material_consumption_00205_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00205,rm_0213,issue_2026_00205,2,kg,16.32,2026-04-08T11:00:00+07:00,material_consumption_00205_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00207,rm_0273,issue_2026_00207,1,kg,14.88,2026-05-13T10:00:00+07:00,material_consumption_00207_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00207,rm_0307,issue_2026_00207,2,piece,17.67,2026-05-13T11:00:00+07:00,material_consumption_00207_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00208,rm_0307,issue_2026_00208,1,piece,15.98,2026-05-14T10:00:00+07:00,material_consumption_00208_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00208,rm_0308,issue_2026_00208,2,piece,18.8,2026-05-14T11:00:00+07:00,material_consumption_00208_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00210,rm_0225,issue_2026_00210,1,litre,18.24,2026-06-15T10:00:00+07:00,material_consumption_00210_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00210,rm_0259,issue_2026_00210,2,kg,21.12,2026-06-15T11:00:00+07:00,material_consumption_00210_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00212,rm_0032,issue_2026_00212,1,kg,19.53,2026-07-20T10:00:00+07:00,material_consumption_00212_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00212,rm_0033,issue_2026_00212,2,litre,22.32,2026-07-20T11:00:00+07:00,material_consumption_00212_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00213,rm_0319,issue_2026_00213,1,piece,20.68,2026-08-20T10:00:00+07:00,material_consumption_00213_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00213,rm_0320,issue_2026_00213,2,piece,23.5,2026-08-20T11:00:00+07:00,material_consumption_00213_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00215,rm_0296,issue_2026_00215,1,kg,23.04,2026-09-05T10:00:00+07:00,material_consumption_00215_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00215,rm_0297,issue_2026_00215,2,kg,25.92,2026-09-05T11:00:00+07:00,material_consumption_00215_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00217,rm_0103,issue_2026_00217,1,kg,24.18,2026-01-06T10:00:00+07:00,material_consumption_00217_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00217,rm_0104,issue_2026_00217,2,kg,26.97,2026-01-06T11:00:00+07:00,material_consumption_00217_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00218,rm_0043,issue_2026_00218,1,kg,25.38,2026-01-07T10:00:00+07:00,material_consumption_00218_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00218,rm_0044,issue_2026_00218,2,kg,28.2,2026-01-07T11:00:00+07:00,material_consumption_00218_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00220,rm_0055,issue_2026_00220,1,piece,27.84,2026-02-12T10:00:00+07:00,material_consumption_00220_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00220,rm_0056,issue_2026_00220,2,piece,30.72,2026-02-12T11:00:00+07:00,material_consumption_00220_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00222,rm_0080,issue_2026_00222,1,kg,28.83,2026-03-13T10:00:00+07:00,material_consumption_00222_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00222,rm_0081,issue_2026_00222,2,kg,31.62,2026-03-13T11:00:00+07:00,material_consumption_00222_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00223,rm_0081,issue_2026_00223,1,kg,30.08,2026-04-17T10:00:00+07:00,material_consumption_00223_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00223,rm_0115,issue_2026_00223,2,piece,32.9,2026-04-17T11:00:00+07:00,material_consumption_00223_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00225,rm_0177,issue_2026_00225,1,piece,32.64,2026-05-18T10:00:00+07:00,material_consumption_00225_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00225,rm_0211,issue_2026_00225,2,kg,35.52,2026-05-18T11:00:00+07:00,material_consumption_00225_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00227,rm_0151,issue_2026_00227,1,kg,33.48,2026-06-23T10:00:00+07:00,material_consumption_00227_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00227,rm_0152,issue_2026_00227,2,kg,36.27,2026-06-23T11:00:00+07:00,material_consumption_00227_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00228,rm_0129,issue_2026_00228,1,litre,34.78,2026-06-24T10:00:00+07:00,material_consumption_00228_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00228,rm_0163,issue_2026_00228,2,litre,37.6,2026-06-24T11:00:00+07:00,material_consumption_00228_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00230,rm_0248,issue_2026_00230,1,piece,37.44,2026-07-05T10:00:00+07:00,material_consumption_00230_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00230,rm_0249,issue_2026_00230,2,piece,40.32,2026-07-05T11:00:00+07:00,material_consumption_00230_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00232,rm_0189,issue_2026_00232,1,piece,38.13,2026-08-10T10:00:00+07:00,material_consumption_00232_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00232,rm_0223,issue_2026_00232,2,kg,40.92,2026-08-10T11:00:00+07:00,material_consumption_00232_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00233,rm_0200,issue_2026_00233,1,litre,39.48,2026-09-10T10:00:00+07:00,material_consumption_00233_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00233,rm_0201,issue_2026_00233,2,kg,42.3,2026-09-10T11:00:00+07:00,material_consumption_00233_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00235,rm_0319,issue_2026_00235,1,piece,42.24,2026-01-15T10:00:00+07:00,material_consumption_00235_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00235,rm_0320,issue_2026_00235,2,piece,45.12,2026-01-15T11:00:00+07:00,material_consumption_00235_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00237,rm_0237,issue_2026_00237,1,kg,42.78,2026-02-16T10:00:00+07:00,material_consumption_00237_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00237,rm_0271,issue_2026_00237,2,kg,45.57,2026-02-16T11:00:00+07:00,material_consumption_00237_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00238,rm_0271,issue_2026_00238,1,kg,44.18,2026-02-17T10:00:00+07:00,material_consumption_00238_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00238,rm_0272,issue_2026_00238,2,kg,9.4,2026-02-17T11:00:00+07:00,material_consumption_00238_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00240,rm_0296,issue_2026_00240,1,kg,47.04,2026-03-22T10:00:00+07:00,material_consumption_00240_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00240,rm_0297,issue_2026_00240,2,kg,11.52,2026-03-22T11:00:00+07:00,material_consumption_00240_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00242,rm_0027,issue_2026_00242,1,kg,10.23,2026-04-03T10:00:00+07:00,material_consumption_00242_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00242,rm_0028,issue_2026_00242,2,kg,13.02,2026-04-03T11:00:00+07:00,material_consumption_00242_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00243,rm_0028,issue_2026_00243,1,kg,11.28,2026-05-07T10:00:00+07:00,material_consumption_00243_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00243,rm_0029,issue_2026_00243,2,kg,14.1,2026-05-07T11:00:00+07:00,material_consumption_00243_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
