order_code,event_type,previous_status,new_status,note,occurred_at,idempotency_key
production_order_2026_00153,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-08T08:00:00+07:00,order_event_status_00153
production_order_2026_00153,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-05-10T16:00:00+07:00,order_event_progress_00153
production_order_2026_00154,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-09T08:00:00+07:00,order_event_status_00154
production_order_2026_00154,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-05-11T16:00:00+07:00,order_event_progress_00154
production_order_2026_00155,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-13T08:00:00+07:00,order_event_status_00155
production_order_2026_00155,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-06-15T16:00:00+07:00,order_event_progress_00155
production_order_2026_00156,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-14T08:00:00+07:00,order_event_status_00156
production_order_2026_00156,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-06-16T16:00:00+07:00,order_event_progress_00156
production_order_2026_00157,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-14T08:00:00+07:00,order_event_status_00157
production_order_2026_00157,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-07-16T16:00:00+07:00,order_event_progress_00157
production_order_2026_00158,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-15T08:00:00+07:00,order_event_status_00158
production_order_2026_00158,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-07-17T16:00:00+07:00,order_event_progress_00158
production_order_2026_00159,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-19T08:00:00+07:00,order_event_status_00159
production_order_2026_00159,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-08-21T16:00:00+07:00,order_event_progress_00159
production_order_2026_00160,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-20T08:00:00+07:00,order_event_status_00160
production_order_2026_00160,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-08-22T16:00:00+07:00,order_event_progress_00160
production_order_2026_00161,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-31T08:00:00+07:00,order_event_status_00161
production_order_2026_00161,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-09-02T16:00:00+07:00,order_event_progress_00161
production_order_2026_00162,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-01T08:00:00+07:00,order_event_status_00162
production_order_2026_00162,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-09-03T16:00:00+07:00,order_event_progress_00162
production_order_2026_00163,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-05T08:00:00+07:00,order_event_status_00163
production_order_2026_00163,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-01-07T16:00:00+07:00,order_event_progress_00163
production_order_2026_00164,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-06T08:00:00+07:00,order_event_status_00164
production_order_2026_00164,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-01-08T16:00:00+07:00,order_event_progress_00164
production_order_2026_00165,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-06T08:00:00+07:00,order_event_status_00165
production_order_2026_00165,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-02-08T16:00:00+07:00,order_event_progress_00165
production_order_2026_00166,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-07T08:00:00+07:00,order_event_status_00166
production_order_2026_00166,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-02-09T16:00:00+07:00,order_event_progress_00166
production_order_2026_00167,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-11T08:00:00+07:00,order_event_status_00167
production_order_2026_00167,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-03-13T16:00:00+07:00,order_event_progress_00167
production_order_2026_00168,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-12T08:00:00+07:00,order_event_status_00168
production_order_2026_00168,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-03-14T16:00:00+07:00,order_event_progress_00168
production_order_2026_00169,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-12T08:00:00+07:00,order_event_status_00169
production_order_2026_00169,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-04-14T16:00:00+07:00,order_event_progress_00169
production_order_2026_00170,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-13T08:00:00+07:00,order_event_status_00170
production_order_2026_00170,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-04-15T16:00:00+07:00,order_event_progress_00170
production_order_2026_00171,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-17T08:00:00+07:00,order_event_status_00171
production_order_2026_00171,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-05-19T16:00:00+07:00,order_event_progress_00171
production_order_2026_00172,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-18T08:00:00+07:00,order_event_status_00172
production_order_2026_00172,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-05-20T16:00:00+07:00,order_event_progress_00172
production_order_2026_00173,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-18T08:00:00+07:00,order_event_status_00173
production_order_2026_00173,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-06-20T16:00:00+07:00,order_event_progress_00173
production_order_2026_00174,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-19T08:00:00+07:00,order_event_status_00174
production_order_2026_00174,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-06-21T16:00:00+07:00,order_event_progress_00174
production_order_2026_00175,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-03T08:00:00+07:00,order_event_status_00175
production_order_2026_00175,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-07-05T16:00:00+07:00,order_event_progress_00175
production_order_2026_00176,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-04T08:00:00+07:00,order_event_status_00176
production_order_2026_00176,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-07-06T16:00:00+07:00,order_event_progress_00176
production_order_2026_00177,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-04T08:00:00+07:00,order_event_status_00177
production_order_2026_00177,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-08-06T16:00:00+07:00,order_event_progress_00177
production_order_2026_00178,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-05T08:00:00+07:00,order_event_status_00178
production_order_2026_00178,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-08-07T16:00:00+07:00,order_event_progress_00178
production_order_2026_00179,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-09T08:00:00+07:00,order_event_status_00179
production_order_2026_00179,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-09-11T16:00:00+07:00,order_event_progress_00179
production_order_2026_00180,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-10T08:00:00+07:00,order_event_status_00180
production_order_2026_00180,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-09-12T16:00:00+07:00,order_event_progress_00180
production_order_2026_00181,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-10T08:00:00+07:00,order_event_status_00181
production_order_2026_00181,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-01-12T16:00:00+07:00,order_event_progress_00181
production_order_2026_00182,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-11T08:00:00+07:00,order_event_status_00182
production_order_2026_00182,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-01-13T16:00:00+07:00,order_event_progress_00182
production_order_2026_00183,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-15T08:00:00+07:00,order_event_status_00183
production_order_2026_00183,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-02-17T16:00:00+07:00,order_event_progress_00183
production_order_2026_00184,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-16T08:00:00+07:00,order_event_status_00184
production_order_2026_00184,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-02-18T16:00:00+07:00,order_event_progress_00184
production_order_2026_00185,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-16T08:00:00+07:00,order_event_status_00185
production_order_2026_00185,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-03-18T16:00:00+07:00,order_event_progress_00185
production_order_2026_00186,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-17T08:00:00+07:00,order_event_status_00186
production_order_2026_00186,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-03-19T16:00:00+07:00,order_event_progress_00186
production_order_2026_00187,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-21T08:00:00+07:00,order_event_status_00187
production_order_2026_00187,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-04-23T16:00:00+07:00,order_event_progress_00187
production_order_2026_00188,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-22T08:00:00+07:00,order_event_status_00188
production_order_2026_00188,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-04-24T16:00:00+07:00,order_event_progress_00188
production_order_2026_00189,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-02T08:00:00+07:00,order_event_status_00189
production_order_2026_00189,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-05-04T16:00:00+07:00,order_event_progress_00189
production_order_2026_00190,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-03T08:00:00+07:00,order_event_status_00190
production_order_2026_00190,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-05-05T16:00:00+07:00,order_event_progress_00190
production_order_2026_00191,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-07T08:00:00+07:00,order_event_status_00191
production_order_2026_00191,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-06-09T16:00:00+07:00,order_event_progress_00191
production_order_2026_00192,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-08T08:00:00+07:00,order_event_status_00192
production_order_2026_00192,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-06-10T16:00:00+07:00,order_event_progress_00192
production_order_2026_00193,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-08T08:00:00+07:00,order_event_status_00193
production_order_2026_00193,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-07-10T16:00:00+07:00,order_event_progress_00193
production_order_2026_00194,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-09T08:00:00+07:00,order_event_status_00194
production_order_2026_00194,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-07-11T16:00:00+07:00,order_event_progress_00194
production_order_2026_00195,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-13T08:00:00+07:00,order_event_status_00195
production_order_2026_00195,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-08-15T16:00:00+07:00,order_event_progress_00195
production_order_2026_00196,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-14T08:00:00+07:00,order_event_status_00196
production_order_2026_00196,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-08-16T16:00:00+07:00,order_event_progress_00196
production_order_2026_00197,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-14T08:00:00+07:00,order_event_status_00197
production_order_2026_00197,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-09-16T16:00:00+07:00,order_event_progress_00197
production_order_2026_00198,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-15T08:00:00+07:00,order_event_status_00198
production_order_2026_00198,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-09-17T16:00:00+07:00,order_event_progress_00198
production_order_2026_00199,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-19T08:00:00+07:00,order_event_status_00199
production_order_2026_00199,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-01-21T16:00:00+07:00,order_event_progress_00199
production_order_2026_00200,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-20T08:00:00+07:00,order_event_status_00200
production_order_2026_00200,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-01-22T16:00:00+07:00,order_event_progress_00200
production_order_2026_00201,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-31T08:00:00+07:00,order_event_status_00201
production_order_2026_00201,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-02-02T16:00:00+07:00,order_event_progress_00201
production_order_2026_00202,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-01T08:00:00+07:00,order_event_status_00202
production_order_2026_00202,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-02-03T16:00:00+07:00,order_event_progress_00202
production_order_2026_00203,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-05T08:00:00+07:00,order_event_status_00203
production_order_2026_00203,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-03-07T16:00:00+07:00,order_event_progress_00203
production_order_2026_00204,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-06T08:00:00+07:00,order_event_status_00204
production_order_2026_00204,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-03-08T16:00:00+07:00,order_event_progress_00204
production_order_2026_00205,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-06T08:00:00+07:00,order_event_status_00205
production_order_2026_00205,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-04-08T16:00:00+07:00,order_event_progress_00205
production_order_2026_00206,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-07T08:00:00+07:00,order_event_status_00206
production_order_2026_00206,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-04-09T16:00:00+07:00,order_event_progress_00206
production_order_2026_00207,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-11T08:00:00+07:00,order_event_status_00207
production_order_2026_00207,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-05-13T16:00:00+07:00,order_event_progress_00207
production_order_2026_00208,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-12T08:00:00+07:00,order_event_status_00208
production_order_2026_00208,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-05-14T16:00:00+07:00,order_event_progress_00208
production_order_2026_00209,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-12T08:00:00+07:00,order_event_status_00209
production_order_2026_00209,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-06-14T16:00:00+07:00,order_event_progress_00209
production_order_2026_00210,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-13T08:00:00+07:00,order_event_status_00210
production_order_2026_00210,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-06-15T16:00:00+07:00,order_event_progress_00210
production_order_2026_00211,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-17T08:00:00+07:00,order_event_status_00211
production_order_2026_00211,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-07-19T16:00:00+07:00,order_event_progress_00211
production_order_2026_00212,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-18T08:00:00+07:00,order_event_status_00212
production_order_2026_00212,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-07-20T16:00:00+07:00,order_event_progress_00212
production_order_2026_00213,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-18T08:00:00+07:00,order_event_status_00213
production_order_2026_00213,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-08-20T16:00:00+07:00,order_event_progress_00213
production_order_2026_00214,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-19T08:00:00+07:00,order_event_status_00214
production_order_2026_00214,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-08-21T16:00:00+07:00,order_event_progress_00214
production_order_2026_00215,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-03T08:00:00+07:00,order_event_status_00215
production_order_2026_00215,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-09-05T16:00:00+07:00,order_event_progress_00215
production_order_2026_00216,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-04T08:00:00+07:00,order_event_status_00216
production_order_2026_00216,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-09-06T16:00:00+07:00,order_event_progress_00216
production_order_2026_00217,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-04T08:00:00+07:00,order_event_status_00217
production_order_2026_00217,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-01-06T16:00:00+07:00,order_event_progress_00217
production_order_2026_00218,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-05T08:00:00+07:00,order_event_status_00218
production_order_2026_00218,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-01-07T16:00:00+07:00,order_event_progress_00218
production_order_2026_00219,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-09T08:00:00+07:00,order_event_status_00219
production_order_2026_00219,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-02-11T16:00:00+07:00,order_event_progress_00219
production_order_2026_00220,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-10T08:00:00+07:00,order_event_status_00220
production_order_2026_00220,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-02-12T16:00:00+07:00,order_event_progress_00220
production_order_2026_00221,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-10T08:00:00+07:00,order_event_status_00221
production_order_2026_00221,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-03-12T16:00:00+07:00,order_event_progress_00221
production_order_2026_00222,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-11T08:00:00+07:00,order_event_status_00222
production_order_2026_00222,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-03-13T16:00:00+07:00,order_event_progress_00222
production_order_2026_00223,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-15T08:00:00+07:00,order_event_status_00223
production_order_2026_00223,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-04-17T16:00:00+07:00,order_event_progress_00223
production_order_2026_00224,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-16T08:00:00+07:00,order_event_status_00224
production_order_2026_00224,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-04-18T16:00:00+07:00,order_event_progress_00224
production_order_2026_00225,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-16T08:00:00+07:00,order_event_status_00225
production_order_2026_00225,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-05-18T16:00:00+07:00,order_event_progress_00225
production_order_2026_00226,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-17T08:00:00+07:00,order_event_status_00226
production_order_2026_00226,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-05-19T16:00:00+07:00,order_event_progress_00226
production_order_2026_00227,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-21T08:00:00+07:00,order_event_status_00227
production_order_2026_00227,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-06-23T16:00:00+07:00,order_event_progress_00227
production_order_2026_00228,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-22T08:00:00+07:00,order_event_status_00228
production_order_2026_00228,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-06-24T16:00:00+07:00,order_event_progress_00228
production_order_2026_00229,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-02T08:00:00+07:00,order_event_status_00229
production_order_2026_00229,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-07-04T16:00:00+07:00,order_event_progress_00229
production_order_2026_00230,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-03T08:00:00+07:00,order_event_status_00230
production_order_2026_00230,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-07-05T16:00:00+07:00,order_event_progress_00230
production_order_2026_00231,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-07T08:00:00+07:00,order_event_status_00231
production_order_2026_00231,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-08-09T16:00:00+07:00,order_event_progress_00231
production_order_2026_00232,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-08T08:00:00+07:00,order_event_status_00232
production_order_2026_00232,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-08-10T16:00:00+07:00,order_event_progress_00232
production_order_2026_00233,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-08T08:00:00+07:00,order_event_status_00233
production_order_2026_00233,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-09-10T16:00:00+07:00,order_event_progress_00233
production_order_2026_00234,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-09T08:00:00+07:00,order_event_status_00234
production_order_2026_00234,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-09-11T16:00:00+07:00,order_event_progress_00234
production_order_2026_00235,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-13T08:00:00+07:00,order_event_status_00235
production_order_2026_00235,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-01-15T16:00:00+07:00,order_event_progress_00235
production_order_2026_00236,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-14T08:00:00+07:00,order_event_status_00236
production_order_2026_00236,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-01-16T16:00:00+07:00,order_event_progress_00236
production_order_2026_00237,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-14T08:00:00+07:00,order_event_status_00237
production_order_2026_00237,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-02-16T16:00:00+07:00,order_event_progress_00237
production_order_2026_00238,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-15T08:00:00+07:00,order_event_status_00238
production_order_2026_00238,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-02-17T16:00:00+07:00,order_event_progress_00238
production_order_2026_00239,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-19T08:00:00+07:00,order_event_status_00239
production_order_2026_00239,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-03-21T16:00:00+07:00,order_event_progress_00239
production_order_2026_00240,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-20T08:00:00+07:00,order_event_status_00240
production_order_2026_00240,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-03-22T16:00:00+07:00,order_event_progress_00240
production_order_2026_00241,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-31T08:00:00+07:00,order_event_status_00241
production_order_2026_00241,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-04-02T16:00:00+07:00,order_event_progress_00241
production_order_2026_00242,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-01T08:00:00+07:00,order_event_status_00242
production_order_2026_00242,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-04-03T16:00:00+07:00,order_event_progress_00242
production_order_2026_00243,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-05T08:00:00+07:00,order_event_status_00243
production_order_2026_00243,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-05-07T16:00:00+07:00,order_event_progress_00243
production_order_2026_00244,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-06T08:00:00+07:00,order_event_status_00244
production_order_2026_00244,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-05-08T16:00:00+07:00,order_event_progress_00244
production_order_2026_00245,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-06T08:00:00+07:00,order_event_status_00245
production_order_2026_00245,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-06-08T16:00:00+07:00,order_event_progress_00245
production_order_2026_00246,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-07T08:00:00+07:00,order_event_status_00246
production_order_2026_00246,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-06-09T16:00:00+07:00,order_event_progress_00246
production_order_2026_00247,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-11T08:00:00+07:00,order_event_status_00247
production_order_2026_00247,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-07-13T16:00:00+07:00,order_event_progress_00247
production_order_2026_00248,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-12T08:00:00+07:00,order_event_status_00248
production_order_2026_00248,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-07-14T16:00:00+07:00,order_event_progress_00248
production_order_2026_00249,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-12T08:00:00+07:00,order_event_status_00249
production_order_2026_00249,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-08-14T16:00:00+07:00,order_event_progress_00249
production_order_2026_00250,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-13T08:00:00+07:00,order_event_status_00250
production_order_2026_00250,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-08-15T16:00:00+07:00,order_event_progress_00250
production_order_2026_00251,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-17T08:00:00+07:00,order_event_status_00251
