order_code,bom_code,bom_line_code,material_item_code,unit_code,base_quantity_snapshot,scrap_percent_snapshot,required_quantity
production_order_2026_00114,bom_fg_0114,bom_fg_0114_line_03,rm_0290,litre,1000,1.5,1510.844755
production_order_2026_00114,bom_fg_0114,bom_fg_0114_line_04,rm_0307,piece,1000,2.0,1798.73532
production_order_2026_00114,bom_fg_0114,bom_fg_0114_line_05,rm_0014,kg,1000,0.0,2038.415
production_order_2026_00115,bom_fg_0115,bom_fg_0115_line_01,rm_0261,kg,1000,0.5,1082.60208
production_order_2026_00115,bom_fg_0115,bom_fg_0115_line_02,rm_0278,kg,1000,1.0,1369.69938
production_order_2026_00115,bom_fg_0115,bom_fg_0115_line_03,rm_0295,kg,1000,1.5,1659.5859
production_order_2026_00115,bom_fg_0115,bom_fg_0115_line_04,rm_0002,kg,1000,2.0,1952.26164
production_order_2026_00115,bom_fg_0115,bom_fg_0115_line_05,rm_0019,kg,1000,0.0,2192.904
production_order_2026_00116,bom_fg_0116,bom_fg_0116_line_01,rm_0266,kg,1000,0.5,1225.471875
production_order_2026_00116,bom_fg_0116,bom_fg_0116_line_02,rm_0283,kg,1000,1.0,1517.2927
production_order_2026_00116,bom_fg_0116,bom_fg_0116_line_03,rm_0300,kg,1000,1.5,1811.942475
production_order_2026_00116,bom_fg_0116,bom_fg_0116_line_04,rm_0007,kg,1000,2.0,2109.4212
production_order_2026_00116,bom_fg_0116,bom_fg_0116_line_05,rm_0024,kg,1000,0.0,2350.955
production_order_2026_00117,bom_fg_0117,bom_fg_0117_line_01,rm_0271,kg,1000,0.5,1371.92148
production_order_2026_00117,bom_fg_0117,bom_fg_0117_line_02,rm_0288,kg,1000,1.0,1668.48364
production_order_2026_00117,bom_fg_0117,bom_fg_0117_line_03,rm_0305,piece,1000,1.5,1967.91448
production_order_2026_00117,bom_fg_0117,bom_fg_0117_line_04,rm_0012,kg,1000,2.0,2270.214
production_order_2026_00117,bom_fg_0117,bom_fg_0117_line_05,rm_0029,kg,1000,0.0,2512.568
production_order_2026_00118,bom_fg_0118,bom_fg_0118_line_01,rm_0276,kg,1000,0.5,307.910895
production_order_2026_00118,bom_fg_0118,bom_fg_0118_line_02,rm_0293,litre,1000,1.0,368.8722
production_order_2026_00118,bom_fg_0118,bom_fg_0118_line_03,rm_0310,piece,1000,1.5,430.421915
production_order_2026_00118,bom_fg_0118,bom_fg_0118_line_04,rm_0017,kg,1000,2.0,492.56004
production_order_2026_00118,bom_fg_0118,bom_fg_0118_line_05,rm_0034,litre,1000,0.0,541.743
production_order_2026_00119,bom_fg_0119,bom_fg_0119_line_01,rm_0281,kg,1000,0.5,357.00012
production_order_2026_00119,bom_fg_0119,bom_fg_0119_line_02,rm_0298,kg,1000,1.0,422.21838
production_order_2026_00119,bom_fg_0119,bom_fg_0119_line_03,rm_0005,kg,1000,1.5,488.06478
production_order_2026_00119,bom_fg_0119,bom_fg_0119_line_04,rm_0022,kg,1000,2.0,554.53932
production_order_2026_00119,bom_fg_0119,bom_fg_0119_line_05,rm_0039,kg,1000,0.0,606.48
production_order_2026_00120,bom_fg_0120,bom_fg_0120_line_01,rm_0286,kg,1000,0.5,409.669155
production_order_2026_00120,bom_fg_0120,bom_fg_0120_line_02,rm_0303,kg,1000,1.0,479.16218
production_order_2026_00120,bom_fg_0120,bom_fg_0120_line_03,rm_0010,kg,1000,1.5,549.323075
production_order_2026_00120,bom_fg_0120,bom_fg_0120_line_04,rm_0027,kg,1000,2.0,620.15184
production_order_2026_00120,bom_fg_0120,bom_fg_0120_line_05,rm_0044,kg,1000,0.0,674.779
production_order_2026_00121,bom_fg_0121,bom_fg_0121_line_01,rm_0291,litre,1000,0.5,465.918
production_order_2026_00121,bom_fg_0121,bom_fg_0121_line_02,rm_0308,piece,1000,1.0,539.7036
production_order_2026_00121,bom_fg_0121,bom_fg_0121_line_03,rm_0015,kg,1000,1.5,614.1968
production_order_2026_00121,bom_fg_0121,bom_fg_0121_line_04,rm_0032,kg,1000,2.0,689.3976
production_order_2026_00121,bom_fg_0121,bom_fg_0121_line_05,rm_0049,piece,1000,0.0,746.64
production_order_2026_00122,bom_fg_0122,bom_fg_0122_line_01,rm_0296,kg,1000,0.5,525.746655
production_order_2026_00122,bom_fg_0122,bom_fg_0122_line_02,rm_0003,kg,1000,1.0,603.84264
production_order_2026_00122,bom_fg_0122,bom_fg_0122_line_03,rm_0020,kg,1000,1.5,682.685955
production_order_2026_00122,bom_fg_0122,bom_fg_0122_line_04,rm_0037,litre,1000,2.0,762.2766
production_order_2026_00122,bom_fg_0122,bom_fg_0122_line_05,rm_0054,piece,1000,0.0,822.063
production_order_2026_00123,bom_fg_0123,bom_fg_0123_line_01,rm_0301,kg,1000,0.5,589.15512
production_order_2026_00123,bom_fg_0123,bom_fg_0123_line_02,rm_0008,litre,1000,1.0,671.5793
production_order_2026_00123,bom_fg_0123,bom_fg_0123_line_03,rm_0025,kg,1000,1.5,754.79054
production_order_2026_00123,bom_fg_0123,bom_fg_0123_line_04,rm_0042,kg,1000,2.0,838.78884
production_order_2026_00123,bom_fg_0123,bom_fg_0123_line_05,rm_0059,piece,1000,0.0,901.048
production_order_2026_00124,bom_fg_0124,bom_fg_0124_line_01,rm_0306,piece,1000,0.5,656.143395
production_order_2026_00124,bom_fg_0124,bom_fg_0124_line_02,rm_0013,litre,1000,1.0,742.91358
production_order_2026_00124,bom_fg_0124,bom_fg_0124_line_03,rm_0030,kg,1000,1.5,830.510555
production_order_2026_00124,bom_fg_0124,bom_fg_0124_line_04,rm_0047,kg,1000,2.0,918.93432
production_order_2026_00124,bom_fg_0124,bom_fg_0124_line_05,rm_0064,piece,1000,0.0,983.595
production_order_2026_00125,bom_fg_0125,bom_fg_0125_line_01,rm_0001,litre,1000,0.5,726.71148
production_order_2026_00125,bom_fg_0125,bom_fg_0125_line_02,rm_0018,kg,1000,1.0,817.84548
production_order_2026_00125,bom_fg_0125,bom_fg_0125_line_03,rm_0035,litre,1000,1.5,909.846
production_order_2026_00125,bom_fg_0125,bom_fg_0125_line_04,rm_0052,piece,1000,2.0,1002.71304
production_order_2026_00125,bom_fg_0125,bom_fg_0125_line_05,rm_0069,kg,1000,0.0,1069.704
production_order_2026_00126,bom_fg_0126,bom_fg_0126_line_01,rm_0006,kg,1000,0.5,800.859375
production_order_2026_00126,bom_fg_0126,bom_fg_0126_line_02,rm_0023,kg,1000,1.0,896.375
production_order_2026_00126,bom_fg_0126,bom_fg_0126_line_03,rm_0040,kg,1000,1.5,992.796875
production_order_2026_00126,bom_fg_0126,bom_fg_0126_line_04,rm_0057,piece,1000,2.0,1090.125
production_order_2026_00126,bom_fg_0126,bom_fg_0126_line_05,rm_0074,kg,1000,0.0,1159.375
production_order_2026_00127,bom_fg_0127,bom_fg_0127_line_01,rm_0011,kg,1000,0.5,878.58708
production_order_2026_00127,bom_fg_0127,bom_fg_0127_line_02,rm_0028,kg,1000,1.0,978.50214
production_order_2026_00127,bom_fg_0127,bom_fg_0127_line_03,rm_0045,kg,1000,1.5,1079.36318
production_order_2026_00127,bom_fg_0127,bom_fg_0127_line_04,rm_0062,piece,1000,2.0,1181.1702
production_order_2026_00127,bom_fg_0127,bom_fg_0127_line_05,rm_0079,kg,1000,0.0,1252.608
production_order_2026_00128,bom_fg_0128,bom_fg_0128_line_01,rm_0016,kg,1000,0.5,959.894595
production_order_2026_00128,bom_fg_0128,bom_fg_0128_line_02,rm_0033,litre,1000,1.0,1064.2269
production_order_2026_00128,bom_fg_0128,bom_fg_0128_line_03,rm_0050,piece,1000,1.5,1169.544915
production_order_2026_00128,bom_fg_0128,bom_fg_0128_line_04,rm_0067,kg,1000,2.0,1275.84864
production_order_2026_00128,bom_fg_0128,bom_fg_0128_line_05,rm_0084,kg,1000,0.0,1349.403
production_order_2026_00129,bom_fg_0129,bom_fg_0129_line_01,rm_0021,kg,1000,0.5,1044.78192
production_order_2026_00129,bom_fg_0129,bom_fg_0129_line_02,rm_0038,litre,1000,1.0,1153.54928
production_order_2026_00129,bom_fg_0129,bom_fg_0129_line_03,rm_0055,piece,1000,1.5,1263.34208
production_order_2026_00129,bom_fg_0129,bom_fg_0129_line_04,rm_0072,litre,1000,2.0,1374.16032
production_order_2026_00129,bom_fg_0129,bom_fg_0129_line_05,rm_0089,kg,1000,0.0,1449.76
production_order_2026_00130,bom_fg_0130,bom_fg_0130_line_01,rm_0026,kg,1000,0.5,1133.249055
production_order_2026_00130,bom_fg_0130,bom_fg_0130_line_02,rm_0043,kg,1000,1.0,1246.46928
production_order_2026_00130,bom_fg_0130,bom_fg_0130_line_03,rm_0060,piece,1000,1.5,1360.754675
production_order_2026_00130,bom_fg_0130,bom_fg_0130_line_04,rm_0077,litre,1000,2.0,1476.10524
production_order_2026_00130,bom_fg_0130,bom_fg_0130_line_05,rm_0094,kg,1000,0.0,1553.679
production_order_2026_00131,bom_fg_0131,bom_fg_0131_line_01,rm_0031,kg,1000,0.5,1225.296
production_order_2026_00131,bom_fg_0131,bom_fg_0131_line_02,rm_0048,kg,1000,1.0,1342.9869
production_order_2026_00131,bom_fg_0131,bom_fg_0131_line_03,rm_0065,litre,1000,1.5,1461.7827
production_order_2026_00131,bom_fg_0131,bom_fg_0131_line_04,rm_0082,kg,1000,2.0,1581.6834
production_order_2026_00131,bom_fg_0131,bom_fg_0131_line_05,rm_0099,litre,1000,0.0,1661.16
production_order_2026_00132,bom_fg_0132,bom_fg_0132_line_01,rm_0036,litre,1000,0.5,1320.922755
production_order_2026_00132,bom_fg_0132,bom_fg_0132_line_02,rm_0053,piece,1000,1.0,1443.10214
production_order_2026_00132,bom_fg_0132,bom_fg_0132_line_03,rm_0070,kg,1000,1.5,1566.426155
production_order_2026_00132,bom_fg_0132,bom_fg_0132_line_04,rm_0087,kg,1000,2.0,1690.8948
production_order_2026_00132,bom_fg_0132,bom_fg_0132_line_05,rm_0104,kg,1000,0.0,1772.203
production_order_2026_00133,bom_fg_0133,bom_fg_0133_line_01,rm_0041,kg,1000,0.5,1420.12932
production_order_2026_00133,bom_fg_0133,bom_fg_0133_line_02,rm_0058,kg,1000,1.0,1546.815
production_order_2026_00133,bom_fg_0133,bom_fg_0133_line_03,rm_0075,kg,1000,1.5,1674.68504
production_order_2026_00133,bom_fg_0133,bom_fg_0133_line_04,rm_0092,kg,1000,2.0,1803.73944
production_order_2026_00133,bom_fg_0133,bom_fg_0133_line_05,rm_0109,kg,1000,0.0,1886.808
production_order_2026_00134,bom_fg_0134,bom_fg_0134_line_01,rm_0046,kg,1000,0.5,1522.915695
production_order_2026_00134,bom_fg_0134,bom_fg_0134_line_02,rm_0063,piece,1000,1.0,1654.12548
production_order_2026_00134,bom_fg_0134,bom_fg_0134_line_03,rm_0080,kg,1000,1.5,1786.559355
production_order_2026_00134,bom_fg_0134,bom_fg_0134_line_04,rm_0097,litre,1000,2.0,1920.21732
production_order_2026_00134,bom_fg_0134,bom_fg_0134_line_05,rm_0114,piece,1000,0.0,2004.975
production_order_2026_00135,bom_fg_0135,bom_fg_0135_line_01,rm_0051,piece,1000,0.5,1629.28188
production_order_2026_00135,bom_fg_0135,bom_fg_0135_line_02,rm_0068,kg,1000,1.0,1765.03358
production_order_2026_00135,bom_fg_0135,bom_fg_0135_line_03,rm_0085,kg,1000,1.5,1902.0491
production_order_2026_00135,bom_fg_0135,bom_fg_0135_line_04,rm_0102,litre,1000,2.0,2040.32844
production_order_2026_00135,bom_fg_0135,bom_fg_0135_line_05,rm_0119,piece,1000,0.0,2126.704
production_order_2026_00136,bom_fg_0136,bom_fg_0136_line_01,rm_0056,piece,1000,0.5,1739.227875
production_order_2026_00136,bom_fg_0136,bom_fg_0136_line_02,rm_0073,kg,1000,1.0,1879.5393
production_order_2026_00136,bom_fg_0136,bom_fg_0136_line_03,rm_0090,kg,1000,1.5,2021.154275
production_order_2026_00136,bom_fg_0136,bom_fg_0136_line_04,rm_0107,kg,1000,2.0,2164.0728
production_order_2026_00136,bom_fg_0136,bom_fg_0136_line_05,rm_0124,piece,1000,0.0,2251.995
production_order_2026_00137,bom_fg_0137,bom_fg_0137_line_01,rm_0061,piece,1000,0.5,1852.75368
production_order_2026_00137,bom_fg_0137,bom_fg_0137_line_02,rm_0078,kg,1000,1.0,1997.64264
production_order_2026_00137,bom_fg_0137,bom_fg_0137_line_03,rm_0095,kg,1000,1.5,2143.87488
production_order_2026_00137,bom_fg_0137,bom_fg_0137_line_04,rm_0112,kg,1000,2.0,2291.4504
production_order_2026_00137,bom_fg_0137,bom_fg_0137_line_05,rm_0129,litre,1000,0.0,2380.848
production_order_2026_00138,bom_fg_0138,bom_fg_0138_line_01,rm_0066,kg,1000,0.5,1969.859295
production_order_2026_00138,bom_fg_0138,bom_fg_0138_line_02,rm_0083,kg,1000,1.0,2119.3436
production_order_2026_00138,bom_fg_0138,bom_fg_0138_line_03,rm_0100,litre,1000,1.5,2270.210915
production_order_2026_00138,bom_fg_0138,bom_fg_0138_line_04,rm_0117,piece,1000,2.0,2422.46124
production_order_2026_00138,bom_fg_0138,bom_fg_0138_line_05,rm_0134,kg,1000,0.0,2513.263
production_order_2026_00139,bom_fg_0139,bom_fg_0139_line_01,rm_0071,kg,1000,0.5,2090.54472
production_order_2026_00139,bom_fg_0139,bom_fg_0139_line_02,rm_0088,kg,1000,1.0,2244.64218
production_order_2026_00139,bom_fg_0139,bom_fg_0139_line_03,rm_0105,kg,1000,1.5,2400.16238
production_order_2026_00139,bom_fg_0139,bom_fg_0139_line_04,rm_0122,kg,1000,2.0,2557.10532
production_order_2026_00139,bom_fg_0139,bom_fg_0139_line_05,rm_0139,kg,1000,0.0,2649.24
production_order_2026_00140,bom_fg_0140,bom_fg_0140_line_01,rm_0076,kg,1000,0.5,2214.809955
production_order_2026_00140,bom_fg_0140,bom_fg_0140_line_02,rm_0093,kg,1000,1.0,2373.53838
production_order_2026_00140,bom_fg_0140,bom_fg_0140_line_03,rm_0110,kg,1000,1.5,2533.729275
production_order_2026_00140,bom_fg_0140,bom_fg_0140_line_04,rm_0127,piece,1000,2.0,2695.38264
production_order_2026_00140,bom_fg_0140,bom_fg_0140_line_05,rm_0144,kg,1000,0.0,2788.779
production_order_2026_00141,bom_fg_0141,bom_fg_0141_line_01,rm_0081,kg,1000,0.5,2342.655
production_order_2026_00141,bom_fg_0141,bom_fg_0141_line_02,rm_0098,litre,1000,1.0,2506.0322
production_order_2026_00141,bom_fg_0141,bom_fg_0141_line_03,rm_0115,piece,1000,1.5,2670.9116
production_order_2026_00141,bom_fg_0141,bom_fg_0141_line_04,rm_0132,kg,1000,2.0,2837.2932
production_order_2026_00141,bom_fg_0141,bom_fg_0141_line_05,rm_0149,kg,1000,0.0,2931.88
production_order_2026_00142,bom_fg_0142,bom_fg_0142_line_01,rm_0086,kg,1000,0.5,2474.079855
production_order_2026_00142,bom_fg_0142,bom_fg_0142_line_02,rm_0103,kg,1000,1.0,2642.12364
production_order_2026_00142,bom_fg_0142,bom_fg_0142_line_03,rm_0120,piece,1000,1.5,2811.709355
production_order_2026_00142,bom_fg_0142,bom_fg_0142_line_04,rm_0137,kg,1000,2.0,2982.837
production_order_2026_00142,bom_fg_0142,bom_fg_0142_line_05,rm_0154,kg,1000,0.0,3078.543
production_order_2026_00143,bom_fg_0143,bom_fg_0143_line_01,rm_0091,kg,1000,0.5,2609.08452
production_order_2026_00143,bom_fg_0143,bom_fg_0143_line_02,rm_0108,kg,1000,1.0,2781.8127
production_order_2026_00143,bom_fg_0143,bom_fg_0143_line_03,rm_0125,piece,1000,1.5,2956.12254
production_order_2026_00143,bom_fg_0143,bom_fg_0143_line_04,rm_0142,kg,1000,2.0,3132.01404
production_order_2026_00143,bom_fg_0143,bom_fg_0143_line_05,rm_0159,kg,1000,0.0,3228.768
production_order_2026_00144,bom_fg_0144,bom_fg_0144_line_01,rm_0096,kg,1000,0.5,2747.668995
production_order_2026_00144,bom_fg_0144,bom_fg_0144_line_02,rm_0113,piece,1000,1.0,2925.09938
production_order_2026_00144,bom_fg_0144,bom_fg_0144_line_03,rm_0130,kg,1000,1.5,3104.151155
production_order_2026_00144,bom_fg_0144,bom_fg_0144_line_04,rm_0147,kg,1000,2.0,3284.82432
production_order_2026_00144,bom_fg_0144,bom_fg_0144_line_05,rm_0164,litre,1000,0.0,3382.555
production_order_2026_00145,bom_fg_0145,bom_fg_0145_line_01,rm_0101,litre,1000,0.5,2889.83328
production_order_2026_00145,bom_fg_0145,bom_fg_0145_line_02,rm_0118,piece,1000,1.0,3071.98368
production_order_2026_00145,bom_fg_0145,bom_fg_0145_line_03,rm_0135,kg,1000,1.5,3255.7952
production_order_2026_00145,bom_fg_0145,bom_fg_0145_line_04,rm_0152,kg,1000,2.0,3441.26784
production_order_2026_00145,bom_fg_0145,bom_fg_0145_line_05,rm_0169,kg,1000,0.0,3539.904
production_order_2026_00146,bom_fg_0146,bom_fg_0146_line_01,rm_0106,kg,1000,0.5,3035.577375
production_order_2026_00146,bom_fg_0146,bom_fg_0146_line_02,rm_0123,piece,1000,1.0,3222.4656
production_order_2026_00146,bom_fg_0146,bom_fg_0146_line_03,rm_0140,kg,1000,1.5,3411.054675
production_order_2026_00146,bom_fg_0146,bom_fg_0146_line_04,rm_0157,kg,1000,2.0,3601.3446
production_order_2026_00146,bom_fg_0146,bom_fg_0146_line_05,rm_0174,kg,1000,0.0,3700.815
production_order_2026_00147,bom_fg_0147,bom_fg_0147_line_01,rm_0111,kg,1000,0.5,3184.90128
production_order_2026_00147,bom_fg_0147,bom_fg_0147_line_02,rm_0128,piece,1000,1.0,3376.54514
production_order_2026_00147,bom_fg_0147,bom_fg_0147_line_03,rm_0145,kg,1000,1.5,3569.92958
production_order_2026_00147,bom_fg_0147,bom_fg_0147_line_04,rm_0162,litre,1000,2.0,3765.0546
production_order_2026_00147,bom_fg_0147,bom_fg_0147_line_05,rm_0179,piece,1000,0.0,3865.288
production_order_2026_00148,bom_fg_0148,bom_fg_0148_line_01,rm_0116,piece,1000,0.5,3337.804995
production_order_2026_00148,bom_fg_0148,bom_fg_0148_line_02,rm_0133,kg,1000,1.0,3534.2223
production_order_2026_00148,bom_fg_0148,bom_fg_0148_line_03,rm_0150,kg,1000,1.5,3732.419915
production_order_2026_00148,bom_fg_0148,bom_fg_0148_line_04,rm_0167,kg,1000,2.0,3932.39784
production_order_2026_00148,bom_fg_0148,bom_fg_0148_line_05,rm_0184,piece,1000,0.0,4033.323
production_order_2026_00149,bom_fg_0149,bom_fg_0149_line_01,rm_0121,piece,1000,0.5,3494.28852
production_order_2026_00149,bom_fg_0149,bom_fg_0149_line_02,rm_0138,kg,1000,1.0,3695.49708
production_order_2026_00149,bom_fg_0149,bom_fg_0149_line_03,rm_0155,kg,1000,1.5,3898.52568
production_order_2026_00149,bom_fg_0149,bom_fg_0149_line_04,rm_0172,kg,1000,2.0,4103.37432
production_order_2026_00149,bom_fg_0149,bom_fg_0149_line_05,rm_0189,piece,1000,0.0,4204.92
production_order_2026_00150,bom_fg_0150,bom_fg_0150_line_01,rm_0126,piece,1000,0.5,3654.351855
production_order_2026_00150,bom_fg_0150,bom_fg_0150_line_02,rm_0143,kg,1000,1.0,3860.36948
production_order_2026_00150,bom_fg_0150,bom_fg_0150_line_03,rm_0160,kg,1000,1.5,4068.246875
production_order_2026_00150,bom_fg_0150,bom_fg_0150_line_04,rm_0177,piece,1000,2.0,4277.98404
production_order_2026_00150,bom_fg_0150,bom_fg_0150_line_05,rm_0194,kg,1000,0.0,4380.079
production_order_2026_00151,bom_fg_0151,bom_fg_0151_line_01,rm_0131,kg,1000,0.5,3817.995
production_order_2026_00151,bom_fg_0151,bom_fg_0151_line_02,rm_0148,kg,1000,1.0,4028.8395
production_order_2026_00151,bom_fg_0151,bom_fg_0151_line_03,rm_0165,litre,1000,1.5,4241.5835
production_order_2026_00151,bom_fg_0151,bom_fg_0151_line_04,rm_0182,piece,1000,2.0,4456.227
production_order_2026_00151,bom_fg_0151,bom_fg_0151_line_05,rm_0199,kg,1000,0.0,4558.8
production_order_2026_00152,bom_fg_0152,bom_fg_0152_line_01,rm_0136,litre,1000,0.5,3985.217955
production_order_2026_00152,bom_fg_0152,bom_fg_0152_line_02,rm_0153,kg,1000,1.0,4200.90714
production_order_2026_00152,bom_fg_0152,bom_fg_0152_line_03,rm_0170,kg,1000,1.5,4418.535555
production_order_2026_00152,bom_fg_0152,bom_fg_0152_line_04,rm_0187,piece,1000,2.0,4638.1032
production_order_2026_00152,bom_fg_0152,bom_fg_0152_line_05,rm_0204,kg,1000,0.0,4741.083
production_order_2026_00153,bom_fg_0153,bom_fg_0153_line_01,rm_0141,litre,1000,0.5,4156.02072
production_order_2026_00153,bom_fg_0153,bom_fg_0153_line_02,rm_0158,kg,1000,1.0,4376.5724
production_order_2026_00153,bom_fg_0153,bom_fg_0153_line_03,rm_0175,kg,1000,1.5,4599.10304
production_order_2026_00153,bom_fg_0153,bom_fg_0153_line_04,rm_0192,piece,1000,2.0,4823.61264
production_order_2026_00153,bom_fg_0153,bom_fg_0153_line_05,rm_0209,kg,1000,0.0,4926.928
production_order_2026_00154,bom_fg_0154,bom_fg_0154_line_01,rm_0146,kg,1000,0.5,4330.403295
production_order_2026_00154,bom_fg_0154,bom_fg_0154_line_02,rm_0163,litre,1000,1.0,4555.83528
production_order_2026_00154,bom_fg_0154,bom_fg_0154_line_03,rm_0180,piece,1000,1.5,4783.285955
production_order_2026_00154,bom_fg_0154,bom_fg_0154_line_04,rm_0197,kg,1000,2.0,5012.75532
production_order_2026_00154,bom_fg_0154,bom_fg_0154_line_05,rm_0214,kg,1000,0.0,243.635
production_order_2026_00155,bom_fg_0155,bom_fg_0155_line_01,rm_0151,kg,1000,0.5,4508.36568
production_order_2026_00155,bom_fg_0155,bom_fg_0155_line_02,rm_0168,kg,1000,1.0,4738.69578
production_order_2026_00155,bom_fg_0155,bom_fg_0155_line_03,rm_0185,piece,1000,1.5,4971.0843
production_order_2026_00155,bom_fg_0155,bom_fg_0155_line_04,rm_0202,kg,1000,2.0,5205.53124
production_order_2026_00155,bom_fg_0155,bom_fg_0155_line_05,rm_0219,kg,1000,0.0,340.704
production_order_2026_00156,bom_fg_0156,bom_fg_0156_line_01,rm_0156,kg,1000,0.5,4689.907875
production_order_2026_00156,bom_fg_0156,bom_fg_0156_line_02,rm_0173,kg,1000,1.0,4925.1539
production_order_2026_00156,bom_fg_0156,bom_fg_0156_line_03,rm_0190,piece,1000,1.5,5162.498075
production_order_2026_00156,bom_fg_0156,bom_fg_0156_line_04,rm_0207,kg,1000,2.0,236.1504
production_order_2026_00156,bom_fg_0156,bom_fg_0156_line_05,rm_0224,kg,1000,0.0,441.335
production_order_2026_00157,bom_fg_0157,bom_fg_0157_line_01,rm_0161,litre,1000,0.5,4875.02988
production_order_2026_00157,bom_fg_0157,bom_fg_0157_line_02,rm_0178,piece,1000,1.0,5115.20964
production_order_2026_00157,bom_fg_0157,bom_fg_0157_line_03,rm_0195,kg,1000,1.5,5357.52728
production_order_2026_00157,bom_fg_0157,bom_fg_0157_line_04,rm_0212,kg,1000,2.0,338.3748
production_order_2026_00157,bom_fg_0157,bom_fg_0157_line_05,rm_0229,litre,1000,0.0,545.528
production_order_2026_00158,bom_fg_0158,bom_fg_0158_line_01,rm_0166,litre,1000,0.5,5063.731695
production_order_2026_00158,bom_fg_0158,bom_fg_0158_line_02,rm_0183,piece,1000,1.0,5308.863
production_order_2026_00158,bom_fg_0158,bom_fg_0158_line_03,rm_0200,litre,1000,1.5,5556.171915
production_order_2026_00158,bom_fg_0158,bom_fg_0158_line_04,rm_0217,kg,1000,2.0,444.23244
production_order_2026_00158,bom_fg_0158,bom_fg_0158_line_05,rm_0234,kg,1000,0.0,653.283
production_order_2026_00159,bom_fg_0159,bom_fg_0159_line_01,rm_0171,kg,1000,0.5,5256.01332
production_order_2026_00159,bom_fg_0159,bom_fg_0159_line_02,rm_0188,piece,1000,1.0,5506.11398
production_order_2026_00159,bom_fg_0159,bom_fg_0159_line_03,rm_0205,litre,1000,1.5,325.94898
production_order_2026_00159,bom_fg_0159,bom_fg_0159_line_04,rm_0222,kg,1000,2.0,553.72332
production_order_2026_00159,bom_fg_0159,bom_fg_0159_line_05,rm_0239,kg,1000,0.0,764.6
production_order_2026_00160,bom_fg_0160,bom_fg_0160_line_01,rm_0176,kg,1000,0.5,5451.874755
production_order_2026_00160,bom_fg_0160,bom_fg_0160_line_02,rm_0193,litre,1000,1.0,5706.96258
production_order_2026_00160,bom_fg_0160,bom_fg_0160_line_03,rm_0210,kg,1000,1.5,434.485975
production_order_2026_00160,bom_fg_0160,bom_fg_0160_line_04,rm_0227,litre,1000,2.0,666.84744
production_order_2026_00160,bom_fg_0160,bom_fg_0160_line_05,rm_0244,piece,1000,0.0,879.479
production_order_2026_00161,bom_fg_0161,bom_fg_0161_line_01,rm_0181,piece,1000,0.5,5651.316
production_order_2026_00161,bom_fg_0161,bom_fg_0161_line_02,rm_0198,kg,1000,1.0,311.9688
production_order_2026_00161,bom_fg_0161,bom_fg_0161_line_03,rm_0215,kg,1000,1.5,546.6384
production_order_2026_00161,bom_fg_0161,bom_fg_0161_line_04,rm_0232,kg,1000,2.0,783.6048
production_order_2026_00161,bom_fg_0161,bom_fg_0161_line_05,rm_0249,piece,1000,0.0,997.92
production_order_2026_00162,bom_fg_0162,bom_fg_0162_line_01,rm_0186,kg,1000,0.5,5854.337055
production_order_2026_00162,bom_fg_0162,bom_fg_0162_line_02,rm_0203,kg,1000,1.0,423.15364
production_order_2026_00162,bom_fg_0162,bom_fg_0162_line_03,rm_0220,kg,1000,1.5,662.406255
production_order_2026_00162,bom_fg_0162,bom_fg_0162_line_04,rm_0237,kg,1000,2.0,903.9954
production_order_2026_00162,bom_fg_0162,bom_fg_0162_line_05,rm_0254,piece,1000,0.0,1119.923
production_order_2026_00163,bom_fg_0163,bom_fg_0163_line_01,rm_0191,piece,1000,0.5,296.45892
production_order_2026_00163,bom_fg_0163,bom_fg_0163_line_02,rm_0208,kg,1000,1.0,537.9361
production_order_2026_00163,bom_fg_0163,bom_fg_0163_line_03,rm_0225,litre,1000,1.5,781.78954
production_order_2026_00163,bom_fg_0163,bom_fg_0163_line_04,rm_0242,piece,1000,2.0,1028.01924
production_order_2026_00163,bom_fg_0163,bom_fg_0163_line_05,rm_0259,kg,1000,0.0,1245.488
production_order_2026_00164,bom_fg_0164,bom_fg_0164_line_01,rm_0196,kg,1000,0.5,410.260095
production_order_2026_00164,bom_fg_0164,bom_fg_0164_line_02,rm_0213,kg,1000,1.0,656.31618
production_order_2026_00164,bom_fg_0164,bom_fg_0164_line_03,rm_0230,litre,1000,1.5,904.788255
production_order_2026_00164,bom_fg_0164,bom_fg_0164_line_04,rm_0247,piece,1000,2.0,1155.67632
production_order_2026_00164,bom_fg_0164,bom_fg_0164_line_05,rm_0264,litre,1000,0.0,1374.615
production_order_2026_00165,bom_fg_0165,bom_fg_0165_line_01,rm_0201,kg,1000,0.5,527.64108
production_order_2026_00165,bom_fg_0165,bom_fg_0165_line_02,rm_0218,kg,1000,1.0,778.29388
production_order_2026_00165,bom_fg_0165,bom_fg_0165_line_03,rm_0235,kg,1000,1.5,1031.4024
production_order_2026_00165,bom_fg_0165,bom_fg_0165_line_04,rm_0252,piece,1000,2.0,1286.96664
production_order_2026_00165,bom_fg_0165,bom_fg_0165_line_05,rm_0269,litre,1000,0.0,1507.304
production_order_2026_00166,bom_fg_0166,bom_fg_0166_line_01,rm_0206,kg,1000,0.5,648.601875
production_order_2026_00166,bom_fg_0166,bom_fg_0166_line_02,rm_0223,kg,1000,1.0,903.8692
