contract_code,employee_code,contract_type,effective_from,effective_to,base_salary,currency_code,status,notes
contract_2024_0193,vmk0193,fixed_term_36_months,2024-01-01,,15000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0194,vmk0194,indefinite,2024-01-01,,17750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0195,vmk0195,indefinite,2024-11-10,,27500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0196,vmk0196,indefinite,2024-01-01,,23250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0197,vmk0197,fixed_term_36_months,2024-01-01,,25000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0198,vmk0198,indefinite,2024-01-01,,27750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0199,vmk0199,indefinite,2024-01-01,,25500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0200,vmk0200,indefinite,2024-01-01,,18250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0201,vmk0201,fixed_term_36_months,2024-01-01,,24000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0202,vmk0202,indefinite,2024-01-01,,22750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0203,vmk0203,indefinite,2024-01-01,,13500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0204,vmk0204,indefinite,2024-01-01,,24250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0205,vmk0205,fixed_term_36_months,2024-01-01,,25000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0206,vmk0206,indefinite,2024-01-01,,27750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0207,vmk0207,indefinite,2024-01-01,,30500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0208,vmk0208,indefinite,2024-04-03,,23250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0209,vmk0209,fixed_term_36_months,2024-01-01,,13500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0210,vmk0210,indefinite,2024-01-01,,16250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0211,vmk0211,indefinite,2024-01-01,,18500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0212,vmk0212,indefinite,2024-01-01,,19250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0213,vmk0213,fixed_term_36_months,2024-01-01,,24000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0214,vmk0214,indefinite,2024-01-01,,16750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0215,vmk0215,indefinite,2024-01-01,,27500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0216,vmk0216,indefinite,2024-01-01,,23250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0217,vmk0217,fixed_term_36_months,2024-01-01,,22000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0218,vmk0218,indefinite,2024-01-01,,15750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0219,vmk0219,indefinite,2024-01-01,,25500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0220,vmk0220,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0221,vmk0221,fixed_term_36_months,2024-09-21,,22000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0222,vmk0222,indefinite,2024-01-01,,21750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0223,vmk0223,indefinite,2024-01-01,,18000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0224,vmk0224,indefinite,2024-01-01,,17250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0225,vmk0225,fixed_term_36_months,2024-01-01,,38000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0226,vmk0226,indefinite,2024-01-01,,12750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0227,vmk0227,indefinite,2024-01-01,,39500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0228,vmk0228,indefinite,2024-01-01,,22250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0229,vmk0229,fixed_term_36_months,2024-01-01,,20000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0230,vmk0230,indefinite,2024-01-01,,27750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0231,vmk0231,indefinite,2024-01-01,,17500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0232,vmk0232,indefinite,2024-01-01,,28250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0233,vmk0233,fixed_term_36_months,2024-01-01,,38000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0234,vmk0234,indefinite,2024-02-14,,13750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0235,vmk0235,indefinite,2024-01-01,,22500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0236,vmk0236,indefinite,2024-01-01,,21250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0237,vmk0237,fixed_term_36_months,2024-01-01,,15000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0238,vmk0238,indefinite,2024-01-01,,29750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0239,vmk0239,indefinite,2024-01-01,,22500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0240,vmk0240,indefinite,2024-01-01,,31250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0241,vmk0241,fixed_term_36_months,2024-01-01,,19000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0242,vmk0242,indefinite,2024-01-01,,22750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0243,vmk0243,indefinite,2024-01-01,,25500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0244,vmk0244,indefinite,2024-01-01,,24250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0245,vmk0245,fixed_term_36_months,2024-01-01,,26000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0246,vmk0246,indefinite,2024-01-01,,20750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0247,vmk0247,indefinite,2024-07-07,,21500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0248,vmk0248,indefinite,2024-01-01,,18250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0249,vmk0249,fixed_term_36_months,2024-01-01,,13000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0250,vmk0250,indefinite,2024-01-01,,22750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0251,vmk0251,indefinite,2024-01-01,,27500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0252,vmk0252,indefinite,2024-01-01,,23250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0253,vmk0253,fixed_term_36_months,2024-01-01,,27000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0254,vmk0254,indefinite,2024-01-01,,17250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0255,vmk0255,indefinite,2024-01-01,,30500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0256,vmk0256,indefinite,2024-01-01,,29250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0257,vmk0257,fixed_term_36_months,2024-01-01,,13500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0258,vmk0258,indefinite,2024-01-01,,23750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0259,vmk0259,indefinite,2024-01-01,,23500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0260,vmk0260,indefinite,2024-12-25,,14250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0261,vmk0261,fixed_term_36_months,2024-01-01,,21000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0262,vmk0262,indefinite,2024-01-01,,19250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0263,vmk0263,indefinite,2024-01-01,,28500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0264,vmk0264,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0265,vmk0265,fixed_term_36_months,2024-01-01,,22000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0266,vmk0266,indefinite,2024-01-01,,28750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0267,vmk0267,indefinite,2024-01-01,,18500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0268,vmk0268,indefinite,2024-01-01,,14250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0269,vmk0269,fixed_term_36_months,2024-01-01,,27000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0270,vmk0270,indefinite,2024-01-01,,41750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0271,vmk0271,indefinite,2024-01-01,,16500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0272,vmk0272,indefinite,2024-01-01,,31250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0273,vmk0273,fixed_term_36_months,2024-05-18,,23000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0274,vmk0274,indefinite,2024-01-01,,24750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0275,vmk0275,indefinite,2024-01-01,,22500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0276,vmk0276,indefinite,2024-01-01,,23250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0277,vmk0277,fixed_term_36_months,2024-01-01,,26000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0278,vmk0278,indefinite,2024-01-01,,22750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0279,vmk0279,indefinite,2024-01-01,,20000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0280,vmk0280,indefinite,2024-01-01,,28250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0281,vmk0281,fixed_term_36_months,2024-01-01,,24000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0282,vmk0282,indefinite,2024-01-01,,13750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0283,vmk0283,indefinite,2024-01-01,,21500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0284,vmk0284,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0285,vmk0285,fixed_term_36_months,2024-01-01,,15000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0286,vmk0286,indefinite,2024-10-11,,23750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0287,vmk0287,indefinite,2024-01-01,,27500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0288,vmk0288,indefinite,2024-01-01,,29250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0289,vmk0289,fixed_term_36_months,2024-01-01,,22000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0290,vmk0290,indefinite,2024-01-01,,23750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0291,vmk0291,indefinite,2024-01-01,,13500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0292,vmk0292,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0293,vmk0293,fixed_term_36_months,2024-01-01,,31000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0294,vmk0294,indefinite,2024-01-01,,26750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0295,vmk0295,indefinite,2024-01-01,,24500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0296,vmk0296,indefinite,2024-01-01,,18250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0297,vmk0297,fixed_term_36_months,2024-01-01,,24000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0298,vmk0298,indefinite,2024-01-01,,19750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0299,vmk0299,indefinite,2024-03-04,,23500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0300,vmk0300,indefinite,2024-01-01,,30250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0301,vmk0301,fixed_term_36_months,2024-01-01,,20000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0302,vmk0302,indefinite,2024-01-01,,29750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0303,vmk0303,indefinite,2024-01-01,,32500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0304,vmk0304,indefinite,2024-01-01,,23250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0305,vmk0305,fixed_term_36_months,2024-01-01,,24000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0306,vmk0306,indefinite,2024-01-01,,22750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0307,vmk0307,indefinite,2024-01-01,,20500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0308,vmk0308,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0309,vmk0309,fixed_term_36_months,2024-01-01,,29000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0310,vmk0310,indefinite,2024-01-01,,18750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0311,vmk0311,indefinite,2024-01-01,,21500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0312,vmk0312,indefinite,2024-08-22,,27250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0313,vmk0313,fixed_term_36_months,2024-01-01,,15500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0314,vmk0314,indefinite,2024-01-01,,20750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0315,vmk0315,indefinite,2024-01-01,,29500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0316,vmk0316,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0317,vmk0317,fixed_term_36_months,2024-01-01,,28000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0318,vmk0318,indefinite,2024-01-01,,25750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0319,vmk0319,indefinite,2024-01-01,,30500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0320,vmk0320,indefinite,2024-01-01,,31250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0321,vmk0321,fixed_term_36_months,2024-01-01,,24000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0322,vmk0322,indefinite,2024-01-01,,24750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0323,vmk0323,indefinite,2024-01-01,,23500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0324,vmk0324,indefinite,2024-01-01,,28250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0325,vmk0325,fixed_term_36_months,2024-01-15,,29000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0326,vmk0326,indefinite,2024-01-01,,25750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0327,vmk0327,indefinite,2024-01-01,,20000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0328,vmk0328,indefinite,2024-01-01,,29250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0329,vmk0329,fixed_term_36_months,2024-01-01,,18000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0330,vmk0330,indefinite,2024-01-01,,13750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0331,vmk0331,indefinite,2024-01-01,,17000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0332,vmk0332,indefinite,2024-01-01,,40250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0333,vmk0333,fixed_term_36_months,2024-01-01,,16500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0334,vmk0334,indefinite,2024-01-01,,29750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0335,vmk0335,indefinite,2024-01-01,,30500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0336,vmk0336,indefinite,2024-01-01,,31250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0337,vmk0337,fixed_term_36_months,2024-01-01,,28000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0338,vmk0338,indefinite,2024-06-08,,23750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0339,vmk0339,indefinite,2024-01-01,,25500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0340,vmk0340,indefinite,2024-01-01,,30250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0341,vmk0341,fixed_term_36_months,2024-01-01,,27000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0342,vmk0342,indefinite,2024-01-01,,26750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0343,vmk0343,indefinite,2024-01-01,,17500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0344,vmk0344,indefinite,2024-01-01,,27250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0345,vmk0345,fixed_term_36_months,2024-01-01,,24000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0346,vmk0346,indefinite,2024-01-01,,20750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0347,vmk0347,indefinite,2024-01-01,,17000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0348,vmk0348,indefinite,2024-01-01,,40250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0349,vmk0349,fixed_term_36_months,2024-01-01,,26000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0350,vmk0350,indefinite,2024-01-01,,17250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0351,vmk0351,indefinite,2024-11-01,,20000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0352,vmk0352,indefinite,2024-01-01,,23250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0353,vmk0353,fixed_term_36_months,2024-01-01,,12000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0354,vmk0354,indefinite,2024-01-01,,26750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0355,vmk0355,indefinite,2024-01-01,,19500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0356,vmk0356,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0357,vmk0357,fixed_term_36_months,2024-01-01,,27000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0358,vmk0358,indefinite,2024-01-01,,20750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0359,vmk0359,indefinite,2024-01-01,,27500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0360,vmk0360,indefinite,2024-01-01,,22250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0361,vmk0361,fixed_term_36_months,2024-01-01,,15500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0362,vmk0362,indefinite,2024-01-01,,24750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0363,vmk0363,indefinite,2024-01-01,,13500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0364,vmk0364,indefinite,2024-04-19,,17750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0365,vmk0365,fixed_term_36_months,2024-01-01,,22000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0366,vmk0366,indefinite,2024-01-01,,41750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0367,vmk0367,indefinite,2024-01-01,,28500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0368,vmk0368,indefinite,2024-01-01,,31250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0369,vmk0369,fixed_term_36_months,2024-01-01,,18000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0370,vmk0370,indefinite,2024-01-01,,14250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0371,vmk0371,indefinite,2024-01-01,,24500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0372,vmk0372,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0373,vmk0373,fixed_term_36_months,2024-01-01,,29000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0374,vmk0374,indefinite,2024-01-01,,19250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0375,vmk0375,indefinite,2024-01-01,,23500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0376,vmk0376,indefinite,2024-01-01,,28250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0377,vmk0377,fixed_term_36_months,2024-09-12,,26000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0378,vmk0378,indefinite,2024-01-01,,13750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0379,vmk0379,indefinite,2024-01-01,,29500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0380,vmk0380,indefinite,2024-01-01,,22250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0381,vmk0381,fixed_term_36_months,2024-01-01,,29000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0382,vmk0382,indefinite,2024-01-01,,20750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0383,vmk0383,indefinite,2024-01-01,,19500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0384,vmk0384,indefinite,2024-01-01,,17250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0385,vmk0385,fixed_term_36_months,2024-01-01,,26000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
