request_code,employee_code,leave_type_code,starts_on,ends_on,is_paid,reason,status,decided_at,decision_note
leave_2025_00169,vmk0030,maternity_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2024-12-29T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00170,vmk0047,family_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00171,vmk0064,annual_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00172,vmk0081,sick_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00173,vmk0098,personal_unpaid,2025-05-05,2025-05-06,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-05-02T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00174,vmk0115,maternity_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-12-15T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00175,vmk0132,family_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00176,vmk0149,annual_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00177,vmk0166,sick_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00178,vmk0183,personal_unpaid,2026-04-22,2026-04-22,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-04-19T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00179,vmk0200,maternity_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-11-08T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00180,vmk0217,family_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00181,vmk0234,annual_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00182,vmk0251,sick_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00183,vmk0268,personal_unpaid,2025-03-15,2025-03-17,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-03-12T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00184,vmk0285,maternity_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-10-01T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00185,vmk0302,family_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00186,vmk0319,annual_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00187,vmk0336,sick_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00188,vmk0353,personal_unpaid,2026-02-08,2026-02-09,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-02-05T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00189,vmk0370,maternity_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-09-18T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00190,vmk0387,family_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00191,vmk0404,annual_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00192,vmk0421,sick_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00193,vmk0438,personal_unpaid,2025-01-01,2025-01-01,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2024-12-29T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00194,vmk0455,maternity_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-08-11T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00195,vmk0472,family_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00196,vmk0489,annual_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00197,vmk0506,sick_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00198,vmk0523,personal_unpaid,2026-12-18,2026-12-20,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-12-15T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00199,vmk0540,maternity_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-07-04T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00200,vmk0557,family_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00201,vmk0004,annual_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00202,vmk0021,sick_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00203,vmk0038,personal_unpaid,2025-11-11,2025-11-12,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-11-08T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00204,vmk0055,maternity_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-06-21T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00205,vmk0072,family_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00206,vmk0089,annual_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00207,vmk0106,sick_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00208,vmk0123,personal_unpaid,2026-10-04,2026-10-04,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-10-01T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00209,vmk0140,maternity_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-05-14T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00210,vmk0157,family_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00211,vmk0174,annual_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00212,vmk0191,sick_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00213,vmk0208,personal_unpaid,2025-09-21,2025-09-23,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-09-18T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00214,vmk0225,maternity_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-04-07T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00215,vmk0242,family_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00216,vmk0259,annual_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00217,vmk0276,sick_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00218,vmk0293,personal_unpaid,2026-08-14,2026-08-15,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-08-11T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00219,vmk0310,maternity_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-02-28T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00220,vmk0327,family_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00221,vmk0344,annual_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00222,vmk0361,sick_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00223,vmk0378,personal_unpaid,2025-07-07,2025-07-07,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-07-04T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00224,vmk0395,maternity_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-02-17T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00225,vmk0412,family_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00226,vmk0429,annual_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00227,vmk0446,sick_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00228,vmk0463,personal_unpaid,2026-06-24,2026-06-26,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-06-21T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00229,vmk0480,maternity_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-01-10T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00230,vmk0497,family_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00231,vmk0514,annual_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00232,vmk0531,sick_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00233,vmk0548,personal_unpaid,2025-05-17,2025-05-18,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-05-14T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00234,vmk0565,maternity_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-12-03T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00235,vmk0012,family_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00236,vmk0029,annual_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00237,vmk0046,sick_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00238,vmk0063,personal_unpaid,2026-04-10,2026-04-10,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-04-07T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00239,vmk0080,maternity_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-11-20T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00240,vmk0097,family_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00241,vmk0114,annual_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00242,vmk0131,sick_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00243,vmk0148,personal_unpaid,2025-03-03,2025-03-05,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-02-28T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00244,vmk0165,maternity_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-10-13T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00245,vmk0182,family_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00246,vmk0199,annual_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00247,vmk0216,sick_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00248,vmk0233,personal_unpaid,2026-02-20,2026-02-21,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-02-17T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00249,vmk0250,maternity_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-09-06T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00250,vmk0267,family_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00251,vmk0284,annual_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00252,vmk0301,sick_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00253,vmk0318,personal_unpaid,2025-01-13,2025-01-13,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-01-10T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00254,vmk0335,maternity_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-07-30T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00255,vmk0352,family_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00256,vmk0369,annual_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00257,vmk0386,sick_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00258,vmk0403,personal_unpaid,2026-12-06,2026-12-08,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-12-03T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00259,vmk0420,maternity_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-07-16T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00260,vmk0437,family_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00261,vmk0454,annual_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00262,vmk0471,sick_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00263,vmk0488,personal_unpaid,2025-11-23,2025-11-24,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-11-20T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00264,vmk0505,maternity_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-06-09T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00265,vmk0522,family_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00266,vmk0539,annual_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00267,vmk0556,sick_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00268,vmk0003,personal_unpaid,2026-10-16,2026-10-16,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-10-13T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00269,vmk0020,maternity_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-05-02T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00270,vmk0037,family_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00271,vmk0054,annual_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00272,vmk0071,sick_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00273,vmk0088,personal_unpaid,2025-09-09,2025-09-11,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-09-06T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00274,vmk0105,maternity_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-04-19T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00275,vmk0122,family_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00276,vmk0139,annual_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00277,vmk0156,sick_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00278,vmk0173,personal_unpaid,2026-08-02,2026-08-03,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-07-30T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00279,vmk0190,maternity_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-03-12T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00280,vmk0207,family_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00281,vmk0224,annual_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00282,vmk0241,sick_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00283,vmk0258,personal_unpaid,2025-07-19,2025-07-19,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-07-16T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00284,vmk0275,maternity_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-02-05T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00285,vmk0292,family_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00286,vmk0309,annual_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00287,vmk0326,sick_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00288,vmk0343,personal_unpaid,2026-06-12,2026-06-14,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-06-09T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00289,vmk0360,maternity_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2024-12-29T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00290,vmk0377,family_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00291,vmk0394,annual_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00292,vmk0411,sick_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00293,vmk0428,personal_unpaid,2025-05-05,2025-05-06,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-05-02T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00294,vmk0445,maternity_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-12-15T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00295,vmk0462,family_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00296,vmk0479,annual_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00297,vmk0496,sick_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00298,vmk0513,personal_unpaid,2026-04-22,2026-04-22,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-04-19T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00299,vmk0530,maternity_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-11-08T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00300,vmk0547,family_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00301,vmk0564,annual_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00302,vmk0011,sick_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00303,vmk0028,personal_unpaid,2025-03-15,2025-03-17,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-03-12T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00304,vmk0045,maternity_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-10-01T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00305,vmk0062,family_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00306,vmk0079,annual_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00307,vmk0096,sick_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00308,vmk0113,personal_unpaid,2026-02-08,2026-02-09,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-02-05T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00309,vmk0130,maternity_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-09-18T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00310,vmk0147,family_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00311,vmk0164,annual_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00312,vmk0181,sick_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00313,vmk0198,personal_unpaid,2025-01-01,2025-01-01,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2024-12-29T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00314,vmk0215,maternity_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-08-11T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00315,vmk0232,family_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00316,vmk0249,annual_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00317,vmk0266,sick_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00318,vmk0283,personal_unpaid,2026-12-18,2026-12-20,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-12-15T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00319,vmk0300,maternity_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-07-04T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00320,vmk0317,family_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00321,vmk0334,annual_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00322,vmk0351,sick_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00323,vmk0368,personal_unpaid,2025-11-11,2025-11-12,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-11-08T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00324,vmk0385,maternity_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-06-21T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00325,vmk0402,family_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00326,vmk0419,annual_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00327,vmk0436,sick_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00328,vmk0453,personal_unpaid,2026-10-04,2026-10-04,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-10-01T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00329,vmk0470,maternity_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-05-14T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00330,vmk0487,family_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00331,vmk0504,annual_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00332,vmk0521,sick_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00333,vmk0538,personal_unpaid,2025-09-21,2025-09-23,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-09-18T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00334,vmk0555,maternity_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-04-07T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00335,vmk0002,family_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00336,vmk0019,annual_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
