item_code,location_code,lot_code,on_hand_quantity
fg_0072,wh_finished_north_z02,production_lot_2026_00272,8171.0
fg_0072,wh_finished_north_z06,lot_fg_0072_02,19413.0
fg_0072,wh_finished_north_z08,lot_fg_0072_02,13649.0
fg_0073,wh_cold_z03,lot_fg_0073_01,13012.0
fg_0073,wh_cold_z05,lot_fg_0073_01,19248.0
fg_0073,wh_finished_north_z09,lot_fg_0073_01,13750.0
fg_0073,wh_finished_south_z03,production_lot_2026_00073,2072.0
fg_0073,wh_finished_south_z03,production_lot_2026_00273,8272.0
fg_0074,wh_cold_z06,lot_fg_0074_02,19349.0
fg_0074,wh_finished_north_z04,production_lot_2026_00074,2173.0
fg_0074,wh_finished_north_z04,production_lot_2026_00274,8373.0
fg_0074,wh_finished_north_z10,lot_fg_0074_02,13851.0
fg_0074,wh_packaging_z02,lot_fg_0074_02,12847.0
fg_0075,wh_cold_z07,lot_fg_0075_01,19450.0
fg_0075,wh_cold_z09,lot_fg_0075_01,13686.0
fg_0075,wh_finished_south_z05,production_lot_2026_00075,2274.0
fg_0075,wh_finished_south_z05,production_lot_2026_00275,8474.0
fg_0075,wh_packaging_z03,lot_fg_0075_01,12948.0
fg_0076,wh_cold_z10,lot_fg_0076_02,13787.0
fg_0076,wh_finished_north_z06,production_lot_2026_00076,2375.0
fg_0076,wh_finished_north_z06,production_lot_2026_00276,8575.0
fg_0076,wh_packaging_z04,lot_fg_0076_02,13049.0
fg_0076,wh_packaging_z06,lot_fg_0076_02,19285.0
fg_0077,wh_cold_z01,lot_fg_0077_01,13888.0
fg_0077,wh_finished_south_z07,production_lot_2026_00077,2476.0
fg_0077,wh_finished_south_z07,production_lot_2026_00277,8676.0
fg_0077,wh_packaging_z07,lot_fg_0077_01,19386.0
fg_0077,wh_raw_south_z03,lot_fg_0077_01,12884.0
fg_0078,wh_finished_north_z08,production_lot_2026_00078,2577.0
fg_0078,wh_finished_north_z08,production_lot_2026_00278,8777.0
fg_0078,wh_packaging_z08,lot_fg_0078_02,19487.0
fg_0078,wh_packaging_z10,lot_fg_0078_02,13723.0
fg_0078,wh_raw_south_z04,lot_fg_0078_02,12985.0
fg_0079,wh_finished_south_z09,production_lot_2026_00079,2678.0
fg_0079,wh_finished_south_z09,production_lot_2026_00279,1878.0
fg_0079,wh_packaging_z01,lot_fg_0079_01,13824.0
fg_0079,wh_raw_south_z05,lot_fg_0079_01,13086.0
fg_0079,wh_raw_south_z07,lot_fg_0079_01,19322.0
fg_0080,wh_finished_north_z10,production_lot_2026_00080,2779.0
fg_0080,wh_finished_north_z10,production_lot_2026_00280,1979.0
fg_0080,wh_packaging_z02,lot_fg_0080_02,13925.0
fg_0080,wh_raw_north_z04,lot_fg_0080_02,12921.0
fg_0080,wh_raw_south_z08,lot_fg_0080_02,19423.0
fg_0081,wh_finished_south_z01,production_lot_2026_00081,2880.0
fg_0081,wh_finished_south_z01,production_lot_2026_00281,2080.0
fg_0081,wh_raw_north_z05,lot_fg_0081_01,13022.0
fg_0081,wh_raw_south_z01,lot_fg_0081_01,13760.0
fg_0081,wh_raw_south_z09,lot_fg_0081_01,19524.0
fg_0082,wh_finished_north_z02,production_lot_2026_00082,2981.0
fg_0082,wh_finished_north_z02,production_lot_2026_00282,2181.0
fg_0082,wh_raw_north_z06,lot_fg_0082_02,13123.0
fg_0082,wh_raw_north_z08,lot_fg_0082_02,19359.0
fg_0082,wh_raw_south_z02,lot_fg_0082_02,13861.0
fg_0083,wh_finished_south_z03,production_lot_2026_00083,3082.0
fg_0083,wh_finished_south_z03,production_lot_2026_00283,2282.0
fg_0083,wh_finished_south_z05,lot_fg_0083_01,12958.0
fg_0083,wh_raw_north_z09,lot_fg_0083_01,19460.0
fg_0083,wh_raw_south_z03,lot_fg_0083_01,13962.0
fg_0084,wh_finished_north_z04,production_lot_2026_00084,3183.0
fg_0084,wh_finished_north_z04,production_lot_2026_00284,2383.0
fg_0084,wh_finished_south_z06,lot_fg_0084_02,13059.0
fg_0084,wh_raw_north_z02,lot_fg_0084_02,13797.0
fg_0084,wh_raw_north_z10,lot_fg_0084_02,19561.0
fg_0085,wh_finished_south_z05,production_lot_2026_00085,3284.0
fg_0085,wh_finished_south_z05,production_lot_2026_00285,2484.0
fg_0085,wh_finished_south_z07,lot_fg_0085_01,13160.0
fg_0085,wh_finished_south_z09,lot_fg_0085_01,19396.0
fg_0085,wh_raw_north_z03,lot_fg_0085_01,13898.0
fg_0086,wh_finished_north_z06,lot_fg_0086_02,12995.0
fg_0086,wh_finished_north_z06,production_lot_2026_00086,3385.0
fg_0086,wh_finished_north_z06,production_lot_2026_00286,2585.0
fg_0086,wh_finished_south_z10,lot_fg_0086_02,19497.0
fg_0086,wh_raw_north_z04,lot_fg_0086_02,13999.0
fg_0087,wh_finished_north_z07,lot_fg_0087_01,13096.0
fg_0087,wh_finished_south_z01,lot_fg_0087_01,19598.0
fg_0087,wh_finished_south_z03,lot_fg_0087_01,13834.0
fg_0087,wh_finished_south_z07,production_lot_2026_00087,3486.0
fg_0087,wh_finished_south_z07,production_lot_2026_00287,2686.0
fg_0088,wh_finished_north_z08,lot_fg_0088_02,13197.0
fg_0088,wh_finished_north_z08,production_lot_2026_00088,3587.0
fg_0088,wh_finished_north_z08,production_lot_2026_00288,2787.0
fg_0088,wh_finished_north_z10,lot_fg_0088_02,19433.0
fg_0088,wh_finished_south_z04,lot_fg_0088_02,13935.0
fg_0089,wh_cold_z07,lot_fg_0089_01,13032.0
fg_0089,wh_finished_north_z01,lot_fg_0089_01,19534.0
fg_0089,wh_finished_south_z05,lot_fg_0089_01,14036.0
fg_0089,wh_finished_south_z09,production_lot_2026_00089,3688.0
fg_0089,wh_finished_south_z09,production_lot_2026_00289,2888.0
fg_0090,wh_cold_z08,lot_fg_0090_02,13133.0
fg_0090,wh_finished_north_z02,lot_fg_0090_02,19635.0
fg_0090,wh_finished_north_z04,lot_fg_0090_02,13871.0
fg_0090,wh_finished_north_z10,production_lot_2026_00090,3789.0
fg_0090,wh_finished_north_z10,production_lot_2026_00290,2989.0
fg_0091,wh_cold_z01,lot_fg_0091_01,19470.0
fg_0091,wh_cold_z09,lot_fg_0091_01,13234.0
fg_0091,wh_finished_north_z05,lot_fg_0091_01,13972.0
fg_0091,wh_finished_south_z01,production_lot_2026_00091,3890.0
fg_0091,wh_finished_south_z01,production_lot_2026_00291,3090.0
fg_0092,wh_cold_z02,lot_fg_0092_02,19571.0
fg_0092,wh_finished_north_z02,production_lot_2026_00092,3991.0
fg_0092,wh_finished_north_z02,production_lot_2026_00292,3191.0
fg_0092,wh_finished_north_z06,lot_fg_0092_02,14073.0
fg_0092,wh_packaging_z08,lot_fg_0092_02,13069.0
fg_0093,wh_cold_z03,lot_fg_0093_01,19672.0
fg_0093,wh_cold_z05,lot_fg_0093_01,13908.0
fg_0093,wh_finished_south_z03,production_lot_2026_00093,4092.0
fg_0093,wh_finished_south_z03,production_lot_2026_00293,3292.0
fg_0093,wh_packaging_z09,lot_fg_0093_01,13170.0
fg_0094,wh_cold_z06,lot_fg_0094_02,14009.0
fg_0094,wh_finished_north_z04,production_lot_2026_00094,4193.0
fg_0094,wh_finished_north_z04,production_lot_2026_00294,3393.0
fg_0094,wh_packaging_z02,lot_fg_0094_02,19507.0
fg_0094,wh_packaging_z10,lot_fg_0094_02,13271.0
fg_0095,wh_cold_z07,lot_fg_0095_01,14110.0
fg_0095,wh_finished_south_z05,production_lot_2026_00095,4294.0
fg_0095,wh_finished_south_z05,production_lot_2026_00295,3494.0
fg_0095,wh_packaging_z03,lot_fg_0095_01,19608.0
fg_0095,wh_raw_south_z09,lot_fg_0095_01,13106.0
fg_0096,wh_finished_north_z06,production_lot_2026_00096,4395.0
fg_0096,wh_finished_north_z06,production_lot_2026_00296,3595.0
fg_0096,wh_packaging_z04,lot_fg_0096_02,19709.0
fg_0096,wh_packaging_z06,lot_fg_0096_02,13945.0
fg_0096,wh_raw_south_z10,lot_fg_0096_02,13207.0
fg_0097,wh_finished_south_z07,production_lot_2026_00097,4496.0
fg_0097,wh_finished_south_z07,production_lot_2026_00297,3696.0
fg_0097,wh_packaging_z07,lot_fg_0097_01,14046.0
fg_0097,wh_raw_south_z01,lot_fg_0097_01,13308.0
fg_0097,wh_raw_south_z03,lot_fg_0097_01,19544.0
fg_0098,wh_finished_north_z08,production_lot_2026_00098,4597.0
fg_0098,wh_finished_north_z08,production_lot_2026_00298,3797.0
fg_0098,wh_packaging_z08,lot_fg_0098_02,14147.0
fg_0098,wh_raw_north_z10,lot_fg_0098_02,13143.0
fg_0098,wh_raw_south_z04,lot_fg_0098_02,19645.0
fg_0099,wh_finished_south_z09,production_lot_2026_00099,4698.0
fg_0099,wh_finished_south_z09,production_lot_2026_00299,3898.0
fg_0099,wh_raw_north_z01,lot_fg_0099_01,13244.0
fg_0099,wh_raw_south_z05,lot_fg_0099_01,19746.0
fg_0099,wh_raw_south_z07,lot_fg_0099_01,13982.0
fg_0100,wh_finished_north_z10,production_lot_2026_00100,4799.0
fg_0100,wh_finished_north_z10,production_lot_2026_00300,3999.0
fg_0100,wh_raw_north_z02,lot_fg_0100_02,13345.0
fg_0100,wh_raw_north_z04,lot_fg_0100_02,19581.0
fg_0100,wh_raw_south_z08,lot_fg_0100_02,14083.0
fg_0101,wh_finished_south_z01,lot_fg_0101_01,13180.0
fg_0101,wh_finished_south_z01,production_lot_2026_00101,4900.0
fg_0101,wh_raw_north_z05,lot_fg_0101_01,19682.0
fg_0101,wh_raw_south_z09,lot_fg_0101_01,14184.0
fg_0102,wh_finished_north_z02,production_lot_2026_00102,5001.0
fg_0102,wh_finished_south_z02,lot_fg_0102_02,13281.0
fg_0102,wh_raw_north_z06,lot_fg_0102_02,19783.0
fg_0102,wh_raw_north_z08,lot_fg_0102_02,14019.0
fg_0103,wh_finished_south_z03,lot_fg_0103_01,13382.0
fg_0103,wh_finished_south_z03,production_lot_2026_00103,5102.0
fg_0103,wh_finished_south_z05,lot_fg_0103_01,19618.0
fg_0103,wh_raw_north_z09,lot_fg_0103_01,14120.0
fg_0104,wh_finished_north_z02,lot_fg_0104_02,13217.0
fg_0104,wh_finished_north_z04,production_lot_2026_00104,5203.0
fg_0104,wh_finished_south_z06,lot_fg_0104_02,19719.0
fg_0104,wh_raw_north_z10,lot_fg_0104_02,14221.0
fg_0105,wh_finished_north_z03,lot_fg_0105_01,13318.0
fg_0105,wh_finished_south_z05,production_lot_2026_00105,5304.0
fg_0105,wh_finished_south_z07,lot_fg_0105_01,19820.0
fg_0105,wh_finished_south_z09,lot_fg_0105_01,14056.0
fg_0106,wh_finished_north_z04,lot_fg_0106_02,13419.0
fg_0106,wh_finished_north_z06,lot_fg_0106_02,19655.0
fg_0106,wh_finished_north_z06,production_lot_2026_00106,5405.0
fg_0106,wh_finished_south_z10,lot_fg_0106_02,14157.0
fg_0107,wh_cold_z03,lot_fg_0107_01,13254.0
fg_0107,wh_finished_north_z07,lot_fg_0107_01,19756.0
fg_0107,wh_finished_south_z01,lot_fg_0107_01,14258.0
fg_0107,wh_finished_south_z07,production_lot_2026_00107,5506.0
fg_0108,wh_cold_z04,lot_fg_0108_02,13355.0
fg_0108,wh_finished_north_z08,lot_fg_0108_02,19857.0
fg_0108,wh_finished_north_z08,production_lot_2026_00108,5607.0
fg_0108,wh_finished_north_z10,lot_fg_0108_02,14093.0
fg_0109,wh_cold_z05,lot_fg_0109_01,13456.0
fg_0109,wh_cold_z07,lot_fg_0109_01,19692.0
fg_0109,wh_finished_north_z01,lot_fg_0109_01,14194.0
fg_0109,wh_finished_south_z09,production_lot_2026_00109,5708.0
fg_0110,wh_cold_z08,lot_fg_0110_02,19793.0
fg_0110,wh_finished_north_z02,lot_fg_0110_02,14295.0
fg_0110,wh_finished_north_z10,production_lot_2026_00110,5809.0
fg_0110,wh_packaging_z04,lot_fg_0110_02,13291.0
fg_0111,wh_cold_z01,lot_fg_0111_01,14130.0
fg_0111,wh_cold_z09,lot_fg_0111_01,19894.0
fg_0111,wh_finished_south_z01,production_lot_2026_00111,5910.0
fg_0111,wh_packaging_z05,lot_fg_0111_01,13392.0
fg_0112,wh_cold_z02,lot_fg_0112_02,14231.0
fg_0112,wh_finished_north_z02,production_lot_2026_00112,6011.0
fg_0112,wh_packaging_z06,lot_fg_0112_02,13493.0
fg_0112,wh_packaging_z08,lot_fg_0112_02,19729.0
fg_0113,wh_cold_z03,lot_fg_0113_01,14332.0
fg_0113,wh_finished_south_z03,production_lot_2026_00113,6112.0
fg_0113,wh_packaging_z09,lot_fg_0113_01,19830.0
fg_0113,wh_raw_south_z05,lot_fg_0113_01,13328.0
fg_0114,wh_finished_north_z04,production_lot_2026_00114,6213.0
fg_0114,wh_packaging_z02,lot_fg_0114_02,14167.0
fg_0114,wh_packaging_z10,lot_fg_0114_02,19931.0
fg_0114,wh_raw_south_z06,lot_fg_0114_02,13429.0
fg_0115,wh_finished_south_z05,production_lot_2026_00115,6314.0
fg_0115,wh_packaging_z03,lot_fg_0115_01,14268.0
fg_0115,wh_raw_south_z07,lot_fg_0115_01,13530.0
fg_0115,wh_raw_south_z09,lot_fg_0115_01,19766.0
fg_0116,wh_finished_north_z06,production_lot_2026_00116,6415.0
fg_0116,wh_packaging_z04,lot_fg_0116_02,14369.0
fg_0116,wh_raw_north_z06,lot_fg_0116_02,13365.0
fg_0116,wh_raw_south_z10,lot_fg_0116_02,19867.0
fg_0117,wh_finished_south_z07,production_lot_2026_00117,6516.0
fg_0117,wh_raw_north_z07,lot_fg_0117_01,13466.0
fg_0117,wh_raw_south_z01,lot_fg_0117_01,19968.0
fg_0117,wh_raw_south_z03,lot_fg_0117_01,14204.0
fg_0118,wh_finished_north_z08,production_lot_2026_00118,6617.0
fg_0118,wh_raw_north_z08,lot_fg_0118_02,13567.0
fg_0118,wh_raw_north_z10,lot_fg_0118_02,19803.0
fg_0118,wh_raw_south_z04,lot_fg_0118_02,14305.0
fg_0119,wh_finished_south_z07,lot_fg_0119_01,13402.0
fg_0119,wh_finished_south_z09,production_lot_2026_00119,6718.0
fg_0119,wh_raw_north_z01,lot_fg_0119_01,19904.0
fg_0119,wh_raw_south_z05,lot_fg_0119_01,14406.0
fg_0120,wh_finished_north_z10,production_lot_2026_00120,6819.0
fg_0120,wh_finished_south_z08,lot_fg_0120_02,13503.0
fg_0120,wh_raw_north_z02,lot_fg_0120_02,8005.0
fg_0120,wh_raw_north_z04,lot_fg_0120_02,14241.0
fg_0121,wh_finished_south_z01,lot_fg_0121_01,19840.0
fg_0121,wh_finished_south_z01,production_lot_2026_00121,6920.0
fg_0121,wh_finished_south_z09,lot_fg_0121_01,13604.0
fg_0121,wh_raw_north_z05,lot_fg_0121_01,14342.0
fg_0122,wh_finished_north_z02,production_lot_2026_00122,7021.0
fg_0122,wh_finished_north_z08,lot_fg_0122_02,13439.0
fg_0122,wh_finished_south_z02,lot_fg_0122_02,19941.0
fg_0122,wh_raw_north_z06,lot_fg_0122_02,14443.0
fg_0123,wh_finished_north_z09,lot_fg_0123_01,13540.0
fg_0123,wh_finished_south_z03,lot_fg_0123_01,8042.0
fg_0123,wh_finished_south_z03,production_lot_2026_00123,7122.0
fg_0123,wh_finished_south_z05,lot_fg_0123_01,14278.0
fg_0124,wh_finished_north_z02,lot_fg_0124_02,19877.0
fg_0124,wh_finished_north_z04,production_lot_2026_00124,7223.0
fg_0124,wh_finished_north_z10,lot_fg_0124_02,13641.0
fg_0124,wh_finished_south_z06,lot_fg_0124_02,14379.0
fg_0125,wh_cold_z09,lot_fg_0125_01,13476.0
fg_0125,wh_finished_north_z03,lot_fg_0125_01,19978.0
fg_0125,wh_finished_south_z05,production_lot_2026_00125,7324.0
fg_0125,wh_finished_south_z07,lot_fg_0125_01,14480.0
fg_0126,wh_cold_z10,lot_fg_0126_02,13577.0
fg_0126,wh_finished_north_z04,lot_fg_0126_02,8079.0
fg_0126,wh_finished_north_z06,lot_fg_0126_02,14315.0
fg_0126,wh_finished_north_z06,production_lot_2026_00126,7425.0
fg_0127,wh_cold_z01,lot_fg_0127_01,13678.0
fg_0127,wh_cold_z03,lot_fg_0127_01,19914.0
fg_0127,wh_finished_north_z07,lot_fg_0127_01,14416.0
fg_0127,wh_finished_south_z07,production_lot_2026_00127,7526.0
fg_0128,wh_cold_z04,lot_fg_0128_02,8015.0
fg_0128,wh_finished_north_z08,lot_fg_0128_02,14517.0
fg_0128,wh_finished_north_z08,production_lot_2026_00128,7627.0
fg_0128,wh_packaging_z10,lot_fg_0128_02,13513.0
fg_0129,wh_cold_z05,lot_fg_0129_01,8116.0
fg_0129,wh_cold_z07,lot_fg_0129_01,14352.0
fg_0129,wh_finished_south_z09,production_lot_2026_00129,7728.0
fg_0129,wh_packaging_z01,lot_fg_0129_01,13614.0
fg_0130,wh_cold_z08,lot_fg_0130_02,14453.0
fg_0130,wh_finished_north_z10,production_lot_2026_00130,7829.0
fg_0130,wh_packaging_z02,lot_fg_0130_02,13715.0
fg_0130,wh_packaging_z04,lot_fg_0130_02,19951.0
fg_0131,wh_cold_z09,lot_fg_0131_01,14554.0
fg_0131,wh_finished_south_z01,production_lot_2026_00131,7930.0
fg_0131,wh_packaging_z05,lot_fg_0131_01,8052.0
fg_0131,wh_raw_south_z01,lot_fg_0131_01,13550.0
fg_0132,wh_finished_north_z02,production_lot_2026_00132,8031.0
fg_0132,wh_packaging_z06,lot_fg_0132_02,8153.0
fg_0132,wh_packaging_z08,lot_fg_0132_02,14389.0
fg_0132,wh_raw_south_z02,lot_fg_0132_02,13651.0
fg_0133,wh_finished_south_z03,production_lot_2026_00133,8132.0
fg_0133,wh_packaging_z09,lot_fg_0133_01,14490.0
fg_0133,wh_raw_south_z03,lot_fg_0133_01,13752.0
fg_0133,wh_raw_south_z05,lot_fg_0133_01,19988.0
fg_0134,wh_finished_north_z04,production_lot_2026_00134,8233.0
fg_0134,wh_packaging_z10,lot_fg_0134_02,14591.0
fg_0134,wh_raw_north_z02,lot_fg_0134_02,13587.0
fg_0134,wh_raw_south_z06,lot_fg_0134_02,8089.0
fg_0135,wh_finished_south_z05,production_lot_2026_00135,8334.0
fg_0135,wh_raw_north_z03,lot_fg_0135_01,13688.0
fg_0135,wh_raw_south_z07,lot_fg_0135_01,8190.0
fg_0135,wh_raw_south_z09,lot_fg_0135_01,14426.0
fg_0136,wh_finished_north_z06,production_lot_2026_00136,8435.0
fg_0136,wh_raw_north_z04,lot_fg_0136_02,13789.0
fg_0136,wh_raw_north_z06,lot_fg_0136_02,8025.0
fg_0136,wh_raw_south_z10,lot_fg_0136_02,14527.0
fg_0137,wh_finished_south_z03,lot_fg_0137_01,13624.0
fg_0137,wh_finished_south_z07,production_lot_2026_00137,8536.0
fg_0137,wh_raw_north_z07,lot_fg_0137_01,8126.0
fg_0137,wh_raw_south_z01,lot_fg_0137_01,14628.0
fg_0138,wh_finished_north_z08,production_lot_2026_00138,8637.0
fg_0138,wh_finished_south_z04,lot_fg_0138_02,13725.0
fg_0138,wh_raw_north_z08,lot_fg_0138_02,8227.0
fg_0138,wh_raw_north_z10,lot_fg_0138_02,14463.0
fg_0139,wh_finished_south_z05,lot_fg_0139_01,13826.0
fg_0139,wh_finished_south_z07,lot_fg_0139_01,8062.0
fg_0139,wh_finished_south_z09,production_lot_2026_00139,8738.0
fg_0139,wh_raw_north_z01,lot_fg_0139_01,14564.0
fg_0140,wh_finished_north_z04,lot_fg_0140_02,13661.0
fg_0140,wh_finished_north_z10,production_lot_2026_00140,1839.0
fg_0140,wh_finished_south_z08,lot_fg_0140_02,8163.0
fg_0140,wh_raw_north_z02,lot_fg_0140_02,14665.0
fg_0141,wh_finished_north_z05,lot_fg_0141_01,13762.0
fg_0141,wh_finished_south_z01,lot_fg_0141_01,14500.0
fg_0141,wh_finished_south_z01,production_lot_2026_00141,1940.0
fg_0141,wh_finished_south_z09,lot_fg_0141_01,8264.0
fg_0142,wh_finished_north_z02,production_lot_2026_00142,2041.0
fg_0142,wh_finished_north_z06,lot_fg_0142_02,13863.0
fg_0142,wh_finished_north_z08,lot_fg_0142_02,8099.0
fg_0142,wh_finished_south_z02,lot_fg_0142_02,14601.0
fg_0143,wh_cold_z05,lot_fg_0143_01,13698.0
fg_0143,wh_finished_north_z09,lot_fg_0143_01,8200.0
fg_0143,wh_finished_south_z03,lot_fg_0143_01,14702.0
fg_0143,wh_finished_south_z03,production_lot_2026_00143,2142.0
fg_0144,wh_cold_z06,lot_fg_0144_02,13799.0
fg_0144,wh_finished_north_z02,lot_fg_0144_02,14537.0
fg_0144,wh_finished_north_z04,production_lot_2026_00144,2243.0
fg_0144,wh_finished_north_z10,lot_fg_0144_02,8301.0
fg_0145,wh_cold_z07,lot_fg_0145_01,13900.0
fg_0145,wh_cold_z09,lot_fg_0145_01,8136.0
fg_0145,wh_finished_north_z03,lot_fg_0145_01,14638.0
fg_0145,wh_finished_south_z05,production_lot_2026_00145,2344.0
fg_0146,wh_cold_z10,lot_fg_0146_02,8237.0
fg_0146,wh_finished_north_z04,lot_fg_0146_02,14739.0
fg_0146,wh_finished_north_z06,production_lot_2026_00146,2445.0
fg_0146,wh_packaging_z06,lot_fg_0146_02,13735.0
fg_0147,wh_cold_z01,lot_fg_0147_01,8338.0
fg_0147,wh_cold_z03,lot_fg_0147_01,14574.0
fg_0147,wh_finished_south_z07,production_lot_2026_00147,2546.0
fg_0147,wh_packaging_z07,lot_fg_0147_01,13836.0
fg_0148,wh_cold_z04,lot_fg_0148_02,14675.0
fg_0148,wh_finished_north_z08,production_lot_2026_00148,2647.0
fg_0148,wh_packaging_z08,lot_fg_0148_02,13937.0
fg_0148,wh_packaging_z10,lot_fg_0148_02,8173.0
fg_0149,wh_cold_z05,lot_fg_0149_01,14776.0
fg_0149,wh_finished_south_z09,production_lot_2026_00149,2748.0
fg_0149,wh_packaging_z01,lot_fg_0149_01,8274.0
fg_0149,wh_raw_south_z07,lot_fg_0149_01,13772.0
fg_0150,wh_finished_north_z10,production_lot_2026_00150,2849.0
fg_0150,wh_packaging_z02,lot_fg_0150_02,8375.0
fg_0150,wh_packaging_z04,lot_fg_0150_02,14611.0
fg_0150,wh_raw_south_z08,lot_fg_0150_02,13873.0
fg_0151,wh_finished_south_z01,production_lot_2026_00151,2950.0
fg_0151,wh_packaging_z05,lot_fg_0151_01,14712.0
fg_0151,wh_raw_south_z01,lot_fg_0151_01,8210.0
fg_0151,wh_raw_south_z09,lot_fg_0151_01,13974.0
fg_0152,wh_finished_north_z02,production_lot_2026_00152,3051.0
fg_0152,wh_packaging_z06,lot_fg_0152_02,14813.0
fg_0152,wh_raw_north_z08,lot_fg_0152_02,13809.0
fg_0152,wh_raw_south_z02,lot_fg_0152_02,8311.0
fg_0153,wh_finished_south_z03,production_lot_2026_00153,3152.0
fg_0153,wh_raw_north_z09,lot_fg_0153_01,13910.0
fg_0153,wh_raw_south_z03,lot_fg_0153_01,8412.0
fg_0153,wh_raw_south_z05,lot_fg_0153_01,14648.0
fg_0154,wh_finished_north_z04,production_lot_2026_00154,3253.0
fg_0154,wh_raw_north_z02,lot_fg_0154_02,8247.0
fg_0154,wh_raw_north_z10,lot_fg_0154_02,14011.0
fg_0154,wh_raw_south_z06,lot_fg_0154_02,14749.0
fg_0155,wh_finished_south_z05,production_lot_2026_00155,3354.0
fg_0155,wh_finished_south_z09,lot_fg_0155_01,13846.0
fg_0155,wh_raw_north_z03,lot_fg_0155_01,8348.0
fg_0155,wh_raw_south_z07,lot_fg_0155_01,14850.0
fg_0156,wh_finished_north_z06,production_lot_2026_00156,3455.0
fg_0156,wh_finished_south_z10,lot_fg_0156_02,13947.0
fg_0156,wh_raw_north_z04,lot_fg_0156_02,8449.0
fg_0156,wh_raw_north_z06,lot_fg_0156_02,14685.0
fg_0157,wh_finished_south_z01,lot_fg_0157_01,14048.0
fg_0157,wh_finished_south_z03,lot_fg_0157_01,8284.0
fg_0157,wh_finished_south_z07,production_lot_2026_00157,3556.0
fg_0157,wh_raw_north_z07,lot_fg_0157_01,14786.0
fg_0158,wh_finished_north_z08,production_lot_2026_00158,3657.0
fg_0158,wh_finished_north_z10,lot_fg_0158_02,13883.0
fg_0158,wh_finished_south_z04,lot_fg_0158_02,8385.0
fg_0158,wh_raw_north_z08,lot_fg_0158_02,14887.0
fg_0159,wh_finished_north_z01,lot_fg_0159_01,13984.0
fg_0159,wh_finished_south_z05,lot_fg_0159_01,8486.0
fg_0159,wh_finished_south_z07,lot_fg_0159_01,14722.0
fg_0159,wh_finished_south_z09,production_lot_2026_00159,3758.0
fg_0160,wh_finished_north_z02,lot_fg_0160_02,14085.0
fg_0160,wh_finished_north_z04,lot_fg_0160_02,8321.0
fg_0160,wh_finished_north_z10,production_lot_2026_00160,3859.0
fg_0160,wh_finished_south_z08,lot_fg_0160_02,14823.0
fg_0161,wh_cold_z01,lot_fg_0161_01,13920.0
fg_0161,wh_finished_north_z05,lot_fg_0161_01,8422.0
fg_0161,wh_finished_south_z01,production_lot_2026_00161,3960.0
fg_0161,wh_finished_south_z09,lot_fg_0161_01,14924.0
fg_0162,wh_cold_z02,lot_fg_0162_02,14021.0
fg_0162,wh_finished_north_z02,production_lot_2026_00162,4061.0
fg_0162,wh_finished_north_z06,lot_fg_0162_02,8523.0
fg_0162,wh_finished_north_z08,lot_fg_0162_02,14759.0
fg_0163,wh_cold_z03,lot_fg_0163_01,14122.0
fg_0163,wh_cold_z05,lot_fg_0163_01,8358.0
fg_0163,wh_finished_north_z09,lot_fg_0163_01,14860.0
fg_0163,wh_finished_south_z03,production_lot_2026_00163,4162.0
fg_0164,wh_cold_z06,lot_fg_0164_02,8459.0
fg_0164,wh_finished_north_z04,production_lot_2026_00164,4263.0
fg_0164,wh_finished_north_z10,lot_fg_0164_02,14961.0
fg_0164,wh_packaging_z02,lot_fg_0164_02,13957.0
fg_0165,wh_cold_z07,lot_fg_0165_01,8560.0
fg_0165,wh_cold_z09,lot_fg_0165_01,14796.0
fg_0165,wh_finished_south_z05,production_lot_2026_00165,4364.0
fg_0165,wh_packaging_z03,lot_fg_0165_01,14058.0
fg_0166,wh_cold_z10,lot_fg_0166_02,14897.0
fg_0166,wh_finished_north_z06,production_lot_2026_00166,4465.0
fg_0166,wh_packaging_z04,lot_fg_0166_02,14159.0
fg_0166,wh_packaging_z06,lot_fg_0166_02,8395.0
fg_0167,wh_cold_z01,lot_fg_0167_01,14998.0
fg_0167,wh_finished_south_z07,production_lot_2026_00167,4566.0
fg_0167,wh_packaging_z07,lot_fg_0167_01,8496.0
fg_0167,wh_raw_south_z03,lot_fg_0167_01,13994.0
fg_0168,wh_finished_north_z08,production_lot_2026_00168,4667.0
fg_0168,wh_packaging_z08,lot_fg_0168_02,8597.0
fg_0168,wh_packaging_z10,lot_fg_0168_02,14833.0
fg_0168,wh_raw_south_z04,lot_fg_0168_02,14095.0
fg_0169,wh_finished_south_z09,production_lot_2026_00169,4768.0
fg_0169,wh_packaging_z01,lot_fg_0169_01,14934.0
fg_0169,wh_raw_south_z05,lot_fg_0169_01,14196.0
fg_0169,wh_raw_south_z07,lot_fg_0169_01,8432.0
fg_0170,wh_finished_north_z10,production_lot_2026_00170,4869.0
fg_0170,wh_packaging_z02,lot_fg_0170_02,15035.0
fg_0170,wh_raw_north_z04,lot_fg_0170_02,14031.0
fg_0170,wh_raw_south_z08,lot_fg_0170_02,8533.0
fg_0171,wh_finished_south_z01,production_lot_2026_00171,4970.0
fg_0171,wh_raw_north_z05,lot_fg_0171_01,14132.0
fg_0171,wh_raw_south_z01,lot_fg_0171_01,14870.0
fg_0171,wh_raw_south_z09,lot_fg_0171_01,8634.0
fg_0172,wh_finished_north_z02,production_lot_2026_00172,5071.0
