receipt_code,warehouse_code,supplier_code,source_module,source_document_code,reference_number,status,idempotency_key,posted_at,notes
receipt_2025_00252,wh_packaging,supplier_012,,,purchase_order_2026_00252,cancelled,receipt_2026_00252,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00253,wh_raw_south,supplier_013,,,purchase_order_2025_00253,draft,receipt_2025_00253,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00254,wh_raw_north,supplier_014,,,purchase_order_2026_00254,pending,receipt_2026_00254,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00255,wh_finished_south,supplier_015,,,purchase_order_2025_00255,posted,receipt_2025_00255,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00256,wh_finished_north,supplier_016,,,purchase_order_2026_00256,cancelled,receipt_2026_00256,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00257,wh_cold,supplier_017,,,purchase_order_2025_00257,draft,receipt_2025_00257,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00258,wh_packaging,supplier_018,,,purchase_order_2026_00258,pending,receipt_2026_00258,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00259,wh_raw_south,supplier_019,,,purchase_order_2025_00259,posted,receipt_2025_00259,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00260,wh_raw_north,supplier_020,,,purchase_order_2026_00260,cancelled,receipt_2026_00260,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00261,wh_finished_south,supplier_021,,,purchase_order_2025_00261,draft,receipt_2025_00261,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00262,wh_finished_north,supplier_022,,,purchase_order_2026_00262,pending,receipt_2026_00262,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00263,wh_cold,supplier_023,,,purchase_order_2025_00263,posted,receipt_2025_00263,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00264,wh_packaging,supplier_024,,,purchase_order_2026_00264,cancelled,receipt_2026_00264,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00265,wh_raw_south,supplier_025,,,purchase_order_2025_00265,draft,receipt_2025_00265,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00266,wh_raw_north,supplier_026,,,purchase_order_2026_00266,pending,receipt_2026_00266,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00267,wh_finished_south,supplier_027,,,purchase_order_2025_00267,posted,receipt_2025_00267,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00268,wh_finished_north,supplier_028,,,purchase_order_2026_00268,cancelled,receipt_2026_00268,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00269,wh_cold,supplier_029,,,purchase_order_2025_00269,draft,receipt_2025_00269,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00270,wh_packaging,supplier_030,,,purchase_order_2026_00270,pending,receipt_2026_00270,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00271,wh_raw_south,supplier_001,,,purchase_order_2025_00271,posted,receipt_2025_00271,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00272,wh_raw_north,supplier_002,,,purchase_order_2026_00272,cancelled,receipt_2026_00272,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00273,wh_finished_south,supplier_003,,,purchase_order_2025_00273,draft,receipt_2025_00273,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00274,wh_finished_north,supplier_004,,,purchase_order_2026_00274,pending,receipt_2026_00274,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00275,wh_cold,supplier_005,,,purchase_order_2025_00275,posted,receipt_2025_00275,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00276,wh_packaging,supplier_006,,,purchase_order_2026_00276,cancelled,receipt_2026_00276,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00277,wh_raw_south,supplier_007,,,purchase_order_2025_00277,draft,receipt_2025_00277,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00278,wh_raw_north,supplier_008,,,purchase_order_2026_00278,pending,receipt_2026_00278,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00279,wh_finished_south,supplier_009,,,purchase_order_2025_00279,posted,receipt_2025_00279,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00280,wh_finished_north,supplier_010,,,purchase_order_2026_00280,cancelled,receipt_2026_00280,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00281,wh_cold,supplier_011,,,purchase_order_2025_00281,draft,receipt_2025_00281,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00282,wh_packaging,supplier_012,,,purchase_order_2026_00282,pending,receipt_2026_00282,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00283,wh_raw_south,supplier_013,,,purchase_order_2025_00283,posted,receipt_2025_00283,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00284,wh_raw_north,supplier_014,,,purchase_order_2026_00284,cancelled,receipt_2026_00284,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00285,wh_finished_south,supplier_015,,,purchase_order_2025_00285,draft,receipt_2025_00285,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00286,wh_finished_north,supplier_016,,,purchase_order_2026_00286,pending,receipt_2026_00286,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00287,wh_cold,supplier_017,,,purchase_order_2025_00287,posted,receipt_2025_00287,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00288,wh_packaging,supplier_018,,,purchase_order_2026_00288,cancelled,receipt_2026_00288,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00289,wh_raw_south,supplier_019,,,purchase_order_2025_00289,draft,receipt_2025_00289,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00290,wh_raw_north,supplier_020,,,purchase_order_2026_00290,pending,receipt_2026_00290,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00291,wh_finished_south,supplier_021,,,purchase_order_2025_00291,posted,receipt_2025_00291,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00292,wh_finished_north,supplier_022,,,purchase_order_2026_00292,cancelled,receipt_2026_00292,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00293,wh_cold,supplier_023,,,purchase_order_2025_00293,draft,receipt_2025_00293,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00294,wh_packaging,supplier_024,,,purchase_order_2026_00294,pending,receipt_2026_00294,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00295,wh_raw_south,supplier_025,,,purchase_order_2025_00295,posted,receipt_2025_00295,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00296,wh_raw_north,supplier_026,,,purchase_order_2026_00296,cancelled,receipt_2026_00296,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00297,wh_finished_south,supplier_027,,,purchase_order_2025_00297,draft,receipt_2025_00297,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00298,wh_finished_north,supplier_028,,,purchase_order_2026_00298,pending,receipt_2026_00298,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00299,wh_cold,supplier_029,,,purchase_order_2025_00299,posted,receipt_2025_00299,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00300,wh_packaging,supplier_030,,,purchase_order_2026_00300,cancelled,receipt_2026_00300,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00301,wh_raw_south,supplier_001,,,purchase_order_2025_00301,draft,receipt_2025_00301,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00302,wh_raw_north,supplier_002,,,purchase_order_2026_00302,pending,receipt_2026_00302,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00303,wh_finished_south,supplier_003,,,purchase_order_2025_00303,posted,receipt_2025_00303,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00304,wh_finished_north,supplier_004,,,purchase_order_2026_00304,cancelled,receipt_2026_00304,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00305,wh_cold,supplier_005,,,purchase_order_2025_00305,draft,receipt_2025_00305,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00306,wh_packaging,supplier_006,,,purchase_order_2026_00306,pending,receipt_2026_00306,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00307,wh_raw_south,supplier_007,,,purchase_order_2025_00307,posted,receipt_2025_00307,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00308,wh_raw_north,supplier_008,,,purchase_order_2026_00308,cancelled,receipt_2026_00308,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00309,wh_finished_south,supplier_009,,,purchase_order_2025_00309,draft,receipt_2025_00309,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00310,wh_finished_north,supplier_010,,,purchase_order_2026_00310,pending,receipt_2026_00310,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00311,wh_cold,supplier_011,,,purchase_order_2025_00311,posted,receipt_2025_00311,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00312,wh_packaging,supplier_012,,,purchase_order_2026_00312,cancelled,receipt_2026_00312,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00313,wh_raw_south,supplier_013,,,purchase_order_2025_00313,draft,receipt_2025_00313,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00314,wh_raw_north,supplier_014,,,purchase_order_2026_00314,pending,receipt_2026_00314,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00315,wh_finished_south,supplier_015,,,purchase_order_2025_00315,posted,receipt_2025_00315,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00316,wh_finished_north,supplier_016,,,purchase_order_2026_00316,cancelled,receipt_2026_00316,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00317,wh_cold,supplier_017,,,purchase_order_2025_00317,draft,receipt_2025_00317,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00318,wh_packaging,supplier_018,,,purchase_order_2026_00318,pending,receipt_2026_00318,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00319,wh_raw_south,supplier_019,,,purchase_order_2025_00319,posted,receipt_2025_00319,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00320,wh_raw_north,supplier_020,,,purchase_order_2026_00320,cancelled,receipt_2026_00320,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00321,wh_finished_south,supplier_021,,,purchase_order_2025_00321,draft,receipt_2025_00321,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00322,wh_finished_north,supplier_022,,,purchase_order_2026_00322,pending,receipt_2026_00322,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00323,wh_cold,supplier_023,,,purchase_order_2025_00323,posted,receipt_2025_00323,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00324,wh_packaging,supplier_024,,,purchase_order_2026_00324,cancelled,receipt_2026_00324,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00325,wh_raw_south,supplier_025,,,purchase_order_2025_00325,draft,receipt_2025_00325,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00326,wh_raw_north,supplier_026,,,purchase_order_2026_00326,pending,receipt_2026_00326,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00327,wh_finished_south,supplier_027,,,purchase_order_2025_00327,posted,receipt_2025_00327,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00328,wh_finished_north,supplier_028,,,purchase_order_2026_00328,cancelled,receipt_2026_00328,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00329,wh_cold,supplier_029,,,purchase_order_2025_00329,draft,receipt_2025_00329,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00330,wh_packaging,supplier_030,,,purchase_order_2026_00330,pending,receipt_2026_00330,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00331,wh_raw_south,supplier_001,,,purchase_order_2025_00331,posted,receipt_2025_00331,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00332,wh_raw_north,supplier_002,,,purchase_order_2026_00332,cancelled,receipt_2026_00332,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00333,wh_finished_south,supplier_003,,,purchase_order_2025_00333,draft,receipt_2025_00333,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00334,wh_finished_north,supplier_004,,,purchase_order_2026_00334,pending,receipt_2026_00334,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00335,wh_cold,supplier_005,,,purchase_order_2025_00335,posted,receipt_2025_00335,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00336,wh_packaging,supplier_006,,,purchase_order_2026_00336,cancelled,receipt_2026_00336,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00337,wh_raw_south,supplier_007,,,purchase_order_2025_00337,draft,receipt_2025_00337,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00338,wh_raw_north,supplier_008,,,purchase_order_2026_00338,pending,receipt_2026_00338,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00339,wh_finished_south,supplier_009,,,purchase_order_2025_00339,posted,receipt_2025_00339,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00340,wh_finished_north,supplier_010,,,purchase_order_2026_00340,cancelled,receipt_2026_00340,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00341,wh_cold,supplier_011,,,purchase_order_2025_00341,draft,receipt_2025_00341,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00342,wh_packaging,supplier_012,,,purchase_order_2026_00342,pending,receipt_2026_00342,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00343,wh_raw_south,supplier_013,,,purchase_order_2025_00343,posted,receipt_2025_00343,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00344,wh_raw_north,supplier_014,,,purchase_order_2026_00344,cancelled,receipt_2026_00344,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00345,wh_finished_south,supplier_015,,,purchase_order_2025_00345,draft,receipt_2025_00345,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00346,wh_finished_north,supplier_016,,,purchase_order_2026_00346,pending,receipt_2026_00346,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00347,wh_cold,supplier_017,,,purchase_order_2025_00347,posted,receipt_2025_00347,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00348,wh_packaging,supplier_018,,,purchase_order_2026_00348,cancelled,receipt_2026_00348,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00349,wh_raw_south,supplier_019,,,purchase_order_2025_00349,draft,receipt_2025_00349,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00350,wh_raw_north,supplier_020,,,purchase_order_2026_00350,pending,receipt_2026_00350,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00351,wh_finished_south,supplier_021,,,purchase_order_2025_00351,posted,receipt_2025_00351,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00352,wh_finished_north,supplier_022,,,purchase_order_2026_00352,cancelled,receipt_2026_00352,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00353,wh_cold,supplier_023,,,purchase_order_2025_00353,draft,receipt_2025_00353,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00354,wh_packaging,supplier_024,,,purchase_order_2026_00354,pending,receipt_2026_00354,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00355,wh_raw_south,supplier_025,,,purchase_order_2025_00355,posted,receipt_2025_00355,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00356,wh_raw_north,supplier_026,,,purchase_order_2026_00356,cancelled,receipt_2026_00356,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00357,wh_finished_south,supplier_027,,,purchase_order_2025_00357,draft,receipt_2025_00357,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00358,wh_finished_north,supplier_028,,,purchase_order_2026_00358,pending,receipt_2026_00358,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00359,wh_cold,supplier_029,,,purchase_order_2025_00359,posted,receipt_2025_00359,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00360,wh_packaging,supplier_030,,,purchase_order_2026_00360,cancelled,receipt_2026_00360,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00361,wh_raw_south,supplier_001,,,purchase_order_2025_00361,draft,receipt_2025_00361,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00362,wh_raw_north,supplier_002,,,purchase_order_2026_00362,pending,receipt_2026_00362,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00363,wh_finished_south,supplier_003,,,purchase_order_2025_00363,posted,receipt_2025_00363,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00364,wh_finished_north,supplier_004,,,purchase_order_2026_00364,cancelled,receipt_2026_00364,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00365,wh_cold,supplier_005,,,purchase_order_2025_00365,draft,receipt_2025_00365,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00366,wh_packaging,supplier_006,,,purchase_order_2026_00366,pending,receipt_2026_00366,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00367,wh_raw_south,supplier_007,,,purchase_order_2025_00367,posted,receipt_2025_00367,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00368,wh_raw_north,supplier_008,,,purchase_order_2026_00368,cancelled,receipt_2026_00368,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00369,wh_finished_south,supplier_009,,,purchase_order_2025_00369,draft,receipt_2025_00369,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00370,wh_finished_north,supplier_010,,,purchase_order_2026_00370,pending,receipt_2026_00370,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00371,wh_cold,supplier_011,,,purchase_order_2025_00371,posted,receipt_2025_00371,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00372,wh_packaging,supplier_012,,,purchase_order_2026_00372,cancelled,receipt_2026_00372,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00373,wh_raw_south,supplier_013,,,purchase_order_2025_00373,draft,receipt_2025_00373,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00374,wh_raw_north,supplier_014,,,purchase_order_2026_00374,pending,receipt_2026_00374,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00375,wh_finished_south,supplier_015,,,purchase_order_2025_00375,posted,receipt_2025_00375,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00376,wh_finished_north,supplier_016,,,purchase_order_2026_00376,cancelled,receipt_2026_00376,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00377,wh_cold,supplier_017,,,purchase_order_2025_00377,draft,receipt_2025_00377,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00378,wh_packaging,supplier_018,,,purchase_order_2026_00378,pending,receipt_2026_00378,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00379,wh_raw_south,supplier_019,,,purchase_order_2025_00379,posted,receipt_2025_00379,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00380,wh_raw_north,supplier_020,,,purchase_order_2026_00380,cancelled,receipt_2026_00380,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00381,wh_finished_south,supplier_021,,,purchase_order_2025_00381,draft,receipt_2025_00381,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00382,wh_finished_north,supplier_022,,,purchase_order_2026_00382,pending,receipt_2026_00382,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00383,wh_cold,supplier_023,,,purchase_order_2025_00383,posted,receipt_2025_00383,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00384,wh_packaging,supplier_024,,,purchase_order_2026_00384,cancelled,receipt_2026_00384,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00385,wh_raw_south,supplier_025,,,purchase_order_2025_00385,draft,receipt_2025_00385,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00386,wh_raw_north,supplier_026,,,purchase_order_2026_00386,pending,receipt_2026_00386,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00387,wh_finished_south,supplier_027,,,purchase_order_2025_00387,posted,receipt_2025_00387,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00388,wh_finished_north,supplier_028,,,purchase_order_2026_00388,cancelled,receipt_2026_00388,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00389,wh_cold,supplier_029,,,purchase_order_2025_00389,draft,receipt_2025_00389,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00390,wh_packaging,supplier_030,,,purchase_order_2026_00390,pending,receipt_2026_00390,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00391,wh_raw_south,supplier_001,,,purchase_order_2025_00391,posted,receipt_2025_00391,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00392,wh_raw_north,supplier_002,,,purchase_order_2026_00392,cancelled,receipt_2026_00392,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00393,wh_finished_south,supplier_003,,,purchase_order_2025_00393,draft,receipt_2025_00393,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00394,wh_finished_north,supplier_004,,,purchase_order_2026_00394,pending,receipt_2026_00394,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
