issue_code,line_number,item_code,location_code,lot_code,quantity
issue_2026_00184,1,rm_0264,wh_finished_south_z06,lot_rm_0264_02,33
issue_2026_00184,2,rm_0265,wh_finished_south_z07,lot_rm_0265_01,36
issue_2026_00185,1,rm_0276,wh_raw_south_z10,lot_rm_0276_02,34
issue_2026_00185,2,rm_0277,wh_raw_south_z01,lot_rm_0277_01,37
issue_2026_00186,1,rm_0277,wh_raw_south_z01,lot_rm_0277_01,35
issue_2026_00186,2,rm_0311,wh_raw_south_z01,,38
issue_2026_00187,1,rm_0055,wh_cold_z09,,36
issue_2026_00187,2,rm_0056,wh_cold_z10,,39
issue_2026_00188,1,rm_0301,wh_finished_south_z09,lot_rm_0301_01,37
issue_2026_00188,2,rm_0031,wh_finished_south_z01,lot_rm_0031_01,40
issue_2026_00189,1,rm_0031,wh_finished_south_z01,lot_rm_0031_01,38
issue_2026_00189,2,rm_0032,wh_finished_south_z02,lot_rm_0032_02,41
issue_2026_00190,1,rm_0007,wh_raw_south_z03,lot_rm_0007_01,39
issue_2026_00190,2,rm_0008,wh_raw_south_z04,lot_rm_0008_02,42
issue_2026_00191,1,rm_0092,wh_cold_z02,lot_rm_0092_02,40
issue_2026_00191,2,rm_0093,wh_cold_z03,lot_rm_0093_01,43
issue_2026_00192,1,rm_0093,wh_cold_z03,lot_rm_0093_01,41
issue_2026_00192,2,rm_0127,wh_cold_z03,,44
issue_2026_00193,1,rm_0068,wh_finished_south_z04,lot_rm_0068_02,42
issue_2026_00193,2,rm_0069,wh_finished_south_z05,lot_rm_0069_01,45
issue_2026_00194,1,rm_0044,wh_raw_south_z06,lot_rm_0044_02,43
issue_2026_00194,2,rm_0045,wh_raw_south_z07,lot_rm_0045_01,46
issue_2026_00195,1,rm_0045,wh_raw_south_z07,lot_rm_0045_01,44
issue_2026_00195,2,rm_0079,wh_raw_south_z07,lot_rm_0079_01,47
issue_2026_00196,1,rm_0163,wh_cold_z05,lot_rm_0163_01,45
issue_2026_00196,2,rm_0164,wh_cold_z06,lot_rm_0164_02,48
issue_2026_00197,1,rm_0105,wh_finished_south_z07,lot_rm_0105_01,46
issue_2026_00197,2,rm_0139,wh_finished_south_z07,lot_rm_0139_01,49
issue_2026_00198,1,rm_0139,wh_finished_south_z07,lot_rm_0139_01,47
issue_2026_00198,2,rm_0140,wh_finished_south_z08,lot_rm_0140_02,10
issue_2026_00199,1,rm_0115,wh_raw_south_z09,,48
issue_2026_00199,2,rm_0116,wh_raw_south_z10,,11
issue_2026_00200,1,rm_0200,wh_cold_z08,lot_rm_0200_02,49
issue_2026_00200,2,rm_0201,wh_cold_z09,lot_rm_0201_01,12
issue_2026_00201,1,rm_0117,wh_raw_south_z01,,10
issue_2026_00201,2,rm_0151,wh_raw_south_z01,lot_rm_0151_01,13
issue_2026_00202,1,rm_0151,wh_raw_south_z01,lot_rm_0151_01,11
issue_2026_00202,2,rm_0152,wh_raw_south_z02,lot_rm_0152_02,14
issue_2026_00203,1,rm_0236,wh_cold_z10,lot_rm_0236_02,12
issue_2026_00203,2,rm_0237,wh_cold_z01,lot_rm_0237_01,15
issue_2026_00204,1,rm_0211,wh_finished_south_z01,lot_rm_0211_01,13
issue_2026_00204,2,rm_0212,wh_finished_south_z02,lot_rm_0212_02,16
issue_2026_00205,1,rm_0212,wh_finished_south_z02,lot_rm_0212_02,14
issue_2026_00205,2,rm_0213,wh_finished_south_z03,lot_rm_0213_01,17
issue_2026_00206,1,rm_0188,wh_raw_south_z04,,15
issue_2026_00206,2,rm_0189,wh_raw_south_z05,,18
issue_2026_00207,1,rm_0273,wh_cold_z03,lot_rm_0273_01,16
issue_2026_00207,2,rm_0307,wh_cold_z03,,19
issue_2026_00208,1,rm_0307,wh_cold_z03,,17
issue_2026_00208,2,rm_0308,wh_cold_z04,,20
issue_2026_00209,1,rm_0249,wh_finished_south_z05,,18
issue_2026_00209,2,rm_0283,wh_finished_south_z05,lot_rm_0283_01,21
issue_2026_00210,1,rm_0225,wh_raw_south_z07,lot_rm_0225_01,19
issue_2026_00210,2,rm_0259,wh_raw_south_z07,lot_rm_0259_01,22
issue_2026_00211,1,rm_0259,wh_raw_south_z07,lot_rm_0259_01,20
issue_2026_00211,2,rm_0260,wh_raw_south_z08,lot_rm_0260_02,23
issue_2026_00212,1,rm_0032,wh_cold_z02,lot_rm_0032_02,21
issue_2026_00212,2,rm_0033,wh_cold_z03,lot_rm_0033_01,24
issue_2026_00213,1,rm_0319,wh_finished_south_z07,,22
issue_2026_00213,2,rm_0320,wh_finished_south_z08,,25
issue_2026_00214,1,rm_0320,wh_finished_south_z08,,23
issue_2026_00214,2,rm_0007,wh_finished_south_z03,lot_rm_0007_01,26
issue_2026_00215,1,rm_0296,wh_raw_south_z10,lot_rm_0296_02,24
issue_2026_00215,2,rm_0297,wh_raw_south_z01,lot_rm_0297_01,27
issue_2026_00216,1,rm_0069,wh_cold_z05,lot_rm_0069_01,25
issue_2026_00216,2,rm_0103,wh_cold_z05,lot_rm_0103_01,28
issue_2026_00217,1,rm_0103,wh_cold_z05,lot_rm_0103_01,26
issue_2026_00217,2,rm_0104,wh_cold_z06,lot_rm_0104_02,29
issue_2026_00218,1,rm_0043,wh_finished_south_z05,lot_rm_0043_01,27
issue_2026_00218,2,rm_0044,wh_finished_south_z06,lot_rm_0044_02,30
issue_2026_00219,1,rm_0021,wh_raw_south_z09,lot_rm_0021_01,28
issue_2026_00219,2,rm_0055,wh_raw_south_z09,,31
issue_2026_00220,1,rm_0055,wh_raw_south_z09,,29
issue_2026_00220,2,rm_0056,wh_raw_south_z10,,32
issue_2026_00221,1,rm_0140,wh_cold_z08,lot_rm_0140_02,30
issue_2026_00221,2,rm_0141,wh_cold_z09,lot_rm_0141_01,33
issue_2026_00222,1,rm_0080,wh_finished_south_z08,lot_rm_0080_02,31
issue_2026_00222,2,rm_0081,wh_finished_south_z09,lot_rm_0081_01,34
issue_2026_00223,1,rm_0081,wh_finished_south_z09,lot_rm_0081_01,32
issue_2026_00223,2,rm_0115,wh_finished_south_z09,,35
issue_2026_00224,1,rm_0092,wh_raw_south_z02,lot_rm_0092_02,33
issue_2026_00224,2,rm_0093,wh_raw_south_z03,lot_rm_0093_01,36
issue_2026_00225,1,rm_0177,wh_cold_z01,,34
issue_2026_00225,2,rm_0211,wh_cold_z01,lot_rm_0211_01,37
issue_2026_00226,1,rm_0211,wh_cold_z01,lot_rm_0211_01,35
issue_2026_00226,2,rm_0212,wh_cold_z02,lot_rm_0212_02,38
issue_2026_00227,1,rm_0151,wh_finished_south_z01,lot_rm_0151_01,36
issue_2026_00227,2,rm_0152,wh_finished_south_z02,lot_rm_0152_02,39
issue_2026_00228,1,rm_0129,wh_raw_south_z05,lot_rm_0129_01,37
issue_2026_00228,2,rm_0163,wh_raw_south_z05,lot_rm_0163_01,40
issue_2026_00229,1,rm_0163,wh_raw_south_z05,lot_rm_0163_01,38
issue_2026_00229,2,rm_0164,wh_raw_south_z06,lot_rm_0164_02,41
issue_2026_00230,1,rm_0248,wh_cold_z04,,39
issue_2026_00230,2,rm_0249,wh_cold_z05,,42
issue_2026_00231,1,rm_0188,wh_finished_south_z04,,40
issue_2026_00231,2,rm_0189,wh_finished_south_z05,,43
issue_2026_00232,1,rm_0189,wh_finished_south_z05,,41
issue_2026_00232,2,rm_0223,wh_finished_south_z05,lot_rm_0223_01,44
issue_2026_00233,1,rm_0200,wh_raw_south_z08,lot_rm_0200_02,42
issue_2026_00233,2,rm_0201,wh_raw_south_z09,lot_rm_0201_01,45
issue_2026_00234,1,rm_0285,wh_cold_z07,lot_rm_0285_01,43
issue_2026_00234,2,rm_0319,wh_cold_z07,,46
issue_2026_00235,1,rm_0319,wh_cold_z07,,44
issue_2026_00235,2,rm_0320,wh_cold_z08,,47
issue_2026_00236,1,rm_0259,wh_finished_south_z07,lot_rm_0259_01,45
issue_2026_00236,2,rm_0260,wh_finished_south_z08,lot_rm_0260_02,48
issue_2026_00237,1,rm_0237,wh_raw_south_z01,lot_rm_0237_01,46
issue_2026_00237,2,rm_0271,wh_raw_south_z01,lot_rm_0271_01,49
issue_2026_00238,1,rm_0271,wh_raw_south_z01,lot_rm_0271_01,47
issue_2026_00238,2,rm_0272,wh_raw_south_z02,lot_rm_0272_02,10
issue_2026_00239,1,rm_0017,wh_cold_z01,lot_rm_0017_01,48
issue_2026_00239,2,rm_0051,wh_cold_z01,,11
issue_2026_00240,1,rm_0296,wh_finished_south_z10,lot_rm_0296_02,49
issue_2026_00240,2,rm_0297,wh_finished_south_z01,lot_rm_0297_01,12
issue_2026_00241,1,rm_0297,wh_finished_south_z01,lot_rm_0297_01,10
issue_2026_00241,2,rm_0027,wh_finished_south_z03,lot_rm_0027_01,13
issue_2026_00242,1,rm_0027,wh_finished_south_z03,lot_rm_0027_01,11
issue_2026_00242,2,rm_0028,wh_finished_south_z04,lot_rm_0028_02,14
issue_2026_00243,1,rm_0028,wh_finished_south_z04,lot_rm_0028_02,12
issue_2026_00243,2,rm_0029,wh_finished_south_z05,lot_rm_0029_01,15
issue_2026_00244,1,rm_0003,wh_raw_south_z05,lot_rm_0003_01,13
issue_2026_00244,2,rm_0004,wh_raw_south_z06,lot_rm_0004_02,16
issue_2026_00245,1,rm_0089,wh_cold_z05,lot_rm_0089_01,14
issue_2026_00245,2,rm_0123,wh_cold_z05,,17
issue_2026_00246,1,rm_0123,wh_cold_z05,,15
issue_2026_00246,2,rm_0124,wh_cold_z06,,18
issue_2026_00247,1,rm_0065,wh_finished_south_z07,lot_rm_0065_01,16
issue_2026_00247,2,rm_0099,wh_finished_south_z07,lot_rm_0099_01,19
issue_2026_00248,1,rm_0040,wh_raw_south_z08,lot_rm_0040_02,17
issue_2026_00248,2,rm_0041,wh_raw_south_z09,lot_rm_0041_01,20
issue_2026_00249,1,rm_0041,wh_raw_south_z09,lot_rm_0041_01,18
issue_2026_00249,2,rm_0075,wh_raw_south_z09,lot_rm_0075_01,21
issue_2026_00250,1,rm_0160,wh_cold_z08,lot_rm_0160_02,19
issue_2026_00250,2,rm_0161,wh_cold_z09,lot_rm_0161_01,22
issue_2026_00251,1,rm_0135,wh_finished_south_z09,lot_rm_0135_01,20
issue_2026_00251,2,rm_0136,wh_finished_south_z10,lot_rm_0136_02,23
issue_2026_00252,1,rm_0136,wh_finished_south_z10,lot_rm_0136_02,21
issue_2026_00252,2,rm_0137,wh_finished_south_z01,lot_rm_0137_01,24
issue_2026_00253,1,rm_0111,wh_raw_south_z01,lot_rm_0111_01,22
issue_2026_00253,2,rm_0112,wh_raw_south_z02,lot_rm_0112_02,25
issue_2026_00254,1,rm_0197,wh_cold_z01,lot_rm_0197_01,23
issue_2026_00254,2,rm_0231,wh_cold_z01,lot_rm_0231_01,26
issue_2026_00255,1,rm_0231,wh_cold_z01,lot_rm_0231_01,24
issue_2026_00255,2,rm_0232,wh_cold_z02,lot_rm_0232_02,27
issue_2026_00256,1,rm_0173,wh_finished_south_z03,lot_rm_0173_01,25
issue_2026_00256,2,rm_0207,wh_finished_south_z03,lot_rm_0207_01,28
issue_2026_00257,1,rm_0148,wh_raw_south_z04,lot_rm_0148_02,26
issue_2026_00257,2,rm_0149,wh_raw_south_z05,lot_rm_0149_01,29
issue_2026_00258,1,rm_0149,wh_raw_south_z05,lot_rm_0149_01,27
issue_2026_00258,2,rm_0183,wh_raw_south_z05,,30
issue_2026_00259,1,rm_0268,wh_cold_z04,lot_rm_0268_02,28
issue_2026_00259,2,rm_0269,wh_cold_z05,lot_rm_0269_01,31
issue_2026_00260,1,rm_0243,wh_finished_south_z05,,29
issue_2026_00260,2,rm_0244,wh_finished_south_z06,,32
issue_2026_00261,1,rm_0244,wh_finished_south_z06,,30
issue_2026_00261,2,rm_0245,wh_finished_south_z07,,33
issue_2026_00262,1,rm_0219,wh_raw_south_z07,lot_rm_0219_01,31
issue_2026_00262,2,rm_0220,wh_raw_south_z08,lot_rm_0220_02,34
issue_2026_00263,1,rm_0305,wh_cold_z07,,32
issue_2026_00263,2,rm_0001,wh_cold_z09,lot_rm_0001_01,35
issue_2026_00264,1,rm_0001,wh_cold_z09,lot_rm_0001_01,33
issue_2026_00264,2,rm_0035,wh_cold_z09,lot_rm_0035_01,36
issue_2026_00265,1,rm_0281,wh_finished_south_z09,lot_rm_0281_01,34
issue_2026_00265,2,rm_0315,wh_finished_south_z09,,37
issue_2026_00266,1,rm_0256,wh_raw_south_z10,,35
issue_2026_00266,2,rm_0257,wh_raw_south_z01,lot_rm_0257_01,38
issue_2026_00267,1,rm_0257,wh_raw_south_z01,lot_rm_0257_01,36
issue_2026_00267,2,rm_0291,wh_raw_south_z01,lot_rm_0291_01,39
issue_2026_00268,1,rm_0071,wh_cold_z01,lot_rm_0071_01,37
issue_2026_00268,2,rm_0072,wh_cold_z02,lot_rm_0072_02,40
issue_2026_00269,1,rm_0011,wh_finished_south_z01,lot_rm_0011_01,38
issue_2026_00269,2,rm_0012,wh_finished_south_z02,lot_rm_0012_02,41
issue_2026_00270,1,rm_0012,wh_finished_south_z02,lot_rm_0012_02,39
issue_2026_00270,2,rm_0013,wh_finished_south_z03,lot_rm_0013_01,42
issue_2026_00271,1,rm_0023,wh_raw_south_z05,lot_rm_0023_01,40
issue_2026_00271,2,rm_0024,wh_raw_south_z06,lot_rm_0024_02,43
issue_2026_00272,1,rm_0108,wh_cold_z04,lot_rm_0108_02,41
issue_2026_00272,2,rm_0109,wh_cold_z05,lot_rm_0109_01,44
issue_2026_00273,1,rm_0109,wh_cold_z05,lot_rm_0109_01,42
issue_2026_00273,2,rm_0143,wh_cold_z05,lot_rm_0143_01,45
issue_2026_00274,1,rm_0049,wh_finished_south_z05,,43
issue_2026_00274,2,rm_0083,wh_finished_south_z05,lot_rm_0083_01,46
issue_2026_00275,1,rm_0060,wh_raw_south_z08,,44
issue_2026_00275,2,rm_0061,wh_raw_south_z09,,47
issue_2026_00276,1,rm_0061,wh_raw_south_z09,,45
issue_2026_00276,2,rm_0095,wh_raw_south_z09,lot_rm_0095_01,48
issue_2026_00277,1,rm_0179,wh_cold_z07,,46
issue_2026_00277,2,rm_0180,wh_cold_z08,,49
issue_2026_00278,1,rm_0119,wh_finished_south_z07,,47
issue_2026_00278,2,rm_0120,wh_finished_south_z08,,10
issue_2026_00279,1,rm_0120,wh_finished_south_z08,,48
issue_2026_00279,2,rm_0121,wh_finished_south_z09,,11
issue_2026_00280,1,rm_0131,wh_raw_south_z01,lot_rm_0131_01,49
issue_2026_00280,2,rm_0132,wh_raw_south_z02,lot_rm_0132_02,12
issue_2026_00281,1,rm_0132,wh_raw_south_z02,lot_rm_0132_02,10
issue_2026_00281,2,rm_0133,wh_raw_south_z03,lot_rm_0133_01,13
issue_2026_00282,1,rm_0133,wh_raw_south_z03,lot_rm_0133_01,11
issue_2026_00282,2,rm_0167,wh_raw_south_z03,lot_rm_0167_01,14
issue_2026_00283,1,rm_0251,wh_cold_z01,,12
issue_2026_00283,2,rm_0252,wh_cold_z02,,15
issue_2026_00284,1,rm_0191,wh_finished_south_z01,,13
issue_2026_00284,2,rm_0192,wh_finished_south_z02,,16
issue_2026_00285,1,rm_0192,wh_finished_south_z02,,14
issue_2026_00285,2,rm_0193,wh_finished_south_z03,lot_rm_0193_01,17
issue_2026_00286,1,rm_0203,wh_raw_south_z05,lot_rm_0203_01,15
issue_2026_00286,2,rm_0204,wh_raw_south_z06,lot_rm_0204_02,18
issue_2026_00287,1,rm_0288,wh_cold_z04,lot_rm_0288_02,16
issue_2026_00287,2,rm_0289,wh_cold_z05,lot_rm_0289_01,19
issue_2026_00288,1,rm_0289,wh_cold_z05,lot_rm_0289_01,17
issue_2026_00288,2,rm_0019,wh_cold_z07,lot_rm_0019_01,20
issue_2026_00289,1,rm_0229,wh_finished_south_z05,lot_rm_0229_01,18
issue_2026_00289,2,rm_0263,wh_finished_south_z05,lot_rm_0263_01,21
issue_2026_00290,1,rm_0240,wh_raw_south_z08,lot_rm_0240_02,19
issue_2026_00290,2,rm_0241,wh_raw_south_z09,,22
issue_2026_00291,1,rm_0241,wh_raw_south_z09,,20
issue_2026_00291,2,rm_0275,wh_raw_south_z09,lot_rm_0275_01,23
issue_2026_00292,1,rm_0055,wh_cold_z09,,21
issue_2026_00292,2,rm_0056,wh_cold_z10,,24
issue_2026_00293,1,rm_0299,wh_finished_south_z07,lot_rm_0299_01,22
issue_2026_00293,2,rm_0300,wh_finished_south_z08,lot_rm_0300_02,25
issue_2026_00294,1,rm_0300,wh_finished_south_z08,lot_rm_0300_02,23
issue_2026_00294,2,rm_0301,wh_finished_south_z09,lot_rm_0301_01,26
issue_2026_00295,1,rm_0311,wh_raw_south_z01,,24
issue_2026_00295,2,rm_0312,wh_raw_south_z02,,27
issue_2026_00296,1,rm_0092,wh_cold_z02,lot_rm_0092_02,25
issue_2026_00296,2,rm_0093,wh_cold_z03,lot_rm_0093_01,28
issue_2026_00297,1,rm_0093,wh_cold_z03,lot_rm_0093_01,26
issue_2026_00297,2,rm_0127,wh_cold_z03,,29
issue_2026_00298,1,rm_0033,wh_finished_south_z03,lot_rm_0033_01,27
issue_2026_00298,2,rm_0067,wh_finished_south_z03,lot_rm_0067_01,30
issue_2026_00299,1,rm_0008,wh_raw_south_z04,lot_rm_0008_02,28
issue_2026_00299,2,rm_0009,wh_raw_south_z05,lot_rm_0009_01,31
issue_2026_00300,1,rm_0009,wh_raw_south_z05,lot_rm_0009_01,29
issue_2026_00300,2,rm_0043,wh_raw_south_z05,lot_rm_0043_01,32
issue_2026_00301,1,rm_0163,wh_cold_z05,lot_rm_0163_01,30
issue_2026_00301,2,rm_0164,wh_cold_z06,lot_rm_0164_02,33
issue_2026_00302,1,rm_0103,wh_finished_south_z05,lot_rm_0103_01,31
issue_2026_00302,2,rm_0104,wh_finished_south_z06,lot_rm_0104_02,34
issue_2026_00303,1,rm_0104,wh_finished_south_z06,lot_rm_0104_02,32
issue_2026_00303,2,rm_0105,wh_finished_south_z07,lot_rm_0105_01,35
issue_2026_00304,1,rm_0079,wh_raw_south_z07,lot_rm_0079_01,33
issue_2026_00304,2,rm_0080,wh_raw_south_z08,lot_rm_0080_02,36
issue_2026_00305,1,rm_0200,wh_cold_z08,lot_rm_0200_02,34
issue_2026_00305,2,rm_0201,wh_cold_z09,lot_rm_0201_01,37
issue_2026_00306,1,rm_0201,wh_cold_z09,lot_rm_0201_01,35
issue_2026_00306,2,rm_0235,wh_cold_z09,lot_rm_0235_01,38
issue_2026_00307,1,rm_0141,wh_finished_south_z09,lot_rm_0141_01,36
issue_2026_00307,2,rm_0175,wh_finished_south_z09,lot_rm_0175_01,39
issue_2026_00308,1,rm_0116,wh_raw_south_z10,,37
issue_2026_00308,2,rm_0117,wh_raw_south_z01,,40
issue_2026_00309,1,rm_0117,wh_raw_south_z01,,38
issue_2026_00309,2,rm_0151,wh_raw_south_z01,lot_rm_0151_01,41
issue_2026_00310,1,rm_0271,wh_cold_z01,lot_rm_0271_01,39
issue_2026_00310,2,rm_0272,wh_cold_z02,lot_rm_0272_02,42
issue_2026_00311,1,rm_0211,wh_finished_south_z01,lot_rm_0211_01,40
issue_2026_00311,2,rm_0212,wh_finished_south_z02,lot_rm_0212_02,43
issue_2026_00312,1,rm_0212,wh_finished_south_z02,lot_rm_0212_02,41
issue_2026_00312,2,rm_0213,wh_finished_south_z03,lot_rm_0213_01,44
issue_2026_00313,1,rm_0187,wh_raw_south_z03,,42
issue_2026_00313,2,rm_0188,wh_raw_south_z04,,45
issue_2026_00314,1,rm_0308,wh_cold_z04,,43
issue_2026_00314,2,rm_0309,wh_cold_z05,,46
issue_2026_00315,1,rm_0309,wh_cold_z05,,44
issue_2026_00315,2,rm_0031,wh_cold_z01,lot_rm_0031_01,47
issue_2026_00316,1,rm_0249,wh_finished_south_z05,,45
issue_2026_00316,2,rm_0283,wh_finished_south_z05,lot_rm_0283_01,48
issue_2026_00317,1,rm_0224,wh_raw_south_z06,lot_rm_0224_02,46
issue_2026_00317,2,rm_0225,wh_raw_south_z07,lot_rm_0225_01,49
issue_2026_00318,1,rm_0225,wh_raw_south_z07,lot_rm_0225_01,47
issue_2026_00318,2,rm_0259,wh_raw_south_z07,lot_rm_0259_01,10
issue_2026_00319,1,rm_0067,wh_cold_z03,lot_rm_0067_01,48
issue_2026_00319,2,rm_0068,wh_cold_z04,lot_rm_0068_02,11
issue_2026_00320,1,rm_0319,wh_finished_south_z07,,49
issue_2026_00320,2,rm_0320,wh_finished_south_z08,,12
issue_2026_00321,1,rm_0320,wh_finished_south_z08,,10
issue_2026_00321,2,rm_0007,wh_finished_south_z03,lot_rm_0007_01,13
issue_2026_00322,1,rm_0007,wh_finished_south_z03,lot_rm_0007_01,11
issue_2026_00322,2,rm_0008,wh_finished_south_z04,lot_rm_0008_02,14
issue_2026_00323,1,rm_0296,wh_raw_south_z10,lot_rm_0296_02,12
issue_2026_00323,2,rm_0297,wh_raw_south_z01,lot_rm_0297_01,15
issue_2026_00324,1,rm_0105,wh_cold_z07,lot_rm_0105_01,13
issue_2026_00324,2,rm_0139,wh_cold_z07,lot_rm_0139_01,16
issue_2026_00325,1,rm_0139,wh_cold_z07,lot_rm_0139_01,14
issue_2026_00325,2,rm_0140,wh_cold_z08,lot_rm_0140_02,17
issue_2026_00326,1,rm_0044,wh_finished_south_z06,lot_rm_0044_02,15
issue_2026_00326,2,rm_0045,wh_finished_south_z07,lot_rm_0045_01,18
issue_2026_00327,1,rm_0021,wh_raw_south_z09,lot_rm_0021_01,16
issue_2026_00327,2,rm_0055,wh_raw_south_z09,,19
issue_2026_00328,1,rm_0055,wh_raw_south_z09,,17
issue_2026_00328,2,rm_0056,wh_raw_south_z10,,20
issue_2026_00329,1,rm_0176,wh_cold_z10,lot_rm_0176_02,18
issue_2026_00329,2,rm_0177,wh_cold_z01,,21
issue_2026_00330,1,rm_0081,wh_finished_south_z09,lot_rm_0081_01,19
issue_2026_00330,2,rm_0115,wh_finished_south_z09,,22
issue_2026_00331,1,rm_0115,wh_finished_south_z09,,20
issue_2026_00331,2,rm_0116,wh_finished_south_z10,,23
issue_2026_00332,1,rm_0092,wh_raw_south_z02,lot_rm_0092_02,21
issue_2026_00332,2,rm_0093,wh_raw_south_z03,lot_rm_0093_01,24
issue_2026_00333,1,rm_0213,wh_cold_z03,lot_rm_0213_01,22
issue_2026_00333,2,rm_0247,wh_cold_z03,,25
issue_2026_00334,1,rm_0247,wh_cold_z03,,23
issue_2026_00334,2,rm_0248,wh_cold_z04,,26
issue_2026_00335,1,rm_0152,wh_finished_south_z02,lot_rm_0152_02,24
issue_2026_00335,2,rm_0153,wh_finished_south_z03,lot_rm_0153_01,27
issue_2026_00336,1,rm_0129,wh_raw_south_z05,lot_rm_0129_01,25
issue_2026_00336,2,rm_0163,wh_raw_south_z05,lot_rm_0163_01,28
issue_2026_00337,1,rm_0163,wh_raw_south_z05,lot_rm_0163_01,26
issue_2026_00337,2,rm_0164,wh_raw_south_z06,lot_rm_0164_02,29
issue_2026_00338,1,rm_0284,wh_cold_z06,lot_rm_0284_02,27
issue_2026_00338,2,rm_0285,wh_cold_z07,lot_rm_0285_01,30
issue_2026_00339,1,rm_0189,wh_finished_south_z05,,28
issue_2026_00339,2,rm_0223,wh_finished_south_z05,lot_rm_0223_01,31
issue_2026_00340,1,rm_0223,wh_finished_south_z05,lot_rm_0223_01,29
issue_2026_00340,2,rm_0224,wh_finished_south_z06,lot_rm_0224_02,32
issue_2026_00341,1,rm_0200,wh_raw_south_z08,lot_rm_0200_02,30
issue_2026_00341,2,rm_0201,wh_raw_south_z09,lot_rm_0201_01,33
issue_2026_00342,1,rm_0015,wh_cold_z09,lot_rm_0015_01,31
issue_2026_00342,2,rm_0016,wh_cold_z10,lot_rm_0016_02,34
issue_2026_00343,1,rm_0016,wh_cold_z10,lot_rm_0016_02,32
issue_2026_00343,2,rm_0017,wh_cold_z01,lot_rm_0017_01,35
issue_2026_00344,1,rm_0260,wh_finished_south_z08,lot_rm_0260_02,33
issue_2026_00344,2,rm_0261,wh_finished_south_z09,lot_rm_0261_01,36
issue_2026_00345,1,rm_0237,wh_raw_south_z01,lot_rm_0237_01,34
issue_2026_00345,2,rm_0271,wh_raw_south_z01,lot_rm_0271_01,37
issue_2026_00346,1,rm_0271,wh_raw_south_z01,lot_rm_0271_01,35
issue_2026_00346,2,rm_0272,wh_raw_south_z02,lot_rm_0272_02,38
issue_2026_00347,1,rm_0053,wh_cold_z03,,36
issue_2026_00347,2,rm_0087,wh_cold_z03,lot_rm_0087_01,39
issue_2026_00348,1,rm_0297,wh_finished_south_z01,lot_rm_0297_01,37
issue_2026_00348,2,rm_0027,wh_finished_south_z03,lot_rm_0027_01,40
issue_2026_00349,1,rm_0027,wh_finished_south_z03,lot_rm_0027_01,38
issue_2026_00349,2,rm_0028,wh_finished_south_z04,lot_rm_0028_02,41
issue_2026_00350,1,rm_0308,wh_raw_south_z04,,39
issue_2026_00350,2,rm_0309,wh_raw_south_z05,,42
issue_2026_00351,1,rm_0123,wh_cold_z05,,40
issue_2026_00351,2,rm_0124,wh_cold_z06,,43
issue_2026_00352,1,rm_0124,wh_cold_z06,,41
issue_2026_00352,2,rm_0125,wh_cold_z07,,44
issue_2026_00353,1,rm_0064,wh_finished_south_z06,,42
issue_2026_00353,2,rm_0065,wh_finished_south_z07,lot_rm_0065_01,45
issue_2026_00354,1,rm_0005,wh_raw_south_z07,lot_rm_0005_01,43
issue_2026_00354,2,rm_0039,wh_raw_south_z07,lot_rm_0039_01,46
issue_2026_00355,1,rm_0039,wh_raw_south_z07,lot_rm_0039_01,44
issue_2026_00355,2,rm_0040,wh_raw_south_z08,lot_rm_0040_02,47
issue_2026_00356,1,rm_0161,wh_cold_z09,lot_rm_0161_01,45
issue_2026_00356,2,rm_0195,wh_cold_z09,lot_rm_0195_01,48
issue_2026_00357,1,rm_0101,wh_finished_south_z09,lot_rm_0101_01,46
issue_2026_00357,2,rm_0135,wh_finished_south_z09,lot_rm_0135_01,49
issue_2026_00358,1,rm_0135,wh_finished_south_z09,lot_rm_0135_01,47
issue_2026_00358,2,rm_0136,wh_finished_south_z10,lot_rm_0136_02,10
issue_2026_00359,1,rm_0076,wh_raw_south_z10,lot_rm_0076_02,48
issue_2026_00359,2,rm_0077,wh_raw_south_z01,lot_rm_0077_01,11
issue_2026_00360,1,rm_0231,wh_cold_z01,lot_rm_0231_01,49
issue_2026_00360,2,rm_0232,wh_cold_z02,lot_rm_0232_02,12
issue_2026_00361,1,rm_0111,wh_raw_south_z01,lot_rm_0111_01,10
issue_2026_00361,2,rm_0112,wh_raw_south_z02,lot_rm_0112_02,13
issue_2026_00362,1,rm_0112,wh_raw_south_z02,lot_rm_0112_02,11
issue_2026_00362,2,rm_0113,wh_raw_south_z03,,14
issue_2026_00363,1,rm_0267,wh_cold_z03,lot_rm_0267_01,12
issue_2026_00363,2,rm_0268,wh_cold_z04,lot_rm_0268_02,15
issue_2026_00364,1,rm_0207,wh_finished_south_z03,lot_rm_0207_01,13
issue_2026_00364,2,rm_0208,wh_finished_south_z04,lot_rm_0208_02,16
issue_2026_00365,1,rm_0208,wh_finished_south_z04,lot_rm_0208_02,14
issue_2026_00365,2,rm_0209,wh_finished_south_z05,lot_rm_0209_01,17
issue_2026_00366,1,rm_0149,wh_raw_south_z05,lot_rm_0149_01,15
issue_2026_00366,2,rm_0183,wh_raw_south_z05,,18
issue_2026_00367,1,rm_0304,wh_cold_z06,lot_rm_0304_02,16
issue_2026_00367,2,rm_0305,wh_cold_z07,,19
issue_2026_00368,1,rm_0305,wh_cold_z07,,17
issue_2026_00368,2,rm_0001,wh_cold_z09,lot_rm_0001_01,20
