item_code,item_name,item_type,category_code,unit_code,lot_controlled,minimum_stock_quantity,status,description
rm_0155,Bột collagen thủy phân - Lô nội địa,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0156,Pectin thực phẩm - Lô nội địa,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0157,Carrageenan thực phẩm - Lô nội địa,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0158,Guar gum thực phẩm - Lô nội địa,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0159,Xanthan gum thực phẩm - Lô nội địa,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0160,Chất xơ hòa tan inulin - Lô nội địa,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0161,Dịch cô đặc cam - Lô nội địa,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0162,Dịch cô đặc táo - Lô nội địa,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0163,Dịch cô đặc đào - Lô nội địa,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0164,Dịch cô đặc dâu - Lô nội địa,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0165,Dịch cô đặc nho - Lô nội địa,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0166,Dịch cô đặc dừa - Lô nội địa,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0167,Hương vani thực phẩm - Lô nội địa,raw_material,fruit_flavor,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0168,Bột cacao - Lô nội địa,raw_material,fruit_flavor,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0169,Hạt đậu nành - Lô nội địa,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0170,Hạt hạnh nhân - Lô nội địa,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0171,Hạt óc chó - Lô nội địa,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0172,Hạt mắc ca - Lô nội địa,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0173,Yến mạch - Lô nội địa,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0174,Gạo lứt - Lô nội địa,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0175,Ngũ cốc phối trộn - Lô nội địa,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0176,Thạch dừa - Lô nội địa,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0177,Hộp giấy tiệt trùng 110 ml - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0178,Hộp giấy tiệt trùng 180 ml - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0179,Hộp giấy tiệt trùng 1 lít - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0180,Chai nhựa thực phẩm 150 ml - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0181,Chai nhựa thực phẩm 450 ml - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0182,Cốc sữa chua 100 g - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0183,Nắp nhôm cốc sữa chua - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0184,Nắp chai HDPE - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0185,Ống hút giấy - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0186,Màng co lốc sản phẩm - Lô nội địa,raw_material,packaging,kg,false,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0187,Thùng carton 12 sản phẩm - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0188,Thùng carton 24 sản phẩm - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0189,Thùng carton 48 sản phẩm - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0190,Nhãn cuộn sản phẩm - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0191,Pallet nhựa thực phẩm - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0192,Túi sữa tiệt trùng - Lô nội địa,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0193,Sữa bò tươi nguyên liệu - Lô nhập khẩu,raw_material,dairy_input,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0194,Sữa bột gầy - Lô nhập khẩu,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0195,Sữa bột nguyên kem - Lô nhập khẩu,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0196,Whey bột - Lô nhập khẩu,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0197,Đạm whey cô đặc - Lô nhập khẩu,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0198,Casein sữa - Lô nhập khẩu,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0199,Chất béo sữa khan - Lô nhập khẩu,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0200,Kem sữa - Lô nhập khẩu,raw_material,dairy_input,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0201,Lactose thực phẩm - Lô nhập khẩu,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0202,Sữa non dạng bột - Lô nhập khẩu,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0203,Đường tinh luyện - Lô nhập khẩu,raw_material,sweetener,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0204,Đường glucose - Lô nhập khẩu,raw_material,sweetener,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0205,Siro glucose - Lô nhập khẩu,raw_material,sweetener,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0206,Maltodextrin - Lô nhập khẩu,raw_material,sweetener,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0207,Chất tạo ngọt stevia - Lô nhập khẩu,raw_material,sweetener,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0208,Men Streptococcus thermophilus - Lô nhập khẩu,raw_material,culture,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0209,Men Lactobacillus bulgaricus - Lô nhập khẩu,raw_material,culture,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0210,Men Bifidobacterium - Lô nhập khẩu,raw_material,culture,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0211,Men Lactobacillus casei - Lô nhập khẩu,raw_material,culture,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0212,Premix vitamin A D E - Lô nhập khẩu,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0213,Premix vitamin nhóm B - Lô nhập khẩu,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0214,Canxi carbonate - Lô nhập khẩu,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0215,Canxi phosphate - Lô nhập khẩu,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0216,Kẽm sulfate - Lô nhập khẩu,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0217,Sắt fumarate - Lô nhập khẩu,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0218,Dầu cá DHA - Lô nhập khẩu,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0219,Bột collagen thủy phân - Lô nhập khẩu,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0220,Pectin thực phẩm - Lô nhập khẩu,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0221,Carrageenan thực phẩm - Lô nhập khẩu,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0222,Guar gum thực phẩm - Lô nhập khẩu,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0223,Xanthan gum thực phẩm - Lô nhập khẩu,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0224,Chất xơ hòa tan inulin - Lô nhập khẩu,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0225,Dịch cô đặc cam - Lô nhập khẩu,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0226,Dịch cô đặc táo - Lô nhập khẩu,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0227,Dịch cô đặc đào - Lô nhập khẩu,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0228,Dịch cô đặc dâu - Lô nhập khẩu,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0229,Dịch cô đặc nho - Lô nhập khẩu,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0230,Dịch cô đặc dừa - Lô nhập khẩu,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0231,Hương vani thực phẩm - Lô nhập khẩu,raw_material,fruit_flavor,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0232,Bột cacao - Lô nhập khẩu,raw_material,fruit_flavor,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0233,Hạt đậu nành - Lô nhập khẩu,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0234,Hạt hạnh nhân - Lô nhập khẩu,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0235,Hạt óc chó - Lô nhập khẩu,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0236,Hạt mắc ca - Lô nhập khẩu,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0237,Yến mạch - Lô nhập khẩu,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0238,Gạo lứt - Lô nhập khẩu,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0239,Ngũ cốc phối trộn - Lô nhập khẩu,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0240,Thạch dừa - Lô nhập khẩu,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0241,Hộp giấy tiệt trùng 110 ml - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0242,Hộp giấy tiệt trùng 180 ml - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0243,Hộp giấy tiệt trùng 1 lít - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0244,Chai nhựa thực phẩm 150 ml - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0245,Chai nhựa thực phẩm 450 ml - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0246,Cốc sữa chua 100 g - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0247,Nắp nhôm cốc sữa chua - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0248,Nắp chai HDPE - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0249,Ống hút giấy - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0250,Màng co lốc sản phẩm - Lô nhập khẩu,raw_material,packaging,kg,false,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0251,Thùng carton 12 sản phẩm - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0252,Thùng carton 24 sản phẩm - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0253,Thùng carton 48 sản phẩm - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0254,Nhãn cuộn sản phẩm - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0255,Pallet nhựa thực phẩm - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0256,Túi sữa tiệt trùng - Lô nhập khẩu,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0257,Sữa bò tươi nguyên liệu - Dùng cho sản xuất thử,raw_material,dairy_input,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0258,Sữa bột gầy - Dùng cho sản xuất thử,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0259,Sữa bột nguyên kem - Dùng cho sản xuất thử,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0260,Whey bột - Dùng cho sản xuất thử,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0261,Đạm whey cô đặc - Dùng cho sản xuất thử,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0262,Casein sữa - Dùng cho sản xuất thử,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0263,Chất béo sữa khan - Dùng cho sản xuất thử,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0264,Kem sữa - Dùng cho sản xuất thử,raw_material,dairy_input,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0265,Lactose thực phẩm - Dùng cho sản xuất thử,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0266,Sữa non dạng bột - Dùng cho sản xuất thử,raw_material,dairy_input,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0267,Đường tinh luyện - Dùng cho sản xuất thử,raw_material,sweetener,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0268,Đường glucose - Dùng cho sản xuất thử,raw_material,sweetener,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0269,Siro glucose - Dùng cho sản xuất thử,raw_material,sweetener,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0270,Maltodextrin - Dùng cho sản xuất thử,raw_material,sweetener,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0271,Chất tạo ngọt stevia - Dùng cho sản xuất thử,raw_material,sweetener,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0272,Men Streptococcus thermophilus - Dùng cho sản xuất thử,raw_material,culture,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0273,Men Lactobacillus bulgaricus - Dùng cho sản xuất thử,raw_material,culture,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0274,Men Bifidobacterium - Dùng cho sản xuất thử,raw_material,culture,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0275,Men Lactobacillus casei - Dùng cho sản xuất thử,raw_material,culture,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0276,Premix vitamin A D E - Dùng cho sản xuất thử,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0277,Premix vitamin nhóm B - Dùng cho sản xuất thử,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0278,Canxi carbonate - Dùng cho sản xuất thử,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0279,Canxi phosphate - Dùng cho sản xuất thử,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0280,Kẽm sulfate - Dùng cho sản xuất thử,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0281,Sắt fumarate - Dùng cho sản xuất thử,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0282,Dầu cá DHA - Dùng cho sản xuất thử,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0283,Bột collagen thủy phân - Dùng cho sản xuất thử,raw_material,vitamin_mineral,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0284,Pectin thực phẩm - Dùng cho sản xuất thử,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0285,Carrageenan thực phẩm - Dùng cho sản xuất thử,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0286,Guar gum thực phẩm - Dùng cho sản xuất thử,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0287,Xanthan gum thực phẩm - Dùng cho sản xuất thử,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0288,Chất xơ hòa tan inulin - Dùng cho sản xuất thử,raw_material,stabilizer,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0289,Dịch cô đặc cam - Dùng cho sản xuất thử,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0290,Dịch cô đặc táo - Dùng cho sản xuất thử,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0291,Dịch cô đặc đào - Dùng cho sản xuất thử,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0292,Dịch cô đặc dâu - Dùng cho sản xuất thử,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0293,Dịch cô đặc nho - Dùng cho sản xuất thử,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0294,Dịch cô đặc dừa - Dùng cho sản xuất thử,raw_material,fruit_flavor,litre,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0295,Hương vani thực phẩm - Dùng cho sản xuất thử,raw_material,fruit_flavor,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0296,Bột cacao - Dùng cho sản xuất thử,raw_material,fruit_flavor,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0297,Hạt đậu nành - Dùng cho sản xuất thử,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0298,Hạt hạnh nhân - Dùng cho sản xuất thử,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0299,Hạt óc chó - Dùng cho sản xuất thử,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0300,Hạt mắc ca - Dùng cho sản xuất thử,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0301,Yến mạch - Dùng cho sản xuất thử,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0302,Gạo lứt - Dùng cho sản xuất thử,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0303,Ngũ cốc phối trộn - Dùng cho sản xuất thử,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0304,Thạch dừa - Dùng cho sản xuất thử,raw_material,grain_nut,kg,true,500,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0305,Hộp giấy tiệt trùng 110 ml - Dùng cho sản xuất thử,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0306,Hộp giấy tiệt trùng 180 ml - Dùng cho sản xuất thử,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
rm_0307,Hộp giấy tiệt trùng 1 lít - Dùng cho sản xuất thử,raw_material,packaging,piece,false,5000,active,Danh mục nguyên liệu tổng hợp theo nghiệp vụ doanh nghiệp sữa.
