receipt_code,line_number,item_code,location_code,lot_code,quantity
receipt_2025_00116,2,fg_0027,wh_raw_north_z07,lot_fg_0027_01,12356
receipt_2025_00116,3,fg_0028,wh_raw_north_z08,lot_fg_0028_02,12457
receipt_2025_00117,1,fg_0029,wh_finished_south_z07,lot_fg_0029_01,12292
receipt_2025_00117,2,fg_0030,wh_finished_south_z08,lot_fg_0030_02,12393
receipt_2025_00117,3,fg_0031,wh_finished_south_z09,lot_fg_0031_01,12494
receipt_2025_00118,1,fg_0032,wh_finished_north_z08,lot_fg_0032_02,12329
receipt_2025_00118,2,fg_0033,wh_finished_north_z09,lot_fg_0033_01,12430
receipt_2025_00118,3,fg_0034,wh_finished_north_z10,lot_fg_0034_02,12531
receipt_2025_00119,1,fg_0035,wh_cold_z09,lot_fg_0035_01,12366
receipt_2025_00119,2,fg_0036,wh_cold_z10,lot_fg_0036_02,12467
receipt_2025_00119,3,fg_0037,wh_cold_z01,lot_fg_0037_01,12568
receipt_2025_00120,1,fg_0038,wh_packaging_z10,lot_fg_0038_02,12403
receipt_2025_00120,2,fg_0039,wh_packaging_z01,lot_fg_0039_01,12504
receipt_2025_00120,3,fg_0040,wh_packaging_z02,lot_fg_0040_02,12605
receipt_2025_00121,1,fg_0041,wh_raw_south_z01,lot_fg_0041_01,12440
receipt_2025_00121,2,fg_0042,wh_raw_south_z02,lot_fg_0042_02,12541
receipt_2025_00121,3,fg_0043,wh_raw_south_z03,lot_fg_0043_01,12642
receipt_2025_00122,1,fg_0044,wh_raw_north_z02,lot_fg_0044_02,12477
receipt_2025_00122,2,fg_0045,wh_raw_north_z03,lot_fg_0045_01,12578
receipt_2025_00122,3,fg_0046,wh_raw_north_z04,lot_fg_0046_02,12679
receipt_2025_00123,1,fg_0047,wh_finished_south_z03,lot_fg_0047_01,12514
receipt_2025_00123,2,fg_0048,wh_finished_south_z04,lot_fg_0048_02,12615
receipt_2025_00123,3,fg_0049,wh_finished_south_z05,lot_fg_0049_01,12716
receipt_2025_00124,1,fg_0050,wh_finished_north_z04,lot_fg_0050_02,12551
receipt_2025_00124,2,fg_0051,wh_finished_north_z05,lot_fg_0051_01,12652
receipt_2025_00124,3,fg_0052,wh_finished_north_z06,lot_fg_0052_02,12753
receipt_2025_00125,1,fg_0053,wh_cold_z05,lot_fg_0053_01,12588
receipt_2025_00125,2,fg_0054,wh_cold_z06,lot_fg_0054_02,12689
receipt_2025_00125,3,fg_0055,wh_cold_z07,lot_fg_0055_01,12790
receipt_2025_00126,1,fg_0056,wh_packaging_z06,lot_fg_0056_02,12625
receipt_2025_00126,2,fg_0057,wh_packaging_z07,lot_fg_0057_01,12726
receipt_2025_00126,3,fg_0058,wh_packaging_z08,lot_fg_0058_02,12827
receipt_2025_00127,1,fg_0059,wh_raw_south_z07,lot_fg_0059_01,12662
receipt_2025_00127,2,fg_0060,wh_raw_south_z08,lot_fg_0060_02,12763
receipt_2025_00127,3,fg_0061,wh_raw_south_z09,lot_fg_0061_01,12864
receipt_2025_00128,1,fg_0062,wh_raw_north_z08,lot_fg_0062_02,12699
receipt_2025_00128,2,fg_0063,wh_raw_north_z09,lot_fg_0063_01,12800
receipt_2025_00128,3,fg_0064,wh_raw_north_z10,lot_fg_0064_02,12901
receipt_2025_00129,1,fg_0065,wh_finished_south_z09,lot_fg_0065_01,12736
receipt_2025_00129,2,fg_0066,wh_finished_south_z10,lot_fg_0066_02,12837
receipt_2025_00129,3,fg_0067,wh_finished_south_z01,lot_fg_0067_01,12938
receipt_2025_00130,1,fg_0068,wh_finished_north_z10,lot_fg_0068_02,12773
receipt_2025_00130,2,fg_0069,wh_finished_north_z01,lot_fg_0069_01,12874
receipt_2025_00130,3,fg_0070,wh_finished_north_z02,lot_fg_0070_02,12975
receipt_2025_00131,1,fg_0071,wh_cold_z01,lot_fg_0071_01,12810
receipt_2025_00131,2,fg_0072,wh_cold_z02,lot_fg_0072_02,12911
receipt_2025_00131,3,fg_0073,wh_cold_z03,lot_fg_0073_01,13012
receipt_2025_00132,1,fg_0074,wh_packaging_z02,lot_fg_0074_02,12847
receipt_2025_00132,2,fg_0075,wh_packaging_z03,lot_fg_0075_01,12948
receipt_2025_00132,3,fg_0076,wh_packaging_z04,lot_fg_0076_02,13049
receipt_2025_00133,1,fg_0077,wh_raw_south_z03,lot_fg_0077_01,12884
receipt_2025_00133,2,fg_0078,wh_raw_south_z04,lot_fg_0078_02,12985
receipt_2025_00133,3,fg_0079,wh_raw_south_z05,lot_fg_0079_01,13086
receipt_2025_00134,1,fg_0080,wh_raw_north_z04,lot_fg_0080_02,12921
receipt_2025_00134,2,fg_0081,wh_raw_north_z05,lot_fg_0081_01,13022
receipt_2025_00134,3,fg_0082,wh_raw_north_z06,lot_fg_0082_02,13123
receipt_2025_00135,1,fg_0083,wh_finished_south_z05,lot_fg_0083_01,12958
receipt_2025_00135,2,fg_0084,wh_finished_south_z06,lot_fg_0084_02,13059
receipt_2025_00135,3,fg_0085,wh_finished_south_z07,lot_fg_0085_01,13160
receipt_2025_00136,1,fg_0086,wh_finished_north_z06,lot_fg_0086_02,12995
receipt_2025_00136,2,fg_0087,wh_finished_north_z07,lot_fg_0087_01,13096
receipt_2025_00136,3,fg_0088,wh_finished_north_z08,lot_fg_0088_02,13197
receipt_2025_00137,1,fg_0089,wh_cold_z07,lot_fg_0089_01,13032
receipt_2025_00137,2,fg_0090,wh_cold_z08,lot_fg_0090_02,13133
receipt_2025_00137,3,fg_0091,wh_cold_z09,lot_fg_0091_01,13234
receipt_2025_00138,1,fg_0092,wh_packaging_z08,lot_fg_0092_02,13069
receipt_2025_00138,2,fg_0093,wh_packaging_z09,lot_fg_0093_01,13170
receipt_2025_00138,3,fg_0094,wh_packaging_z10,lot_fg_0094_02,13271
receipt_2025_00139,1,fg_0095,wh_raw_south_z09,lot_fg_0095_01,13106
receipt_2025_00139,2,fg_0096,wh_raw_south_z10,lot_fg_0096_02,13207
receipt_2025_00139,3,fg_0097,wh_raw_south_z01,lot_fg_0097_01,13308
receipt_2025_00140,1,fg_0098,wh_raw_north_z10,lot_fg_0098_02,13143
receipt_2025_00140,2,fg_0099,wh_raw_north_z01,lot_fg_0099_01,13244
receipt_2025_00140,3,fg_0100,wh_raw_north_z02,lot_fg_0100_02,13345
receipt_2025_00141,1,fg_0101,wh_finished_south_z01,lot_fg_0101_01,13180
receipt_2025_00141,2,fg_0102,wh_finished_south_z02,lot_fg_0102_02,13281
receipt_2025_00141,3,fg_0103,wh_finished_south_z03,lot_fg_0103_01,13382
receipt_2025_00142,1,fg_0104,wh_finished_north_z02,lot_fg_0104_02,13217
receipt_2025_00142,2,fg_0105,wh_finished_north_z03,lot_fg_0105_01,13318
receipt_2025_00142,3,fg_0106,wh_finished_north_z04,lot_fg_0106_02,13419
receipt_2025_00143,1,fg_0107,wh_cold_z03,lot_fg_0107_01,13254
receipt_2025_00143,2,fg_0108,wh_cold_z04,lot_fg_0108_02,13355
receipt_2025_00143,3,fg_0109,wh_cold_z05,lot_fg_0109_01,13456
receipt_2025_00144,1,fg_0110,wh_packaging_z04,lot_fg_0110_02,13291
receipt_2025_00144,2,fg_0111,wh_packaging_z05,lot_fg_0111_01,13392
receipt_2025_00144,3,fg_0112,wh_packaging_z06,lot_fg_0112_02,13493
receipt_2025_00145,1,fg_0113,wh_raw_south_z05,lot_fg_0113_01,13328
receipt_2025_00145,2,fg_0114,wh_raw_south_z06,lot_fg_0114_02,13429
receipt_2025_00145,3,fg_0115,wh_raw_south_z07,lot_fg_0115_01,13530
receipt_2025_00146,1,fg_0116,wh_raw_north_z06,lot_fg_0116_02,13365
receipt_2025_00146,2,fg_0117,wh_raw_north_z07,lot_fg_0117_01,13466
receipt_2025_00146,3,fg_0118,wh_raw_north_z08,lot_fg_0118_02,13567
receipt_2025_00147,1,fg_0119,wh_finished_south_z07,lot_fg_0119_01,13402
receipt_2025_00147,2,fg_0120,wh_finished_south_z08,lot_fg_0120_02,13503
receipt_2025_00147,3,fg_0121,wh_finished_south_z09,lot_fg_0121_01,13604
receipt_2025_00148,1,fg_0122,wh_finished_north_z08,lot_fg_0122_02,13439
receipt_2025_00148,2,fg_0123,wh_finished_north_z09,lot_fg_0123_01,13540
receipt_2025_00148,3,fg_0124,wh_finished_north_z10,lot_fg_0124_02,13641
receipt_2025_00149,1,fg_0125,wh_cold_z09,lot_fg_0125_01,13476
receipt_2025_00149,2,fg_0126,wh_cold_z10,lot_fg_0126_02,13577
receipt_2025_00149,3,fg_0127,wh_cold_z01,lot_fg_0127_01,13678
receipt_2025_00150,1,fg_0128,wh_packaging_z10,lot_fg_0128_02,13513
receipt_2025_00150,2,fg_0129,wh_packaging_z01,lot_fg_0129_01,13614
receipt_2025_00150,3,fg_0130,wh_packaging_z02,lot_fg_0130_02,13715
receipt_2025_00151,1,fg_0131,wh_raw_south_z01,lot_fg_0131_01,13550
receipt_2025_00151,2,fg_0132,wh_raw_south_z02,lot_fg_0132_02,13651
receipt_2025_00151,3,fg_0133,wh_raw_south_z03,lot_fg_0133_01,13752
receipt_2025_00152,1,fg_0134,wh_raw_north_z02,lot_fg_0134_02,13587
receipt_2025_00152,2,fg_0135,wh_raw_north_z03,lot_fg_0135_01,13688
receipt_2025_00152,3,fg_0136,wh_raw_north_z04,lot_fg_0136_02,13789
receipt_2025_00153,1,fg_0137,wh_finished_south_z03,lot_fg_0137_01,13624
receipt_2025_00153,2,fg_0138,wh_finished_south_z04,lot_fg_0138_02,13725
receipt_2025_00153,3,fg_0139,wh_finished_south_z05,lot_fg_0139_01,13826
receipt_2025_00154,1,fg_0140,wh_finished_north_z04,lot_fg_0140_02,13661
receipt_2025_00154,2,fg_0141,wh_finished_north_z05,lot_fg_0141_01,13762
receipt_2025_00154,3,fg_0142,wh_finished_north_z06,lot_fg_0142_02,13863
receipt_2025_00155,1,fg_0143,wh_cold_z05,lot_fg_0143_01,13698
receipt_2025_00155,2,fg_0144,wh_cold_z06,lot_fg_0144_02,13799
receipt_2025_00155,3,fg_0145,wh_cold_z07,lot_fg_0145_01,13900
receipt_2025_00156,1,fg_0146,wh_packaging_z06,lot_fg_0146_02,13735
receipt_2025_00156,2,fg_0147,wh_packaging_z07,lot_fg_0147_01,13836
receipt_2025_00156,3,fg_0148,wh_packaging_z08,lot_fg_0148_02,13937
receipt_2025_00157,1,fg_0149,wh_raw_south_z07,lot_fg_0149_01,13772
receipt_2025_00157,2,fg_0150,wh_raw_south_z08,lot_fg_0150_02,13873
receipt_2025_00157,3,fg_0151,wh_raw_south_z09,lot_fg_0151_01,13974
receipt_2025_00158,1,fg_0152,wh_raw_north_z08,lot_fg_0152_02,13809
receipt_2025_00158,2,fg_0153,wh_raw_north_z09,lot_fg_0153_01,13910
receipt_2025_00158,3,fg_0154,wh_raw_north_z10,lot_fg_0154_02,14011
receipt_2025_00159,1,fg_0155,wh_finished_south_z09,lot_fg_0155_01,13846
receipt_2025_00159,2,fg_0156,wh_finished_south_z10,lot_fg_0156_02,13947
receipt_2025_00159,3,fg_0157,wh_finished_south_z01,lot_fg_0157_01,14048
receipt_2025_00160,1,fg_0158,wh_finished_north_z10,lot_fg_0158_02,13883
receipt_2025_00160,2,fg_0159,wh_finished_north_z01,lot_fg_0159_01,13984
receipt_2025_00160,3,fg_0160,wh_finished_north_z02,lot_fg_0160_02,14085
receipt_2025_00161,1,fg_0161,wh_cold_z01,lot_fg_0161_01,13920
receipt_2025_00161,2,fg_0162,wh_cold_z02,lot_fg_0162_02,14021
receipt_2025_00161,3,fg_0163,wh_cold_z03,lot_fg_0163_01,14122
receipt_2025_00162,1,fg_0164,wh_packaging_z02,lot_fg_0164_02,13957
receipt_2025_00162,2,fg_0165,wh_packaging_z03,lot_fg_0165_01,14058
receipt_2025_00162,3,fg_0166,wh_packaging_z04,lot_fg_0166_02,14159
receipt_2025_00163,1,fg_0167,wh_raw_south_z03,lot_fg_0167_01,13994
receipt_2025_00163,2,fg_0168,wh_raw_south_z04,lot_fg_0168_02,14095
receipt_2025_00163,3,fg_0169,wh_raw_south_z05,lot_fg_0169_01,14196
receipt_2025_00164,1,fg_0170,wh_raw_north_z04,lot_fg_0170_02,14031
receipt_2025_00164,2,fg_0171,wh_raw_north_z05,lot_fg_0171_01,14132
receipt_2025_00164,3,fg_0172,wh_raw_north_z06,lot_fg_0172_02,14233
receipt_2025_00165,1,fg_0173,wh_finished_south_z05,lot_fg_0173_01,14068
receipt_2025_00165,2,fg_0174,wh_finished_south_z06,lot_fg_0174_02,14169
receipt_2025_00165,3,fg_0175,wh_finished_south_z07,lot_fg_0175_01,14270
receipt_2025_00166,1,fg_0176,wh_finished_north_z06,lot_fg_0176_02,14105
receipt_2025_00166,2,fg_0177,wh_finished_north_z07,lot_fg_0177_01,14206
receipt_2025_00166,3,fg_0178,wh_finished_north_z08,lot_fg_0178_02,14307
receipt_2025_00167,1,fg_0179,wh_cold_z07,lot_fg_0179_01,14142
receipt_2025_00167,2,fg_0180,wh_cold_z08,lot_fg_0180_02,14243
receipt_2025_00167,3,fg_0181,wh_cold_z09,lot_fg_0181_01,14344
receipt_2025_00168,1,fg_0182,wh_packaging_z08,lot_fg_0182_02,14179
receipt_2025_00168,2,fg_0183,wh_packaging_z09,lot_fg_0183_01,14280
receipt_2025_00168,3,fg_0184,wh_packaging_z10,lot_fg_0184_02,14381
receipt_2025_00169,1,fg_0185,wh_raw_south_z09,lot_fg_0185_01,14216
receipt_2025_00169,2,fg_0186,wh_raw_south_z10,lot_fg_0186_02,14317
receipt_2025_00169,3,fg_0187,wh_raw_south_z01,lot_fg_0187_01,14418
receipt_2025_00170,1,fg_0188,wh_raw_north_z10,lot_fg_0188_02,14253
receipt_2025_00170,2,fg_0189,wh_raw_north_z01,lot_fg_0189_01,14354
receipt_2025_00170,3,fg_0190,wh_raw_north_z02,lot_fg_0190_02,14455
receipt_2025_00171,1,fg_0191,wh_finished_south_z01,lot_fg_0191_01,14290
receipt_2025_00171,2,fg_0192,wh_finished_south_z02,lot_fg_0192_02,14391
receipt_2025_00171,3,fg_0193,wh_finished_south_z03,lot_fg_0193_01,14492
receipt_2025_00172,1,fg_0194,wh_finished_north_z02,lot_fg_0194_02,14327
receipt_2025_00172,2,fg_0195,wh_finished_north_z03,lot_fg_0195_01,14428
receipt_2025_00172,3,fg_0196,wh_finished_north_z04,lot_fg_0196_02,14529
receipt_2025_00173,1,fg_0197,wh_cold_z03,lot_fg_0197_01,14364
receipt_2025_00173,2,fg_0198,wh_cold_z04,lot_fg_0198_02,14465
receipt_2025_00173,3,fg_0199,wh_cold_z05,lot_fg_0199_01,14566
receipt_2025_00174,1,fg_0200,wh_packaging_z04,lot_fg_0200_02,14401
receipt_2025_00174,2,rm_0001,wh_packaging_z05,lot_rm_0001_01,14502
receipt_2025_00174,3,rm_0002,wh_packaging_z06,lot_rm_0002_02,14603
receipt_2025_00175,1,rm_0003,wh_raw_south_z05,lot_rm_0003_01,14438
receipt_2025_00175,2,rm_0004,wh_raw_south_z06,lot_rm_0004_02,14539
receipt_2025_00175,3,rm_0005,wh_raw_south_z07,lot_rm_0005_01,14640
receipt_2025_00176,1,rm_0006,wh_raw_north_z06,lot_rm_0006_02,14475
receipt_2025_00176,2,rm_0007,wh_raw_north_z07,lot_rm_0007_01,14576
receipt_2025_00176,3,rm_0008,wh_raw_north_z08,lot_rm_0008_02,14677
receipt_2025_00177,1,rm_0009,wh_finished_south_z07,lot_rm_0009_01,14512
receipt_2025_00177,2,rm_0010,wh_finished_south_z08,lot_rm_0010_02,14613
receipt_2025_00177,3,rm_0011,wh_finished_south_z09,lot_rm_0011_01,14714
receipt_2025_00178,1,rm_0012,wh_finished_north_z08,lot_rm_0012_02,14549
receipt_2025_00178,2,rm_0013,wh_finished_north_z09,lot_rm_0013_01,14650
receipt_2025_00178,3,rm_0014,wh_finished_north_z10,lot_rm_0014_02,14751
receipt_2025_00179,1,rm_0015,wh_cold_z09,lot_rm_0015_01,14586
receipt_2025_00179,2,rm_0016,wh_cold_z10,lot_rm_0016_02,14687
receipt_2025_00179,3,rm_0017,wh_cold_z01,lot_rm_0017_01,14788
receipt_2025_00180,1,rm_0018,wh_packaging_z10,lot_rm_0018_02,14623
receipt_2025_00180,2,rm_0019,wh_packaging_z01,lot_rm_0019_01,14724
receipt_2025_00180,3,rm_0020,wh_packaging_z02,lot_rm_0020_02,14825
receipt_2025_00181,1,rm_0021,wh_raw_south_z01,lot_rm_0021_01,14660
receipt_2025_00181,2,rm_0022,wh_raw_south_z02,lot_rm_0022_02,14761
receipt_2025_00181,3,rm_0023,wh_raw_south_z03,lot_rm_0023_01,14862
receipt_2025_00182,1,rm_0024,wh_raw_north_z02,lot_rm_0024_02,14697
receipt_2025_00182,2,rm_0025,wh_raw_north_z03,lot_rm_0025_01,14798
receipt_2025_00182,3,rm_0026,wh_raw_north_z04,lot_rm_0026_02,14899
receipt_2025_00183,1,rm_0027,wh_finished_south_z03,lot_rm_0027_01,14734
receipt_2025_00183,2,rm_0028,wh_finished_south_z04,lot_rm_0028_02,14835
receipt_2025_00183,3,rm_0029,wh_finished_south_z05,lot_rm_0029_01,14936
receipt_2025_00184,1,rm_0030,wh_finished_north_z04,lot_rm_0030_02,14771
receipt_2025_00184,2,rm_0031,wh_finished_north_z05,lot_rm_0031_01,14872
receipt_2025_00184,3,rm_0032,wh_finished_north_z06,lot_rm_0032_02,14973
receipt_2025_00185,1,rm_0033,wh_cold_z05,lot_rm_0033_01,14808
receipt_2025_00185,2,rm_0034,wh_cold_z06,lot_rm_0034_02,14909
receipt_2025_00185,3,rm_0035,wh_cold_z07,lot_rm_0035_01,15010
receipt_2025_00186,1,rm_0036,wh_packaging_z06,lot_rm_0036_02,14845
receipt_2025_00186,2,rm_0037,wh_packaging_z07,lot_rm_0037_01,14946
receipt_2025_00186,3,rm_0038,wh_packaging_z08,lot_rm_0038_02,15047
receipt_2025_00187,1,rm_0039,wh_raw_south_z07,lot_rm_0039_01,14882
receipt_2025_00187,2,rm_0040,wh_raw_south_z08,lot_rm_0040_02,14983
receipt_2025_00187,3,rm_0041,wh_raw_south_z09,lot_rm_0041_01,15084
receipt_2025_00188,1,rm_0042,wh_raw_north_z08,lot_rm_0042_02,14919
receipt_2025_00188,2,rm_0043,wh_raw_north_z09,lot_rm_0043_01,15020
receipt_2025_00188,3,rm_0044,wh_raw_north_z10,lot_rm_0044_02,15121
receipt_2025_00189,1,rm_0045,wh_finished_south_z09,lot_rm_0045_01,14956
receipt_2025_00189,2,rm_0046,wh_finished_south_z10,lot_rm_0046_02,15057
receipt_2025_00189,3,rm_0047,wh_finished_south_z01,lot_rm_0047_01,15158
receipt_2025_00190,1,rm_0048,wh_finished_north_z10,lot_rm_0048_02,14993
receipt_2025_00190,2,rm_0049,wh_finished_north_z01,,15094
receipt_2025_00190,3,rm_0050,wh_finished_north_z02,,15195
receipt_2025_00191,1,rm_0051,wh_cold_z01,,15030
receipt_2025_00191,2,rm_0052,wh_cold_z02,,15131
receipt_2025_00191,3,rm_0053,wh_cold_z03,,15232
receipt_2025_00192,1,rm_0054,wh_packaging_z02,,15067
receipt_2025_00192,2,rm_0055,wh_packaging_z03,,15168
receipt_2025_00192,3,rm_0056,wh_packaging_z04,,15269
receipt_2025_00193,1,rm_0057,wh_raw_south_z03,,15104
receipt_2025_00193,2,rm_0058,wh_raw_south_z04,,15205
receipt_2025_00193,3,rm_0059,wh_raw_south_z05,,15306
receipt_2025_00194,1,rm_0060,wh_raw_north_z04,,15141
receipt_2025_00194,2,rm_0061,wh_raw_north_z05,,15242
receipt_2025_00194,3,rm_0062,wh_raw_north_z06,,15343
receipt_2025_00195,1,rm_0063,wh_finished_south_z05,,15178
receipt_2025_00195,2,rm_0064,wh_finished_south_z06,,15279
receipt_2025_00195,3,rm_0065,wh_finished_south_z07,lot_rm_0065_01,15380
receipt_2025_00196,1,rm_0066,wh_finished_north_z06,lot_rm_0066_02,15215
receipt_2025_00196,2,rm_0067,wh_finished_north_z07,lot_rm_0067_01,15316
receipt_2025_00196,3,rm_0068,wh_finished_north_z08,lot_rm_0068_02,15417
receipt_2025_00197,1,rm_0069,wh_cold_z07,lot_rm_0069_01,15252
receipt_2025_00197,2,rm_0070,wh_cold_z08,lot_rm_0070_02,15353
receipt_2025_00197,3,rm_0071,wh_cold_z09,lot_rm_0071_01,15454
receipt_2025_00198,1,rm_0072,wh_packaging_z08,lot_rm_0072_02,15289
receipt_2025_00198,2,rm_0073,wh_packaging_z09,lot_rm_0073_01,15390
receipt_2025_00198,3,rm_0074,wh_packaging_z10,lot_rm_0074_02,15491
receipt_2025_00199,1,rm_0075,wh_raw_south_z09,lot_rm_0075_01,15326
receipt_2025_00199,2,rm_0076,wh_raw_south_z10,lot_rm_0076_02,15427
receipt_2025_00199,3,rm_0077,wh_raw_south_z01,lot_rm_0077_01,15528
receipt_2025_00200,1,rm_0078,wh_raw_north_z10,lot_rm_0078_02,15363
receipt_2025_00200,2,rm_0079,wh_raw_north_z01,lot_rm_0079_01,15464
receipt_2025_00200,3,rm_0080,wh_raw_north_z02,lot_rm_0080_02,15565
receipt_2025_00201,1,rm_0081,wh_finished_south_z01,lot_rm_0081_01,15400
receipt_2025_00201,2,rm_0082,wh_finished_south_z02,lot_rm_0082_02,15501
receipt_2025_00201,3,rm_0083,wh_finished_south_z03,lot_rm_0083_01,15602
receipt_2025_00202,1,rm_0084,wh_finished_north_z02,lot_rm_0084_02,15437
receipt_2025_00202,2,rm_0085,wh_finished_north_z03,lot_rm_0085_01,15538
receipt_2025_00202,3,rm_0086,wh_finished_north_z04,lot_rm_0086_02,15639
receipt_2025_00203,1,rm_0087,wh_cold_z03,lot_rm_0087_01,15474
receipt_2025_00203,2,rm_0088,wh_cold_z04,lot_rm_0088_02,15575
receipt_2025_00203,3,rm_0089,wh_cold_z05,lot_rm_0089_01,15676
receipt_2025_00204,1,rm_0090,wh_packaging_z04,lot_rm_0090_02,15511
receipt_2025_00204,2,rm_0091,wh_packaging_z05,lot_rm_0091_01,15612
receipt_2025_00204,3,rm_0092,wh_packaging_z06,lot_rm_0092_02,15713
receipt_2025_00205,1,rm_0093,wh_raw_south_z05,lot_rm_0093_01,15548
receipt_2025_00205,2,rm_0094,wh_raw_south_z06,lot_rm_0094_02,15649
receipt_2025_00205,3,rm_0095,wh_raw_south_z07,lot_rm_0095_01,15750
receipt_2025_00206,1,rm_0096,wh_raw_north_z06,lot_rm_0096_02,15585
receipt_2025_00206,2,rm_0097,wh_raw_north_z07,lot_rm_0097_01,15686
receipt_2025_00206,3,rm_0098,wh_raw_north_z08,lot_rm_0098_02,15787
receipt_2025_00207,1,rm_0099,wh_finished_south_z07,lot_rm_0099_01,15622
receipt_2025_00207,2,rm_0100,wh_finished_south_z08,lot_rm_0100_02,15723
receipt_2025_00207,3,rm_0101,wh_finished_south_z09,lot_rm_0101_01,15824
receipt_2025_00208,1,rm_0102,wh_finished_north_z08,lot_rm_0102_02,15659
receipt_2025_00208,2,rm_0103,wh_finished_north_z09,lot_rm_0103_01,15760
receipt_2025_00208,3,rm_0104,wh_finished_north_z10,lot_rm_0104_02,15861
receipt_2025_00209,1,rm_0105,wh_cold_z09,lot_rm_0105_01,15696
receipt_2025_00209,2,rm_0106,wh_cold_z10,lot_rm_0106_02,15797
receipt_2025_00209,3,rm_0107,wh_cold_z01,lot_rm_0107_01,15898
receipt_2025_00210,1,rm_0108,wh_packaging_z10,lot_rm_0108_02,15733
receipt_2025_00210,2,rm_0109,wh_packaging_z01,lot_rm_0109_01,15834
receipt_2025_00210,3,rm_0110,wh_packaging_z02,lot_rm_0110_02,15935
receipt_2025_00211,1,rm_0111,wh_raw_south_z01,lot_rm_0111_01,15770
receipt_2025_00211,2,rm_0112,wh_raw_south_z02,lot_rm_0112_02,15871
receipt_2025_00211,3,rm_0113,wh_raw_south_z03,,15972
receipt_2025_00212,1,rm_0114,wh_raw_north_z02,,15807
receipt_2025_00212,2,rm_0115,wh_raw_north_z03,,15908
receipt_2025_00212,3,rm_0116,wh_raw_north_z04,,16009
receipt_2025_00213,1,rm_0117,wh_finished_south_z03,,15844
receipt_2025_00213,2,rm_0118,wh_finished_south_z04,,15945
receipt_2025_00213,3,rm_0119,wh_finished_south_z05,,16046
receipt_2025_00214,1,rm_0120,wh_finished_north_z04,,15881
receipt_2025_00214,2,rm_0121,wh_finished_north_z05,,15982
receipt_2025_00214,3,rm_0122,wh_finished_north_z06,,16083
receipt_2025_00215,1,rm_0123,wh_cold_z05,,15918
receipt_2025_00215,2,rm_0124,wh_cold_z06,,16019
receipt_2025_00215,3,rm_0125,wh_cold_z07,,16120
receipt_2025_00216,1,rm_0126,wh_packaging_z06,,15955
receipt_2025_00216,2,rm_0127,wh_packaging_z07,,16056
receipt_2025_00216,3,rm_0128,wh_packaging_z08,,16157
receipt_2025_00217,1,rm_0129,wh_raw_south_z07,lot_rm_0129_01,15992
receipt_2025_00217,2,rm_0130,wh_raw_south_z08,lot_rm_0130_02,16093
receipt_2025_00217,3,rm_0131,wh_raw_south_z09,lot_rm_0131_01,16194
receipt_2025_00218,1,rm_0132,wh_raw_north_z08,lot_rm_0132_02,16029
receipt_2025_00218,2,rm_0133,wh_raw_north_z09,lot_rm_0133_01,16130
receipt_2025_00218,3,rm_0134,wh_raw_north_z10,lot_rm_0134_02,16231
receipt_2025_00219,1,rm_0135,wh_finished_south_z09,lot_rm_0135_01,16066
receipt_2025_00219,2,rm_0136,wh_finished_south_z10,lot_rm_0136_02,16167
receipt_2025_00219,3,rm_0137,wh_finished_south_z01,lot_rm_0137_01,16268
receipt_2025_00220,1,rm_0138,wh_finished_north_z10,lot_rm_0138_02,16103
receipt_2025_00220,2,rm_0139,wh_finished_north_z01,lot_rm_0139_01,16204
receipt_2025_00220,3,rm_0140,wh_finished_north_z02,lot_rm_0140_02,16305
receipt_2025_00221,1,rm_0141,wh_cold_z01,lot_rm_0141_01,16140
receipt_2025_00221,2,rm_0142,wh_cold_z02,lot_rm_0142_02,16241
receipt_2025_00221,3,rm_0143,wh_cold_z03,lot_rm_0143_01,16342
receipt_2025_00222,1,rm_0144,wh_packaging_z02,lot_rm_0144_02,16177
receipt_2025_00222,2,rm_0145,wh_packaging_z03,lot_rm_0145_01,16278
receipt_2025_00222,3,rm_0146,wh_packaging_z04,lot_rm_0146_02,16379
receipt_2025_00223,1,rm_0147,wh_raw_south_z03,lot_rm_0147_01,16214
receipt_2025_00223,2,rm_0148,wh_raw_south_z04,lot_rm_0148_02,16315
receipt_2025_00223,3,rm_0149,wh_raw_south_z05,lot_rm_0149_01,16416
receipt_2025_00224,1,rm_0150,wh_raw_north_z04,lot_rm_0150_02,16251
receipt_2025_00224,2,rm_0151,wh_raw_north_z05,lot_rm_0151_01,16352
receipt_2025_00224,3,rm_0152,wh_raw_north_z06,lot_rm_0152_02,16453
receipt_2025_00225,1,rm_0153,wh_finished_south_z05,lot_rm_0153_01,16288
receipt_2025_00225,2,rm_0154,wh_finished_south_z06,lot_rm_0154_02,16389
receipt_2025_00225,3,rm_0155,wh_finished_south_z07,lot_rm_0155_01,16490
receipt_2025_00226,1,rm_0156,wh_finished_north_z06,lot_rm_0156_02,16325
receipt_2025_00226,2,rm_0157,wh_finished_north_z07,lot_rm_0157_01,16426
receipt_2025_00226,3,rm_0158,wh_finished_north_z08,lot_rm_0158_02,16527
receipt_2025_00227,1,rm_0159,wh_cold_z07,lot_rm_0159_01,16362
receipt_2025_00227,2,rm_0160,wh_cold_z08,lot_rm_0160_02,16463
receipt_2025_00227,3,rm_0161,wh_cold_z09,lot_rm_0161_01,16564
receipt_2025_00228,1,rm_0162,wh_packaging_z08,lot_rm_0162_02,16399
