source_document_type,source_document_code,source_document_line_number,movement_leg,movement_type,item_code,location_code,lot_code,quantity_delta,idempotency_key
receipt,receipt_2025_00303,1,single,receipt,fg_0067,wh_finished_south_z03,lot_fg_0067_01,19174,receipt_post_00303_1
receipt,receipt_2025_00303,2,single,receipt,fg_0068,wh_finished_south_z04,lot_fg_0068_02,19275,receipt_post_00303_2
receipt,receipt_2025_00303,3,single,receipt,fg_0069,wh_finished_south_z05,lot_fg_0069_01,19376,receipt_post_00303_3
receipt,receipt_2025_00307,1,single,receipt,fg_0079,wh_raw_south_z07,lot_fg_0079_01,19322,receipt_post_00307_1
receipt,receipt_2025_00307,2,single,receipt,fg_0080,wh_raw_south_z08,lot_fg_0080_02,19423,receipt_post_00307_2
receipt,receipt_2025_00307,3,single,receipt,fg_0081,wh_raw_south_z09,lot_fg_0081_01,19524,receipt_post_00307_3
receipt,receipt_2025_00311,1,single,receipt,fg_0091,wh_cold_z01,lot_fg_0091_01,19470,receipt_post_00311_1
receipt,receipt_2025_00311,2,single,receipt,fg_0092,wh_cold_z02,lot_fg_0092_02,19571,receipt_post_00311_2
receipt,receipt_2025_00311,3,single,receipt,fg_0093,wh_cold_z03,lot_fg_0093_01,19672,receipt_post_00311_3
receipt,receipt_2025_00315,1,single,receipt,fg_0103,wh_finished_south_z05,lot_fg_0103_01,19618,receipt_post_00315_1
receipt,receipt_2025_00315,2,single,receipt,fg_0104,wh_finished_south_z06,lot_fg_0104_02,19719,receipt_post_00315_2
receipt,receipt_2025_00315,3,single,receipt,fg_0105,wh_finished_south_z07,lot_fg_0105_01,19820,receipt_post_00315_3
receipt,receipt_2025_00319,1,single,receipt,fg_0115,wh_raw_south_z09,lot_fg_0115_01,19766,receipt_post_00319_1
receipt,receipt_2025_00319,2,single,receipt,fg_0116,wh_raw_south_z10,lot_fg_0116_02,19867,receipt_post_00319_2
receipt,receipt_2025_00319,3,single,receipt,fg_0117,wh_raw_south_z01,lot_fg_0117_01,19968,receipt_post_00319_3
receipt,receipt_2025_00323,1,single,receipt,fg_0127,wh_cold_z03,lot_fg_0127_01,19914,receipt_post_00323_1
receipt,receipt_2025_00323,2,single,receipt,fg_0128,wh_cold_z04,lot_fg_0128_02,8015,receipt_post_00323_2
receipt,receipt_2025_00323,3,single,receipt,fg_0129,wh_cold_z05,lot_fg_0129_01,8116,receipt_post_00323_3
receipt,receipt_2025_00327,1,single,receipt,fg_0139,wh_finished_south_z07,lot_fg_0139_01,8062,receipt_post_00327_1
receipt,receipt_2025_00327,2,single,receipt,fg_0140,wh_finished_south_z08,lot_fg_0140_02,8163,receipt_post_00327_2
receipt,receipt_2025_00327,3,single,receipt,fg_0141,wh_finished_south_z09,lot_fg_0141_01,8264,receipt_post_00327_3
receipt,receipt_2025_00331,1,single,receipt,fg_0151,wh_raw_south_z01,lot_fg_0151_01,8210,receipt_post_00331_1
receipt,receipt_2025_00331,2,single,receipt,fg_0152,wh_raw_south_z02,lot_fg_0152_02,8311,receipt_post_00331_2
receipt,receipt_2025_00331,3,single,receipt,fg_0153,wh_raw_south_z03,lot_fg_0153_01,8412,receipt_post_00331_3
receipt,receipt_2025_00335,1,single,receipt,fg_0163,wh_cold_z05,lot_fg_0163_01,8358,receipt_post_00335_1
receipt,receipt_2025_00335,2,single,receipt,fg_0164,wh_cold_z06,lot_fg_0164_02,8459,receipt_post_00335_2
receipt,receipt_2025_00335,3,single,receipt,fg_0165,wh_cold_z07,lot_fg_0165_01,8560,receipt_post_00335_3
receipt,receipt_2025_00339,1,single,receipt,fg_0175,wh_finished_south_z09,lot_fg_0175_01,8506,receipt_post_00339_1
receipt,receipt_2025_00339,2,single,receipt,fg_0176,wh_finished_south_z10,lot_fg_0176_02,8607,receipt_post_00339_2
receipt,receipt_2025_00339,3,single,receipt,fg_0177,wh_finished_south_z01,lot_fg_0177_01,8708,receipt_post_00339_3
receipt,receipt_2025_00343,1,single,receipt,fg_0187,wh_raw_south_z03,lot_fg_0187_01,8654,receipt_post_00343_1
receipt,receipt_2025_00343,2,single,receipt,fg_0188,wh_raw_south_z04,lot_fg_0188_02,8755,receipt_post_00343_2
receipt,receipt_2025_00343,3,single,receipt,fg_0189,wh_raw_south_z05,lot_fg_0189_01,8856,receipt_post_00343_3
receipt,receipt_2025_00347,1,single,receipt,fg_0199,wh_cold_z07,lot_fg_0199_01,8802,receipt_post_00347_1
receipt,receipt_2025_00347,2,single,receipt,fg_0200,wh_cold_z08,lot_fg_0200_02,8903,receipt_post_00347_2
receipt,receipt_2025_00347,3,single,receipt,rm_0001,wh_cold_z09,lot_rm_0001_01,9004,receipt_post_00347_3
receipt,receipt_2025_00351,1,single,receipt,rm_0011,wh_finished_south_z01,lot_rm_0011_01,8950,receipt_post_00351_1
receipt,receipt_2025_00351,2,single,receipt,rm_0012,wh_finished_south_z02,lot_rm_0012_02,9051,receipt_post_00351_2
receipt,receipt_2025_00351,3,single,receipt,rm_0013,wh_finished_south_z03,lot_rm_0013_01,9152,receipt_post_00351_3
receipt,receipt_2025_00355,1,single,receipt,rm_0023,wh_raw_south_z05,lot_rm_0023_01,9098,receipt_post_00355_1
receipt,receipt_2025_00355,2,single,receipt,rm_0024,wh_raw_south_z06,lot_rm_0024_02,9199,receipt_post_00355_2
receipt,receipt_2025_00355,3,single,receipt,rm_0025,wh_raw_south_z07,lot_rm_0025_01,9300,receipt_post_00355_3
receipt,receipt_2025_00359,1,single,receipt,rm_0035,wh_cold_z09,lot_rm_0035_01,9246,receipt_post_00359_1
receipt,receipt_2025_00359,2,single,receipt,rm_0036,wh_cold_z10,lot_rm_0036_02,9347,receipt_post_00359_2
receipt,receipt_2025_00359,3,single,receipt,rm_0037,wh_cold_z01,lot_rm_0037_01,9448,receipt_post_00359_3
receipt,receipt_2025_00363,1,single,receipt,rm_0047,wh_finished_south_z03,lot_rm_0047_01,9394,receipt_post_00363_1
receipt,receipt_2025_00363,2,single,receipt,rm_0048,wh_finished_south_z04,lot_rm_0048_02,9495,receipt_post_00363_2
receipt,receipt_2025_00363,3,single,receipt,rm_0049,wh_finished_south_z05,,9596,receipt_post_00363_3
receipt,receipt_2025_00367,1,single,receipt,rm_0059,wh_raw_south_z07,,9542,receipt_post_00367_1
receipt,receipt_2025_00367,2,single,receipt,rm_0060,wh_raw_south_z08,,9643,receipt_post_00367_2
receipt,receipt_2025_00367,3,single,receipt,rm_0061,wh_raw_south_z09,,9744,receipt_post_00367_3
receipt,receipt_2025_00371,1,single,receipt,rm_0071,wh_cold_z01,lot_rm_0071_01,9690,receipt_post_00371_1
receipt,receipt_2025_00371,2,single,receipt,rm_0072,wh_cold_z02,lot_rm_0072_02,9791,receipt_post_00371_2
receipt,receipt_2025_00371,3,single,receipt,rm_0073,wh_cold_z03,lot_rm_0073_01,9892,receipt_post_00371_3
receipt,receipt_2025_00375,1,single,receipt,rm_0083,wh_finished_south_z05,lot_rm_0083_01,9838,receipt_post_00375_1
receipt,receipt_2025_00375,2,single,receipt,rm_0084,wh_finished_south_z06,lot_rm_0084_02,9939,receipt_post_00375_2
receipt,receipt_2025_00375,3,single,receipt,rm_0085,wh_finished_south_z07,lot_rm_0085_01,10040,receipt_post_00375_3
receipt,receipt_2025_00379,1,single,receipt,rm_0095,wh_raw_south_z09,lot_rm_0095_01,9986,receipt_post_00379_1
receipt,receipt_2025_00379,2,single,receipt,rm_0096,wh_raw_south_z10,lot_rm_0096_02,10087,receipt_post_00379_2
receipt,receipt_2025_00379,3,single,receipt,rm_0097,wh_raw_south_z01,lot_rm_0097_01,10188,receipt_post_00379_3
receipt,receipt_2025_00383,1,single,receipt,rm_0107,wh_cold_z03,lot_rm_0107_01,10134,receipt_post_00383_1
receipt,receipt_2025_00383,2,single,receipt,rm_0108,wh_cold_z04,lot_rm_0108_02,10235,receipt_post_00383_2
receipt,receipt_2025_00383,3,single,receipt,rm_0109,wh_cold_z05,lot_rm_0109_01,10336,receipt_post_00383_3
receipt,receipt_2025_00387,1,single,receipt,rm_0119,wh_finished_south_z07,,10282,receipt_post_00387_1
receipt,receipt_2025_00387,2,single,receipt,rm_0120,wh_finished_south_z08,,10383,receipt_post_00387_2
receipt,receipt_2025_00387,3,single,receipt,rm_0121,wh_finished_south_z09,,10484,receipt_post_00387_3
receipt,receipt_2025_00391,1,single,receipt,rm_0131,wh_raw_south_z01,lot_rm_0131_01,10430,receipt_post_00391_1
receipt,receipt_2025_00391,2,single,receipt,rm_0132,wh_raw_south_z02,lot_rm_0132_02,10531,receipt_post_00391_2
receipt,receipt_2025_00391,3,single,receipt,rm_0133,wh_raw_south_z03,lot_rm_0133_01,10632,receipt_post_00391_3
receipt,receipt_2025_00395,1,single,receipt,rm_0143,wh_cold_z05,lot_rm_0143_01,10578,receipt_post_00395_1
receipt,receipt_2025_00395,2,single,receipt,rm_0144,wh_cold_z06,lot_rm_0144_02,10679,receipt_post_00395_2
receipt,receipt_2025_00395,3,single,receipt,rm_0145,wh_cold_z07,lot_rm_0145_01,10780,receipt_post_00395_3
receipt,receipt_2025_00399,1,single,receipt,rm_0155,wh_finished_south_z09,lot_rm_0155_01,10726,receipt_post_00399_1
receipt,receipt_2025_00399,2,single,receipt,rm_0156,wh_finished_south_z10,lot_rm_0156_02,10827,receipt_post_00399_2
receipt,receipt_2025_00399,3,single,receipt,rm_0157,wh_finished_south_z01,lot_rm_0157_01,10928,receipt_post_00399_3
receipt,receipt_2025_00403,1,single,receipt,rm_0167,wh_raw_south_z03,lot_rm_0167_01,10874,receipt_post_00403_1
receipt,receipt_2025_00403,2,single,receipt,rm_0168,wh_raw_south_z04,lot_rm_0168_02,10975,receipt_post_00403_2
receipt,receipt_2025_00403,3,single,receipt,rm_0169,wh_raw_south_z05,lot_rm_0169_01,11076,receipt_post_00403_3
receipt,receipt_2025_00407,1,single,receipt,rm_0179,wh_cold_z07,,11022,receipt_post_00407_1
receipt,receipt_2025_00407,2,single,receipt,rm_0180,wh_cold_z08,,11123,receipt_post_00407_2
receipt,receipt_2025_00407,3,single,receipt,rm_0181,wh_cold_z09,,11224,receipt_post_00407_3
receipt,receipt_2025_00411,1,single,receipt,rm_0191,wh_finished_south_z01,,11170,receipt_post_00411_1
receipt,receipt_2025_00411,2,single,receipt,rm_0192,wh_finished_south_z02,,11271,receipt_post_00411_2
receipt,receipt_2025_00411,3,single,receipt,rm_0193,wh_finished_south_z03,lot_rm_0193_01,11372,receipt_post_00411_3
receipt,receipt_2025_00415,1,single,receipt,rm_0203,wh_raw_south_z05,lot_rm_0203_01,11318,receipt_post_00415_1
receipt,receipt_2025_00415,2,single,receipt,rm_0204,wh_raw_south_z06,lot_rm_0204_02,11419,receipt_post_00415_2
receipt,receipt_2025_00415,3,single,receipt,rm_0205,wh_raw_south_z07,lot_rm_0205_01,11520,receipt_post_00415_3
receipt,receipt_2025_00419,1,single,receipt,rm_0215,wh_cold_z09,lot_rm_0215_01,11466,receipt_post_00419_1
receipt,receipt_2025_00419,2,single,receipt,rm_0216,wh_cold_z10,lot_rm_0216_02,11567,receipt_post_00419_2
receipt,receipt_2025_00419,3,single,receipt,rm_0217,wh_cold_z01,lot_rm_0217_01,11668,receipt_post_00419_3
receipt,receipt_2025_00423,1,single,receipt,rm_0227,wh_finished_south_z03,lot_rm_0227_01,11614,receipt_post_00423_1
receipt,receipt_2025_00423,2,single,receipt,rm_0228,wh_finished_south_z04,lot_rm_0228_02,11715,receipt_post_00423_2
receipt,receipt_2025_00423,3,single,receipt,rm_0229,wh_finished_south_z05,lot_rm_0229_01,11816,receipt_post_00423_3
receipt,receipt_2025_00427,1,single,receipt,rm_0239,wh_raw_south_z07,lot_rm_0239_01,11762,receipt_post_00427_1
receipt,receipt_2025_00427,2,single,receipt,rm_0240,wh_raw_south_z08,lot_rm_0240_02,11863,receipt_post_00427_2
receipt,receipt_2025_00427,3,single,receipt,rm_0241,wh_raw_south_z09,,11964,receipt_post_00427_3
receipt,receipt_2025_00431,1,single,receipt,rm_0251,wh_cold_z01,,11910,receipt_post_00431_1
receipt,receipt_2025_00431,2,single,receipt,rm_0252,wh_cold_z02,,12011,receipt_post_00431_2
receipt,receipt_2025_00431,3,single,receipt,rm_0253,wh_cold_z03,,12112,receipt_post_00431_3
receipt,receipt_2025_00435,1,single,receipt,rm_0263,wh_finished_south_z05,lot_rm_0263_01,12058,receipt_post_00435_1
receipt,receipt_2025_00435,2,single,receipt,rm_0264,wh_finished_south_z06,lot_rm_0264_02,12159,receipt_post_00435_2
receipt,receipt_2025_00435,3,single,receipt,rm_0265,wh_finished_south_z07,lot_rm_0265_01,12260,receipt_post_00435_3
receipt,receipt_2025_00439,1,single,receipt,rm_0275,wh_raw_south_z09,lot_rm_0275_01,12206,receipt_post_00439_1
receipt,receipt_2025_00439,2,single,receipt,rm_0276,wh_raw_south_z10,lot_rm_0276_02,12307,receipt_post_00439_2
receipt,receipt_2025_00439,3,single,receipt,rm_0277,wh_raw_south_z01,lot_rm_0277_01,12408,receipt_post_00439_3
receipt,receipt_2025_00443,1,single,receipt,rm_0287,wh_cold_z03,lot_rm_0287_01,12354,receipt_post_00443_1
receipt,receipt_2025_00443,2,single,receipt,rm_0288,wh_cold_z04,lot_rm_0288_02,12455,receipt_post_00443_2
receipt,receipt_2025_00443,3,single,receipt,rm_0289,wh_cold_z05,lot_rm_0289_01,12556,receipt_post_00443_3
receipt,receipt_2025_00447,1,single,receipt,rm_0299,wh_finished_south_z07,lot_rm_0299_01,12502,receipt_post_00447_1
receipt,receipt_2025_00447,2,single,receipt,rm_0300,wh_finished_south_z08,lot_rm_0300_02,12603,receipt_post_00447_2
receipt,receipt_2025_00447,3,single,receipt,rm_0301,wh_finished_south_z09,lot_rm_0301_01,12704,receipt_post_00447_3
receipt,receipt_2025_00451,1,single,receipt,rm_0311,wh_raw_south_z01,,12650,receipt_post_00451_1
receipt,receipt_2025_00451,2,single,receipt,rm_0312,wh_raw_south_z02,,12751,receipt_post_00451_2
receipt,receipt_2025_00451,3,single,receipt,rm_0313,wh_raw_south_z03,,12852,receipt_post_00451_3
receipt,receipt_2025_00455,1,single,receipt,fg_0003,wh_cold_z05,lot_fg_0003_01,12798,receipt_post_00455_1
receipt,receipt_2025_00455,2,single,receipt,fg_0004,wh_cold_z06,lot_fg_0004_02,12899,receipt_post_00455_2
receipt,receipt_2025_00455,3,single,receipt,fg_0005,wh_cold_z07,lot_fg_0005_01,13000,receipt_post_00455_3
receipt,receipt_2025_00459,1,single,receipt,fg_0015,wh_finished_south_z09,lot_fg_0015_01,12946,receipt_post_00459_1
receipt,receipt_2025_00459,2,single,receipt,fg_0016,wh_finished_south_z10,lot_fg_0016_02,13047,receipt_post_00459_2
receipt,receipt_2025_00459,3,single,receipt,fg_0017,wh_finished_south_z01,lot_fg_0017_01,13148,receipt_post_00459_3
receipt,receipt_2025_00463,1,single,receipt,fg_0027,wh_raw_south_z03,lot_fg_0027_01,13094,receipt_post_00463_1
receipt,receipt_2025_00463,2,single,receipt,fg_0028,wh_raw_south_z04,lot_fg_0028_02,13195,receipt_post_00463_2
receipt,receipt_2025_00463,3,single,receipt,fg_0029,wh_raw_south_z05,lot_fg_0029_01,13296,receipt_post_00463_3
receipt,receipt_2025_00467,1,single,receipt,fg_0039,wh_cold_z07,lot_fg_0039_01,13242,receipt_post_00467_1
receipt,receipt_2025_00467,2,single,receipt,fg_0040,wh_cold_z08,lot_fg_0040_02,13343,receipt_post_00467_2
receipt,receipt_2025_00467,3,single,receipt,fg_0041,wh_cold_z09,lot_fg_0041_01,13444,receipt_post_00467_3
receipt,receipt_2025_00471,1,single,receipt,fg_0051,wh_finished_south_z01,lot_fg_0051_01,13390,receipt_post_00471_1
receipt,receipt_2025_00471,2,single,receipt,fg_0052,wh_finished_south_z02,lot_fg_0052_02,13491,receipt_post_00471_2
receipt,receipt_2025_00471,3,single,receipt,fg_0053,wh_finished_south_z03,lot_fg_0053_01,13592,receipt_post_00471_3
receipt,receipt_2025_00475,1,single,receipt,fg_0063,wh_raw_south_z05,lot_fg_0063_01,13538,receipt_post_00475_1
receipt,receipt_2025_00475,2,single,receipt,fg_0064,wh_raw_south_z06,lot_fg_0064_02,13639,receipt_post_00475_2
receipt,receipt_2025_00475,3,single,receipt,fg_0065,wh_raw_south_z07,lot_fg_0065_01,13740,receipt_post_00475_3
receipt,receipt_2025_00479,1,single,receipt,fg_0075,wh_cold_z09,lot_fg_0075_01,13686,receipt_post_00479_1
receipt,receipt_2025_00479,2,single,receipt,fg_0076,wh_cold_z10,lot_fg_0076_02,13787,receipt_post_00479_2
receipt,receipt_2025_00479,3,single,receipt,fg_0077,wh_cold_z01,lot_fg_0077_01,13888,receipt_post_00479_3
receipt,receipt_2025_00483,1,single,receipt,fg_0087,wh_finished_south_z03,lot_fg_0087_01,13834,receipt_post_00483_1
receipt,receipt_2025_00483,2,single,receipt,fg_0088,wh_finished_south_z04,lot_fg_0088_02,13935,receipt_post_00483_2
receipt,receipt_2025_00483,3,single,receipt,fg_0089,wh_finished_south_z05,lot_fg_0089_01,14036,receipt_post_00483_3
receipt,receipt_2025_00487,1,single,receipt,fg_0099,wh_raw_south_z07,lot_fg_0099_01,13982,receipt_post_00487_1
receipt,receipt_2025_00487,2,single,receipt,fg_0100,wh_raw_south_z08,lot_fg_0100_02,14083,receipt_post_00487_2
receipt,receipt_2025_00487,3,single,receipt,fg_0101,wh_raw_south_z09,lot_fg_0101_01,14184,receipt_post_00487_3
receipt,receipt_2025_00491,1,single,receipt,fg_0111,wh_cold_z01,lot_fg_0111_01,14130,receipt_post_00491_1
receipt,receipt_2025_00491,2,single,receipt,fg_0112,wh_cold_z02,lot_fg_0112_02,14231,receipt_post_00491_2
receipt,receipt_2025_00491,3,single,receipt,fg_0113,wh_cold_z03,lot_fg_0113_01,14332,receipt_post_00491_3
receipt,receipt_2025_00495,1,single,receipt,fg_0123,wh_finished_south_z05,lot_fg_0123_01,14278,receipt_post_00495_1
receipt,receipt_2025_00495,2,single,receipt,fg_0124,wh_finished_south_z06,lot_fg_0124_02,14379,receipt_post_00495_2
receipt,receipt_2025_00495,3,single,receipt,fg_0125,wh_finished_south_z07,lot_fg_0125_01,14480,receipt_post_00495_3
receipt,receipt_2025_00499,1,single,receipt,fg_0135,wh_raw_south_z09,lot_fg_0135_01,14426,receipt_post_00499_1
receipt,receipt_2025_00499,2,single,receipt,fg_0136,wh_raw_south_z10,lot_fg_0136_02,14527,receipt_post_00499_2
receipt,receipt_2025_00499,3,single,receipt,fg_0137,wh_raw_south_z01,lot_fg_0137_01,14628,receipt_post_00499_3
receipt,receipt_2025_00503,1,single,receipt,fg_0147,wh_cold_z03,lot_fg_0147_01,14574,receipt_post_00503_1
receipt,receipt_2025_00503,2,single,receipt,fg_0148,wh_cold_z04,lot_fg_0148_02,14675,receipt_post_00503_2
receipt,receipt_2025_00503,3,single,receipt,fg_0149,wh_cold_z05,lot_fg_0149_01,14776,receipt_post_00503_3
receipt,receipt_2025_00507,1,single,receipt,fg_0159,wh_finished_south_z07,lot_fg_0159_01,14722,receipt_post_00507_1
receipt,receipt_2025_00507,2,single,receipt,fg_0160,wh_finished_south_z08,lot_fg_0160_02,14823,receipt_post_00507_2
receipt,receipt_2025_00507,3,single,receipt,fg_0161,wh_finished_south_z09,lot_fg_0161_01,14924,receipt_post_00507_3
receipt,receipt_2025_00511,1,single,receipt,fg_0171,wh_raw_south_z01,lot_fg_0171_01,14870,receipt_post_00511_1
receipt,receipt_2025_00511,2,single,receipt,fg_0172,wh_raw_south_z02,lot_fg_0172_02,14971,receipt_post_00511_2
receipt,receipt_2025_00511,3,single,receipt,fg_0173,wh_raw_south_z03,lot_fg_0173_01,15072,receipt_post_00511_3
receipt,receipt_2025_00515,1,single,receipt,fg_0183,wh_cold_z05,lot_fg_0183_01,15018,receipt_post_00515_1
receipt,receipt_2025_00515,2,single,receipt,fg_0184,wh_cold_z06,lot_fg_0184_02,15119,receipt_post_00515_2
receipt,receipt_2025_00515,3,single,receipt,fg_0185,wh_cold_z07,lot_fg_0185_01,15220,receipt_post_00515_3
receipt,receipt_2025_00519,1,single,receipt,fg_0195,wh_finished_south_z09,lot_fg_0195_01,15166,receipt_post_00519_1
receipt,receipt_2025_00519,2,single,receipt,fg_0196,wh_finished_south_z10,lot_fg_0196_02,15267,receipt_post_00519_2
receipt,receipt_2025_00519,3,single,receipt,fg_0197,wh_finished_south_z01,lot_fg_0197_01,15368,receipt_post_00519_3
receipt,receipt_2025_00523,1,single,receipt,rm_0007,wh_raw_south_z03,lot_rm_0007_01,15314,receipt_post_00523_1
receipt,receipt_2025_00523,2,single,receipt,rm_0008,wh_raw_south_z04,lot_rm_0008_02,15415,receipt_post_00523_2
receipt,receipt_2025_00523,3,single,receipt,rm_0009,wh_raw_south_z05,lot_rm_0009_01,15516,receipt_post_00523_3
receipt,receipt_2025_00527,1,single,receipt,rm_0019,wh_cold_z07,lot_rm_0019_01,15462,receipt_post_00527_1
receipt,receipt_2025_00527,2,single,receipt,rm_0020,wh_cold_z08,lot_rm_0020_02,15563,receipt_post_00527_2
receipt,receipt_2025_00527,3,single,receipt,rm_0021,wh_cold_z09,lot_rm_0021_01,15664,receipt_post_00527_3
receipt,receipt_2025_00531,1,single,receipt,rm_0031,wh_finished_south_z01,lot_rm_0031_01,15610,receipt_post_00531_1
receipt,receipt_2025_00531,2,single,receipt,rm_0032,wh_finished_south_z02,lot_rm_0032_02,15711,receipt_post_00531_2
receipt,receipt_2025_00531,3,single,receipt,rm_0033,wh_finished_south_z03,lot_rm_0033_01,15812,receipt_post_00531_3
receipt,receipt_2025_00535,1,single,receipt,rm_0043,wh_raw_south_z05,lot_rm_0043_01,15758,receipt_post_00535_1
receipt,receipt_2025_00535,2,single,receipt,rm_0044,wh_raw_south_z06,lot_rm_0044_02,15859,receipt_post_00535_2
receipt,receipt_2025_00535,3,single,receipt,rm_0045,wh_raw_south_z07,lot_rm_0045_01,15960,receipt_post_00535_3
receipt,receipt_2025_00539,1,single,receipt,rm_0055,wh_cold_z09,,15906,receipt_post_00539_1
receipt,receipt_2025_00539,2,single,receipt,rm_0056,wh_cold_z10,,16007,receipt_post_00539_2
receipt,receipt_2025_00539,3,single,receipt,rm_0057,wh_cold_z01,,16108,receipt_post_00539_3
receipt,receipt_2025_00543,1,single,receipt,rm_0067,wh_finished_south_z03,lot_rm_0067_01,16054,receipt_post_00543_1
receipt,receipt_2025_00543,2,single,receipt,rm_0068,wh_finished_south_z04,lot_rm_0068_02,16155,receipt_post_00543_2
receipt,receipt_2025_00543,3,single,receipt,rm_0069,wh_finished_south_z05,lot_rm_0069_01,16256,receipt_post_00543_3
receipt,receipt_2025_00547,1,single,receipt,rm_0079,wh_raw_south_z07,lot_rm_0079_01,16202,receipt_post_00547_1
receipt,receipt_2025_00547,2,single,receipt,rm_0080,wh_raw_south_z08,lot_rm_0080_02,16303,receipt_post_00547_2
receipt,receipt_2025_00547,3,single,receipt,rm_0081,wh_raw_south_z09,lot_rm_0081_01,16404,receipt_post_00547_3
receipt,receipt_2025_00551,1,single,receipt,rm_0091,wh_cold_z01,lot_rm_0091_01,16350,receipt_post_00551_1
receipt,receipt_2025_00551,2,single,receipt,rm_0092,wh_cold_z02,lot_rm_0092_02,16451,receipt_post_00551_2
receipt,receipt_2025_00551,3,single,receipt,rm_0093,wh_cold_z03,lot_rm_0093_01,16552,receipt_post_00551_3
receipt,receipt_2025_00555,1,single,receipt,rm_0103,wh_finished_south_z05,lot_rm_0103_01,16498,receipt_post_00555_1
receipt,receipt_2025_00555,2,single,receipt,rm_0104,wh_finished_south_z06,lot_rm_0104_02,16599,receipt_post_00555_2
receipt,receipt_2025_00555,3,single,receipt,rm_0105,wh_finished_south_z07,lot_rm_0105_01,16700,receipt_post_00555_3
receipt,receipt_2025_00559,1,single,receipt,rm_0115,wh_raw_south_z09,,16646,receipt_post_00559_1
receipt,receipt_2025_00559,2,single,receipt,rm_0116,wh_raw_south_z10,,16747,receipt_post_00559_2
receipt,receipt_2025_00559,3,single,receipt,rm_0117,wh_raw_south_z01,,16848,receipt_post_00559_3
receipt,receipt_2025_00563,1,single,receipt,rm_0127,wh_cold_z03,,16794,receipt_post_00563_1
receipt,receipt_2025_00563,2,single,receipt,rm_0128,wh_cold_z04,,16895,receipt_post_00563_2
receipt,receipt_2025_00563,3,single,receipt,rm_0129,wh_cold_z05,lot_rm_0129_01,16996,receipt_post_00563_3
receipt,receipt_2025_00567,1,single,receipt,rm_0139,wh_finished_south_z07,lot_rm_0139_01,16942,receipt_post_00567_1
receipt,receipt_2025_00567,2,single,receipt,rm_0140,wh_finished_south_z08,lot_rm_0140_02,17043,receipt_post_00567_2
receipt,receipt_2025_00567,3,single,receipt,rm_0141,wh_finished_south_z09,lot_rm_0141_01,17144,receipt_post_00567_3
receipt,receipt_2025_00571,1,single,receipt,rm_0151,wh_raw_south_z01,lot_rm_0151_01,17090,receipt_post_00571_1
receipt,receipt_2025_00571,2,single,receipt,rm_0152,wh_raw_south_z02,lot_rm_0152_02,17191,receipt_post_00571_2
receipt,receipt_2025_00571,3,single,receipt,rm_0153,wh_raw_south_z03,lot_rm_0153_01,17292,receipt_post_00571_3
receipt,receipt_2025_00575,1,single,receipt,rm_0163,wh_cold_z05,lot_rm_0163_01,17238,receipt_post_00575_1
receipt,receipt_2025_00575,2,single,receipt,rm_0164,wh_cold_z06,lot_rm_0164_02,17339,receipt_post_00575_2
receipt,receipt_2025_00575,3,single,receipt,rm_0165,wh_cold_z07,lot_rm_0165_01,17440,receipt_post_00575_3
receipt,receipt_2025_00579,1,single,receipt,rm_0175,wh_finished_south_z09,lot_rm_0175_01,17386,receipt_post_00579_1
receipt,receipt_2025_00579,2,single,receipt,rm_0176,wh_finished_south_z10,lot_rm_0176_02,17487,receipt_post_00579_2
receipt,receipt_2025_00579,3,single,receipt,rm_0177,wh_finished_south_z01,,17588,receipt_post_00579_3
receipt,receipt_2025_00583,1,single,receipt,rm_0187,wh_raw_south_z03,,17534,receipt_post_00583_1
receipt,receipt_2025_00583,2,single,receipt,rm_0188,wh_raw_south_z04,,17635,receipt_post_00583_2
receipt,receipt_2025_00583,3,single,receipt,rm_0189,wh_raw_south_z05,,17736,receipt_post_00583_3
receipt,receipt_2025_00587,1,single,receipt,rm_0199,wh_cold_z07,lot_rm_0199_01,17682,receipt_post_00587_1
receipt,receipt_2025_00587,2,single,receipt,rm_0200,wh_cold_z08,lot_rm_0200_02,17783,receipt_post_00587_2
receipt,receipt_2025_00587,3,single,receipt,rm_0201,wh_cold_z09,lot_rm_0201_01,17884,receipt_post_00587_3
receipt,receipt_2025_00591,1,single,receipt,rm_0211,wh_finished_south_z01,lot_rm_0211_01,17830,receipt_post_00591_1
receipt,receipt_2025_00591,2,single,receipt,rm_0212,wh_finished_south_z02,lot_rm_0212_02,17931,receipt_post_00591_2
receipt,receipt_2025_00591,3,single,receipt,rm_0213,wh_finished_south_z03,lot_rm_0213_01,18032,receipt_post_00591_3
receipt,receipt_2025_00595,1,single,receipt,rm_0223,wh_raw_south_z05,lot_rm_0223_01,17978,receipt_post_00595_1
receipt,receipt_2025_00595,2,single,receipt,rm_0224,wh_raw_south_z06,lot_rm_0224_02,18079,receipt_post_00595_2
receipt,receipt_2025_00595,3,single,receipt,rm_0225,wh_raw_south_z07,lot_rm_0225_01,18180,receipt_post_00595_3
receipt,receipt_2025_00599,1,single,receipt,rm_0235,wh_cold_z09,lot_rm_0235_01,18126,receipt_post_00599_1
receipt,receipt_2025_00599,2,single,receipt,rm_0236,wh_cold_z10,lot_rm_0236_02,18227,receipt_post_00599_2
receipt,receipt_2025_00599,3,single,receipt,rm_0237,wh_cold_z01,lot_rm_0237_01,18328,receipt_post_00599_3
