issue_code,warehouse_code,source_module,source_document_code,reason_code,status,idempotency_key,posted_at,notes
issue_2026_00166,wh_finished_south,production,production_order_2026_00166,production_consumption,pending,issue_2026_00166,2026-04-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00167,wh_raw_south,production,production_order_2026_00167,production_consumption,posted,issue_2026_00167,2026-02-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00168,wh_raw_south,production,production_order_2026_00168,production_consumption,cancelled,issue_2026_00168,2026-09-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00169,wh_cold,production,production_order_2026_00169,production_consumption,draft,issue_2026_00169,2026-07-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00170,wh_finished_south,production,production_order_2026_00170,production_consumption,pending,issue_2026_00170,2026-05-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00171,wh_finished_south,production,production_order_2026_00171,production_consumption,posted,issue_2026_00171,2026-03-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00172,wh_raw_south,production,production_order_2026_00172,production_consumption,cancelled,issue_2026_00172,2026-01-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00173,wh_cold,production,production_order_2026_00173,production_consumption,draft,issue_2026_00173,2026-08-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00174,wh_cold,production,production_order_2026_00174,production_consumption,pending,issue_2026_00174,2026-06-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00175,wh_finished_south,production,production_order_2026_00175,production_consumption,posted,issue_2026_00175,2026-04-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00176,wh_raw_south,production,production_order_2026_00176,production_consumption,cancelled,issue_2026_00176,2026-02-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00177,wh_raw_south,production,production_order_2026_00177,production_consumption,draft,issue_2026_00177,2026-09-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00178,wh_cold,production,production_order_2026_00178,production_consumption,pending,issue_2026_00178,2026-07-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00179,wh_finished_south,production,production_order_2026_00179,production_consumption,posted,issue_2026_00179,2026-05-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00180,wh_finished_south,production,production_order_2026_00180,production_consumption,cancelled,issue_2026_00180,2026-03-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00181,wh_raw_south,production,production_order_2026_00181,production_consumption,draft,issue_2026_00181,2026-01-13T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00182,wh_cold,production,production_order_2026_00182,production_consumption,pending,issue_2026_00182,2026-08-02T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00183,wh_cold,production,production_order_2026_00183,production_consumption,posted,issue_2026_00183,2026-06-15T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00184,wh_finished_south,production,production_order_2026_00184,production_consumption,cancelled,issue_2026_00184,2026-04-04T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00185,wh_raw_south,production,production_order_2026_00185,production_consumption,draft,issue_2026_00185,2026-02-17T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00186,wh_raw_south,production,production_order_2026_00186,production_consumption,pending,issue_2026_00186,2026-09-06T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00187,wh_cold,production,production_order_2026_00187,production_consumption,posted,issue_2026_00187,2026-07-19T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00188,wh_finished_south,production,production_order_2026_00188,production_consumption,cancelled,issue_2026_00188,2026-05-08T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00189,wh_finished_south,production,production_order_2026_00189,production_consumption,draft,issue_2026_00189,2026-03-21T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00190,wh_raw_south,production,production_order_2026_00190,production_consumption,pending,issue_2026_00190,2026-01-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00191,wh_cold,production,production_order_2026_00191,production_consumption,posted,issue_2026_00191,2026-08-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00192,wh_cold,production,production_order_2026_00192,production_consumption,cancelled,issue_2026_00192,2026-06-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00193,wh_finished_south,production,production_order_2026_00193,production_consumption,draft,issue_2026_00193,2026-04-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00194,wh_raw_south,production,production_order_2026_00194,production_consumption,pending,issue_2026_00194,2026-02-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00195,wh_raw_south,production,production_order_2026_00195,production_consumption,posted,issue_2026_00195,2026-09-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00196,wh_cold,production,production_order_2026_00196,production_consumption,cancelled,issue_2026_00196,2026-07-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00197,wh_finished_south,production,production_order_2026_00197,production_consumption,draft,issue_2026_00197,2026-05-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00198,wh_finished_south,production,production_order_2026_00198,production_consumption,pending,issue_2026_00198,2026-03-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00199,wh_raw_south,production,production_order_2026_00199,production_consumption,posted,issue_2026_00199,2026-01-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00200,wh_cold,production,production_order_2026_00200,production_consumption,cancelled,issue_2026_00200,2026-08-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00201,wh_raw_south,production,production_order_2026_00201,production_consumption,draft,issue_2026_00201,2026-06-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00202,wh_raw_south,production,production_order_2026_00202,production_consumption,pending,issue_2026_00202,2026-04-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00203,wh_cold,production,production_order_2026_00203,production_consumption,posted,issue_2026_00203,2026-02-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00204,wh_finished_south,production,production_order_2026_00204,production_consumption,cancelled,issue_2026_00204,2026-09-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00205,wh_finished_south,production,production_order_2026_00205,production_consumption,draft,issue_2026_00205,2026-07-13T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00206,wh_raw_south,production,production_order_2026_00206,production_consumption,pending,issue_2026_00206,2026-05-02T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00207,wh_cold,production,production_order_2026_00207,production_consumption,posted,issue_2026_00207,2026-03-15T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00208,wh_cold,production,production_order_2026_00208,production_consumption,cancelled,issue_2026_00208,2026-01-04T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00209,wh_finished_south,production,production_order_2026_00209,production_consumption,draft,issue_2026_00209,2026-08-17T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00210,wh_raw_south,production,production_order_2026_00210,production_consumption,pending,issue_2026_00210,2026-06-06T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00211,wh_raw_south,production,production_order_2026_00211,production_consumption,posted,issue_2026_00211,2026-04-19T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00212,wh_cold,production,production_order_2026_00212,production_consumption,cancelled,issue_2026_00212,2026-02-08T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00213,wh_finished_south,production,production_order_2026_00213,production_consumption,draft,issue_2026_00213,2026-09-21T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00214,wh_finished_south,production,production_order_2026_00214,production_consumption,pending,issue_2026_00214,2026-07-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00215,wh_raw_south,production,production_order_2026_00215,production_consumption,posted,issue_2026_00215,2026-05-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00216,wh_cold,production,production_order_2026_00216,production_consumption,cancelled,issue_2026_00216,2026-03-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00217,wh_cold,production,production_order_2026_00217,production_consumption,draft,issue_2026_00217,2026-01-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00218,wh_finished_south,production,production_order_2026_00218,production_consumption,pending,issue_2026_00218,2026-08-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00219,wh_raw_south,production,production_order_2026_00219,production_consumption,posted,issue_2026_00219,2026-06-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00220,wh_raw_south,production,production_order_2026_00220,production_consumption,cancelled,issue_2026_00220,2026-04-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00221,wh_cold,production,production_order_2026_00221,production_consumption,draft,issue_2026_00221,2026-02-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00222,wh_finished_south,production,production_order_2026_00222,production_consumption,pending,issue_2026_00222,2026-09-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00223,wh_finished_south,production,production_order_2026_00223,production_consumption,posted,issue_2026_00223,2026-07-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00224,wh_raw_south,production,production_order_2026_00224,production_consumption,cancelled,issue_2026_00224,2026-05-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00225,wh_cold,production,production_order_2026_00225,production_consumption,draft,issue_2026_00225,2026-03-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00226,wh_cold,production,production_order_2026_00226,production_consumption,pending,issue_2026_00226,2026-01-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00227,wh_finished_south,production,production_order_2026_00227,production_consumption,posted,issue_2026_00227,2026-08-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00228,wh_raw_south,production,production_order_2026_00228,production_consumption,cancelled,issue_2026_00228,2026-06-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00229,wh_raw_south,production,production_order_2026_00229,production_consumption,draft,issue_2026_00229,2026-04-13T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00230,wh_cold,production,production_order_2026_00230,production_consumption,pending,issue_2026_00230,2026-02-02T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00231,wh_finished_south,production,production_order_2026_00231,production_consumption,posted,issue_2026_00231,2026-09-15T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00232,wh_finished_south,production,production_order_2026_00232,production_consumption,cancelled,issue_2026_00232,2026-07-04T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00233,wh_raw_south,production,production_order_2026_00233,production_consumption,draft,issue_2026_00233,2026-05-17T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00234,wh_cold,production,production_order_2026_00234,production_consumption,pending,issue_2026_00234,2026-03-06T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00235,wh_cold,production,production_order_2026_00235,production_consumption,posted,issue_2026_00235,2026-01-19T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00236,wh_finished_south,production,production_order_2026_00236,production_consumption,cancelled,issue_2026_00236,2026-08-08T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00237,wh_raw_south,production,production_order_2026_00237,production_consumption,draft,issue_2026_00237,2026-06-21T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00238,wh_raw_south,production,production_order_2026_00238,production_consumption,pending,issue_2026_00238,2026-04-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00239,wh_cold,production,production_order_2026_00239,production_consumption,posted,issue_2026_00239,2026-02-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00240,wh_finished_south,production,production_order_2026_00240,production_consumption,cancelled,issue_2026_00240,2026-09-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00241,wh_finished_south,production,production_order_2026_00241,production_consumption,draft,issue_2026_00241,2026-07-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00242,wh_finished_south,production,production_order_2026_00242,production_consumption,pending,issue_2026_00242,2026-05-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00243,wh_finished_south,production,production_order_2026_00243,production_consumption,posted,issue_2026_00243,2026-03-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00244,wh_raw_south,production,production_order_2026_00244,production_consumption,cancelled,issue_2026_00244,2026-01-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00245,wh_cold,production,production_order_2026_00245,production_consumption,draft,issue_2026_00245,2026-08-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00246,wh_cold,production,production_order_2026_00246,production_consumption,pending,issue_2026_00246,2026-06-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00247,wh_finished_south,production,production_order_2026_00247,production_consumption,posted,issue_2026_00247,2026-04-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00248,wh_raw_south,production,production_order_2026_00248,production_consumption,cancelled,issue_2026_00248,2026-02-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00249,wh_raw_south,production,production_order_2026_00249,production_consumption,draft,issue_2026_00249,2026-09-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00250,wh_cold,production,production_order_2026_00250,production_consumption,pending,issue_2026_00250,2026-07-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00251,wh_finished_south,production,production_order_2026_00251,production_consumption,posted,issue_2026_00251,2026-05-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00252,wh_finished_south,production,production_order_2026_00252,production_consumption,cancelled,issue_2026_00252,2026-03-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00253,wh_raw_south,production,production_order_2026_00253,production_consumption,draft,issue_2026_00253,2026-01-13T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00254,wh_cold,production,production_order_2026_00254,production_consumption,pending,issue_2026_00254,2026-08-02T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00255,wh_cold,production,production_order_2026_00255,production_consumption,posted,issue_2026_00255,2026-06-15T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00256,wh_finished_south,production,production_order_2026_00256,production_consumption,cancelled,issue_2026_00256,2026-04-04T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00257,wh_raw_south,production,production_order_2026_00257,production_consumption,draft,issue_2026_00257,2026-02-17T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00258,wh_raw_south,production,production_order_2026_00258,production_consumption,pending,issue_2026_00258,2026-09-06T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00259,wh_cold,production,production_order_2026_00259,production_consumption,posted,issue_2026_00259,2026-07-19T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00260,wh_finished_south,production,production_order_2026_00260,production_consumption,cancelled,issue_2026_00260,2026-05-08T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00261,wh_finished_south,production,production_order_2026_00261,production_consumption,draft,issue_2026_00261,2026-03-21T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00262,wh_raw_south,production,production_order_2026_00262,production_consumption,pending,issue_2026_00262,2026-01-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00263,wh_cold,production,production_order_2026_00263,production_consumption,posted,issue_2026_00263,2026-08-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00264,wh_cold,production,production_order_2026_00264,production_consumption,cancelled,issue_2026_00264,2026-06-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00265,wh_finished_south,production,production_order_2026_00265,production_consumption,draft,issue_2026_00265,2026-04-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00266,wh_raw_south,production,production_order_2026_00266,production_consumption,pending,issue_2026_00266,2026-02-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00267,wh_raw_south,production,production_order_2026_00267,production_consumption,posted,issue_2026_00267,2026-09-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00268,wh_cold,production,production_order_2026_00268,production_consumption,cancelled,issue_2026_00268,2026-07-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00269,wh_finished_south,production,production_order_2026_00269,production_consumption,draft,issue_2026_00269,2026-05-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00270,wh_finished_south,production,production_order_2026_00270,production_consumption,pending,issue_2026_00270,2026-03-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00271,wh_raw_south,production,production_order_2026_00271,production_consumption,posted,issue_2026_00271,2026-01-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00272,wh_cold,production,production_order_2026_00272,production_consumption,cancelled,issue_2026_00272,2026-08-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00273,wh_cold,production,production_order_2026_00273,production_consumption,draft,issue_2026_00273,2026-06-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00274,wh_finished_south,production,production_order_2026_00274,production_consumption,pending,issue_2026_00274,2026-04-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00275,wh_raw_south,production,production_order_2026_00275,production_consumption,posted,issue_2026_00275,2026-02-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00276,wh_raw_south,production,production_order_2026_00276,production_consumption,cancelled,issue_2026_00276,2026-09-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00277,wh_cold,production,production_order_2026_00277,production_consumption,draft,issue_2026_00277,2026-07-13T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00278,wh_finished_south,production,production_order_2026_00278,production_consumption,pending,issue_2026_00278,2026-05-02T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00279,wh_finished_south,production,production_order_2026_00279,production_consumption,posted,issue_2026_00279,2026-03-15T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00280,wh_raw_south,production,production_order_2026_00280,production_consumption,cancelled,issue_2026_00280,2026-01-04T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00281,wh_raw_south,production,production_order_2026_00281,production_consumption,draft,issue_2026_00281,2026-08-17T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00282,wh_raw_south,production,production_order_2026_00282,production_consumption,pending,issue_2026_00282,2026-06-06T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00283,wh_cold,production,production_order_2026_00283,production_consumption,posted,issue_2026_00283,2026-04-19T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00284,wh_finished_south,production,production_order_2026_00284,production_consumption,cancelled,issue_2026_00284,2026-02-08T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00285,wh_finished_south,production,production_order_2026_00285,production_consumption,draft,issue_2026_00285,2026-09-21T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00286,wh_raw_south,production,production_order_2026_00286,production_consumption,pending,issue_2026_00286,2026-07-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00287,wh_cold,production,production_order_2026_00287,production_consumption,posted,issue_2026_00287,2026-05-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00288,wh_cold,production,production_order_2026_00288,production_consumption,cancelled,issue_2026_00288,2026-03-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00289,wh_finished_south,production,production_order_2026_00289,production_consumption,draft,issue_2026_00289,2026-01-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00290,wh_raw_south,production,production_order_2026_00290,production_consumption,pending,issue_2026_00290,2026-08-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00291,wh_raw_south,production,production_order_2026_00291,production_consumption,posted,issue_2026_00291,2026-06-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00292,wh_cold,production,production_order_2026_00292,production_consumption,cancelled,issue_2026_00292,2026-04-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00293,wh_finished_south,production,production_order_2026_00293,production_consumption,draft,issue_2026_00293,2026-02-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00294,wh_finished_south,production,production_order_2026_00294,production_consumption,pending,issue_2026_00294,2026-09-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00295,wh_raw_south,production,production_order_2026_00295,production_consumption,posted,issue_2026_00295,2026-07-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00296,wh_cold,production,production_order_2026_00296,production_consumption,cancelled,issue_2026_00296,2026-05-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00297,wh_cold,production,production_order_2026_00297,production_consumption,draft,issue_2026_00297,2026-03-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00298,wh_finished_south,production,production_order_2026_00298,production_consumption,pending,issue_2026_00298,2026-01-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00299,wh_raw_south,production,production_order_2026_00299,production_consumption,posted,issue_2026_00299,2026-08-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00300,wh_raw_south,production,production_order_2026_00300,production_consumption,cancelled,issue_2026_00300,2026-06-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00301,wh_cold,production,production_order_2026_00301,production_consumption,draft,issue_2026_00301,2026-04-13T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00302,wh_finished_south,production,production_order_2026_00302,production_consumption,pending,issue_2026_00302,2026-02-02T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00303,wh_finished_south,production,production_order_2026_00303,production_consumption,posted,issue_2026_00303,2026-09-15T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00304,wh_raw_south,production,production_order_2026_00304,production_consumption,cancelled,issue_2026_00304,2026-07-04T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00305,wh_cold,production,production_order_2026_00305,production_consumption,draft,issue_2026_00305,2026-05-17T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00306,wh_cold,production,production_order_2026_00306,production_consumption,pending,issue_2026_00306,2026-03-06T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00307,wh_finished_south,production,production_order_2026_00307,production_consumption,posted,issue_2026_00307,2026-01-19T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00308,wh_raw_south,production,production_order_2026_00308,production_consumption,cancelled,issue_2026_00308,2026-08-08T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00309,wh_raw_south,production,production_order_2026_00309,production_consumption,draft,issue_2026_00309,2026-06-21T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00310,wh_cold,production,production_order_2026_00310,production_consumption,pending,issue_2026_00310,2026-04-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00311,wh_finished_south,production,production_order_2026_00311,production_consumption,posted,issue_2026_00311,2026-02-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00312,wh_finished_south,production,production_order_2026_00312,production_consumption,cancelled,issue_2026_00312,2026-09-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00313,wh_raw_south,production,production_order_2026_00313,production_consumption,draft,issue_2026_00313,2026-07-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00314,wh_cold,production,production_order_2026_00314,production_consumption,pending,issue_2026_00314,2026-05-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00315,wh_cold,production,production_order_2026_00315,production_consumption,posted,issue_2026_00315,2026-03-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00316,wh_finished_south,production,production_order_2026_00316,production_consumption,cancelled,issue_2026_00316,2026-01-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00317,wh_raw_south,production,production_order_2026_00317,production_consumption,draft,issue_2026_00317,2026-08-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00318,wh_raw_south,production,production_order_2026_00318,production_consumption,pending,issue_2026_00318,2026-06-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00319,wh_cold,production,production_order_2026_00319,production_consumption,posted,issue_2026_00319,2026-04-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00320,wh_finished_south,production,production_order_2026_00320,production_consumption,cancelled,issue_2026_00320,2026-02-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00321,wh_finished_south,production,production_order_2026_00321,production_consumption,draft,issue_2026_00321,2026-09-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00322,wh_finished_south,production,production_order_2026_00322,production_consumption,pending,issue_2026_00322,2026-07-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00323,wh_raw_south,production,production_order_2026_00323,production_consumption,posted,issue_2026_00323,2026-05-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00324,wh_cold,production,production_order_2026_00324,production_consumption,cancelled,issue_2026_00324,2026-03-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00325,wh_cold,production,production_order_2026_00325,production_consumption,draft,issue_2026_00325,2026-01-13T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00326,wh_finished_south,production,production_order_2026_00326,production_consumption,pending,issue_2026_00326,2026-08-02T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00327,wh_raw_south,production,production_order_2026_00327,production_consumption,posted,issue_2026_00327,2026-06-15T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00328,wh_raw_south,production,production_order_2026_00328,production_consumption,cancelled,issue_2026_00328,2026-04-04T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00329,wh_cold,production,production_order_2026_00329,production_consumption,draft,issue_2026_00329,2026-02-17T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00330,wh_finished_south,production,production_order_2026_00330,production_consumption,pending,issue_2026_00330,2026-09-06T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00331,wh_finished_south,production,production_order_2026_00331,production_consumption,posted,issue_2026_00331,2026-07-19T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
