transfer_code,source_warehouse_code,destination_warehouse_code,status,idempotency_key,posted_at,notes
transfer_2026_00190,wh_raw_south,wh_cold,pending,transfer_2026_00190,2026-01-04T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00191,wh_finished_south,wh_packaging,posted,transfer_2026_00191,2026-04-11T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00192,wh_cold,wh_raw_south,cancelled,transfer_2026_00192,2026-07-18T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00193,wh_finished_south,wh_raw_north,draft,transfer_2026_00193,2026-01-01T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00194,wh_raw_south,wh_finished_south,pending,transfer_2026_00194,2026-04-08T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00195,wh_finished_south,wh_finished_north,posted,transfer_2026_00195,2026-07-15T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00196,wh_cold,wh_packaging,cancelled,transfer_2026_00196,2026-01-22T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00197,wh_finished_south,wh_packaging,draft,transfer_2026_00197,2026-04-05T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00198,wh_cold,wh_raw_south,pending,transfer_2026_00198,2026-07-12T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00199,wh_raw_south,wh_raw_north,posted,transfer_2026_00199,2026-01-19T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00200,wh_cold,wh_finished_south,cancelled,transfer_2026_00200,2026-04-02T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00201,wh_raw_south,wh_finished_north,draft,transfer_2026_00201,2026-07-09T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00202,wh_finished_south,wh_cold,pending,transfer_2026_00202,2026-01-16T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00203,wh_raw_south,wh_packaging,posted,transfer_2026_00203,2026-04-23T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00204,wh_finished_south,wh_raw_south,cancelled,transfer_2026_00204,2026-07-06T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00205,wh_cold,wh_raw_north,draft,transfer_2026_00205,2026-01-13T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00206,wh_finished_south,wh_finished_north,pending,transfer_2026_00206,2026-04-20T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00207,wh_cold,wh_finished_north,posted,transfer_2026_00207,2026-07-03T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00208,wh_raw_south,wh_cold,cancelled,transfer_2026_00208,2026-01-10T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00209,wh_raw_south,wh_packaging,draft,transfer_2026_00209,2026-04-17T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00210,wh_cold,wh_raw_south,pending,transfer_2026_00210,2026-07-24T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00211,wh_raw_south,wh_raw_north,posted,transfer_2026_00211,2026-01-07T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00212,wh_finished_south,wh_finished_north,cancelled,transfer_2026_00212,2026-04-14T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00213,wh_raw_south,wh_finished_north,draft,transfer_2026_00213,2026-07-21T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00214,wh_finished_south,wh_cold,pending,transfer_2026_00214,2026-01-04T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00215,wh_cold,wh_packaging,posted,transfer_2026_00215,2026-04-11T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00216,wh_finished_south,wh_raw_south,cancelled,transfer_2026_00216,2026-07-18T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00217,wh_cold,wh_raw_north,draft,transfer_2026_00217,2026-01-01T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00218,wh_raw_south,wh_finished_south,pending,transfer_2026_00218,2026-04-08T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00219,wh_cold,wh_finished_north,posted,transfer_2026_00219,2026-07-15T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00220,wh_raw_south,wh_cold,cancelled,transfer_2026_00220,2026-01-22T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00221,wh_finished_south,wh_packaging,draft,transfer_2026_00221,2026-04-05T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00222,wh_raw_south,wh_raw_north,pending,transfer_2026_00222,2026-07-12T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00223,wh_finished_south,wh_raw_north,posted,transfer_2026_00223,2026-01-19T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00224,wh_cold,wh_finished_south,cancelled,transfer_2026_00224,2026-04-02T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00225,wh_finished_south,wh_finished_north,draft,transfer_2026_00225,2026-07-09T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00226,wh_raw_south,wh_cold,pending,transfer_2026_00226,2026-01-16T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00227,wh_cold,wh_packaging,posted,transfer_2026_00227,2026-04-23T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00228,wh_raw_south,wh_raw_north,cancelled,transfer_2026_00228,2026-07-06T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00229,wh_finished_south,wh_raw_north,draft,transfer_2026_00229,2026-01-13T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00230,wh_raw_south,wh_finished_south,pending,transfer_2026_00230,2026-04-20T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00231,wh_finished_south,wh_finished_north,posted,transfer_2026_00231,2026-07-03T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00232,wh_cold,wh_packaging,cancelled,transfer_2026_00232,2026-01-10T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00233,wh_finished_south,wh_packaging,draft,transfer_2026_00233,2026-04-17T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00234,wh_cold,wh_raw_south,pending,transfer_2026_00234,2026-07-24T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00235,wh_raw_south,wh_raw_north,posted,transfer_2026_00235,2026-01-07T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00236,wh_cold,wh_finished_south,cancelled,transfer_2026_00236,2026-04-14T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00237,wh_raw_south,wh_finished_north,draft,transfer_2026_00237,2026-07-21T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00238,wh_finished_south,wh_cold,pending,transfer_2026_00238,2026-01-04T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00239,wh_raw_south,wh_packaging,posted,transfer_2026_00239,2026-04-11T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00240,wh_finished_south,wh_raw_south,cancelled,transfer_2026_00240,2026-07-18T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00241,wh_raw_south,wh_raw_north,draft,transfer_2026_00241,2026-01-01T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00242,wh_cold,wh_finished_south,pending,transfer_2026_00242,2026-04-08T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00243,wh_raw_south,wh_finished_north,posted,transfer_2026_00243,2026-07-15T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00244,wh_finished_south,wh_cold,cancelled,transfer_2026_00244,2026-01-22T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00245,wh_raw_south,wh_packaging,draft,transfer_2026_00245,2026-04-05T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00246,wh_finished_south,wh_raw_south,pending,transfer_2026_00246,2026-07-12T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00247,wh_cold,wh_raw_north,posted,transfer_2026_00247,2026-01-19T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00248,wh_finished_south,wh_finished_north,cancelled,transfer_2026_00248,2026-04-02T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00249,wh_cold,wh_finished_north,draft,transfer_2026_00249,2026-07-09T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_00250,wh_raw_south,wh_cold,pending,transfer_2026_00250,2026-01-16T13:00:00+07:00,Điều chuyển cân đối tồn kho.
transfer_2026_state_draft,wh_finished_south,wh_raw_north,draft,transfer_state_draft,,Phiếu điều chuyển ở trạng thái draft.
transfer_2026_state_pending,wh_finished_south,wh_raw_north,pending,transfer_state_pending,,Phiếu điều chuyển ở trạng thái pending.
transfer_2026_state_cancelled,wh_finished_south,wh_raw_north,cancelled,transfer_state_cancelled,,Phiếu điều chuyển ở trạng thái cancelled.
